Date,Value,ANFCI
2012-09-07,-0.52,-0.489
2012-09-14,-0.538,-0.511
2012-09-21,-0.553,-0.537
2012-09-28,-0.565,-0.563
2012-10-05,-0.575,-0.588
2012-10-12,-0.582,-0.603
2012-10-19,-0.585,-0.607
2012-10-26,-0.584,-0.6
2012-11-02,-0.582,-0.591
2012-11-09,-0.579,-0.585
2012-11-16,-0.578,-0.583
2012-11-23,-0.581,-0.59
2012-11-30,-0.585,-0.597
2012-12-07,-0.593,-0.604
2012-12-14,-0.603,-0.61
2012-12-21,-0.615,-0.616
2012-12-28,-0.626,-0.624
2013-01-04,-0.64,-0.638
2013-01-11,-0.653,-0.652
2013-01-18,-0.662,-0.662
2013-01-25,-0.669,-0.666
2013-02-01,-0.672,-0.663
2013-02-08,-0.674,-0.66
2013-02-15,-0.675,-0.662
2013-02-22,-0.676,-0.672
2013-03-01,-0.677,-0.688
2013-03-08,-0.68,-0.711
2013-03-15,-0.683,-0.731
2013-03-22,-0.687,-0.745
2013-03-29,-0.693,-0.756
2013-04-05,-0.701,-0.766
2013-04-12,-0.711,-0.777
2013-04-19,-0.722,-0.791
2013-04-26,-0.733,-0.808
2013-05-03,-0.742,-0.822
2013-05-10,-0.746,-0.831
2013-05-17,-0.742,-0.828
2013-05-24,-0.732,-0.811
2013-05-31,-0.715,-0.781
2013-06-07,-0.696,-0.743
2013-06-14,-0.678,-0.704
2013-06-21,-0.663,-0.674
2013-06-28,-0.656,-0.66
2013-07-05,-0.657,-0.664
2013-07-12,-0.664,-0.684
2013-07-19,-0.675,-0.711
2013-07-26,-0.686,-0.735
2013-08-02,-0.694,-0.749
2013-08-09,-0.697,-0.753
2013-08-16,-0.696,-0.747
2013-08-23,-0.691,-0.738
2013-08-30,-0.687,-0.732
2013-09-06,-0.685,-0.732
2013-09-13,-0.687,-0.738
2013-09-20,-0.692,-0.746
2013-09-27,-0.7,-0.753
2013-10-04,-0.71,-0.759
2013-10-11,-0.722,-0.769
2013-10-18,-0.736,-0.782
2013-10-25,-0.749,-0.801
2013-11-01,-0.761,-0.82
2013-11-08,-0.771,-0.839
2013-11-15,-0.779,-0.851
2013-11-22,-0.785,-0.857
2013-11-29,-0.79,-0.86
2013-12-06,-0.793,-0.864
2013-12-13,-0.795,-0.872
2013-12-20,-0.797,-0.884
2013-12-27,-0.797,-0.895
2014-01-03,-0.795,-0.898
2014-01-10,-0.792,-0.893
2014-01-17,-0.788,-0.882
2014-01-24,-0.784,-0.869
2014-01-31,-0.782,-0.863
2014-02-07,-0.783,-0.868
2014-02-14,-0.786,-0.88
2014-02-21,-0.79,-0.892
2014-02-28,-0.794,-0.898
2014-03-07,-0.797,-0.894
2014-03-14,-0.797,-0.881
2014-03-21,-0.796,-0.867
2014-03-28,-0.793,-0.854
2014-04-04,-0.79,-0.847
2014-04-11,-0.787,-0.843
2014-04-18,-0.785,-0.838
2014-04-25,-0.784,-0.831
2014-05-02,-0.785,-0.824
2014-05-09,-0.788,-0.82
2014-05-16,-0.792,-0.822
2014-05-23,-0.798,-0.833
2014-05-30,-0.804,-0.848
2014-06-06,-0.807,-0.861
2014-06-13,-0.807,-0.868
2014-06-20,-0.803,-0.866
2014-06-27,-0.796,-0.858
2014-07-04,-0.787,-0.844
2014-07-11,-0.775,-0.828
2014-07-18,-0.763,-0.814
2014-07-25,-0.753,-0.802
2014-08-01,-0.745,-0.792
2014-08-08,-0.74,-0.788
2014-08-15,-0.739,-0.791
2014-08-22,-0.738,-0.797
2014-08-29,-0.735,-0.802
2014-09-05,-0.729,-0.805
2014-09-12,-0.718,-0.798
2014-09-19,-0.702,-0.783
2014-09-26,-0.685,-0.76
2014-10-03,-0.669,-0.738
2014-10-10,-0.657,-0.723
2014-10-17,-0.649,-0.716
2014-10-24,-0.65,-0.724
2014-10-31,-0.655,-0.739
2014-11-07,-0.662,-0.756
2014-11-14,-0.666,-0.765
2014-11-21,-0.666,-0.763
2014-11-28,-0.659,-0.75
2014-12-05,-0.646,-0.729
2014-12-12,-0.626,-0.703
2014-12-19,-0.603,-0.679
2014-12-26,-0.581,-0.658
2015-01-02,-0.559,-0.638
2015-01-09,-0.541,-0.618
2015-01-16,-0.526,-0.598
2015-01-23,-0.517,-0.582
2015-01-30,-0.514,-0.571
2015-02-06,-0.515,-0.568
2015-02-13,-0.519,-0.572
2015-02-20,-0.525,-0.581
2015-02-27,-0.532,-0.589
2015-03-06,-0.537,-0.591
2015-03-13,-0.541,-0.589
2015-03-20,-0.544,-0.586
2015-03-27,-0.546,-0.585
2015-04-03,-0.548,-0.587
2015-04-10,-0.55,-0.591
2015-04-17,-0.551,-0.592
2015-04-24,-0.553,-0.592
2015-05-01,-0.554,-0.585
2015-05-08,-0.553,-0.578
2015-05-15,-0.554,-0.574
2015-05-22,-0.554,-0.576
2015-05-29,-0.554,-0.581
2015-06-05,-0.553,-0.586
2015-06-12,-0.552,-0.585
2015-06-19,-0.549,-0.578
2015-06-26,-0.547,-0.567
2015-07-03,-0.542,-0.554
2015-07-10,-0.537,-0.546
2015-07-17,-0.531,-0.543
2015-07-24,-0.521,-0.54
2015-07-31,-0.506,-0.53
2015-08-07,-0.487,-0.513
2015-08-14,-0.466,-0.488
2015-08-21,-0.443,-0.459
2015-08-28,-0.423,-0.434
2015-09-04,-0.41,-0.419
2015-09-11,-0.405,-0.415
2015-09-18,-0.405,-0.42
2015-09-25,-0.411,-0.429
2015-10-02,-0.42,-0.44
2015-10-09,-0.436,-0.455
2015-10-16,-0.45,-0.467
2015-10-23,-0.462,-0.478
2015-10-30,-0.471,-0.488
2015-11-06,-0.474,-0.494
2015-11-13,-0.47,-0.492
2015-11-20,-0.461,-0.48
2015-11-27,-0.446,-0.458
2015-12-04,-0.427,-0.427
2015-12-11,-0.405,-0.391
2015-12-18,-0.383,-0.358
2015-12-25,-0.363,-0.333
2016-01-01,-0.346,-0.318
2016-01-08,-0.331,-0.311
2016-01-15,-0.318,-0.307
2016-01-22,-0.309,-0.303
2016-01-29,-0.304,-0.298
2016-02-05,-0.302,-0.291
2016-02-12,-0.304,-0.288
2016-02-19,-0.313,-0.296
2016-02-26,-0.326,-0.311
2016-03-04,-0.341,-0.33
2016-03-11,-0.356,-0.347
2016-03-18,-0.37,-0.358
2016-03-25,-0.379,-0.358
2016-04-01,-0.386,-0.352
2016-04-08,-0.389,-0.342
2016-04-15,-0.392,-0.334
2016-04-22,-0.393,-0.331
2016-04-29,-0.392,-0.33
2016-05-06,-0.391,-0.33
2016-05-13,-0.389,-0.331
2016-05-20,-0.386,-0.328
2016-05-27,-0.381,-0.322
2016-06-03,-0.375,-0.314
2016-06-10,-0.369,-0.304
2016-06-17,-0.362,-0.294
2016-06-24,-0.357,-0.286
2016-07-01,-0.354,-0.28
2016-07-08,-0.356,-0.28
2016-07-15,-0.359,-0.285
2016-07-22,-0.363,-0.291
2016-07-29,-0.367,-0.298
2016-08-05,-0.368,-0.299
2016-08-12,-0.368,-0.294
2016-08-19,-0.365,-0.281
2016-08-26,-0.36,-0.263
2016-09-02,-0.353,-0.243
2016-09-09,-0.347,-0.227
2016-09-16,-0.343,-0.217
2016-09-23,-0.342,-0.214
2016-09-30,-0.346,-0.219
2016-10-07,-0.353,-0.231
2016-10-14,-0.363,-0.246
2016-10-21,-0.374,-0.267
2016-10-28,-0.387,-0.294
2016-11-04,-0.399,-0.325
2016-11-11,-0.412,-0.358
2016-11-18,-0.425,-0.387
2016-11-25,-0.436,-0.407
2016-12-02,-0.446,-0.418
2016-12-09,-0.454,-0.422
2016-12-16,-0.461,-0.419
2016-12-23,-0.466,-0.416
2016-12-30,-0.473,-0.415
2017-01-06,-0.478,-0.415
2017-01-13,-0.484,-0.417
2017-01-20,-0.488,-0.419
2017-01-27,-0.492,-0.42
2017-02-03,-0.494,-0.422
2017-02-10,-0.495,-0.428
2017-02-17,-0.495,-0.434
2017-02-24,-0.493,-0.44
2017-03-03,-0.491,-0.447
2017-03-10,-0.488,-0.45
2017-03-17,-0.486,-0.45
2017-03-24,-0.485,-0.45
2017-03-31,-0.486,-0.453
2017-04-07,-0.489,-0.457
2017-04-14,-0.495,-0.463
2017-04-21,-0.503,-0.47
2017-04-28,-0.512,-0.478
2017-05-05,-0.522,-0.487
2017-05-12,-0.532,-0.497
2017-05-19,-0.541,-0.508
2017-05-26,-0.549,-0.521
2017-06-02,-0.556,-0.531
2017-06-09,-0.561,-0.536
2017-06-16,-0.565,-0.539
2017-06-23,-0.568,-0.541
2017-06-30,-0.571,-0.549
2017-07-07,-0.574,-0.562
2017-07-14,-0.577,-0.577
2017-07-21,-0.579,-0.59
2017-07-28,-0.579,-0.593
2017-08-04,-0.576,-0.585
2017-08-11,-0.571,-0.567
2017-08-18,-0.565,-0.546
2017-08-25,-0.562,-0.529
2017-09-01,-0.559,-0.518
2017-09-08,-0.559,-0.514
2017-09-15,-0.562,-0.519
2017-09-22,-0.566,-0.525
2017-09-29,-0.572,-0.534
2017-10-06,-0.578,-0.545
2017-10-13,-0.585,-0.557
2017-10-20,-0.592,-0.572
2017-10-27,-0.597,-0.585
2017-11-03,-0.601,-0.598
2017-11-10,-0.603,-0.607
2017-11-17,-0.604,-0.611
2017-11-24,-0.604,-0.61
2017-12-01,-0.605,-0.608
2017-12-08,-0.606,-0.606
2017-12-15,-0.608,-0.608
2017-12-22,-0.612,-0.614
2017-12-29,-0.615,-0.624
2018-01-05,-0.619,-0.633
2018-01-12,-0.619,-0.635
2018-01-19,-0.614,-0.629
2018-01-26,-0.606,-0.614
2018-02-02,-0.592,-0.594
2018-02-09,-0.575,-0.573
2018-02-16,-0.559,-0.556
2018-02-23,-0.544,-0.543
2018-03-02,-0.53,-0.53
2018-03-09,-0.516,-0.515
2018-03-16,-0.506,-0.498
2018-03-23,-0.499,-0.482
2018-03-30,-0.497,-0.473
2018-04-06,-0.501,-0.473
2018-04-13,-0.512,-0.485
2018-04-20,-0.526,-0.505
2018-04-27,-0.539,-0.525
2018-05-04,-0.552,-0.542
2018-05-11,-0.561,-0.553
2018-05-18,-0.566,-0.558
2018-05-25,-0.567,-0.558
2018-06-01,-0.562,-0.554
2018-06-08,-0.557,-0.549
2018-06-15,-0.551,-0.542
2018-06-22,-0.545,-0.535
2018-06-29,-0.543,-0.53
2018-07-06,-0.544,-0.533
2018-07-13,-0.549,-0.543
2018-07-20,-0.557,-0.559
2018-07-27,-0.566,-0.579
2018-08-03,-0.575,-0.597
2018-08-10,-0.584,-0.61
2018-08-17,-0.591,-0.617
2018-08-24,-0.596,-0.619
2018-08-31,-0.6,-0.622
2018-09-07,-0.602,-0.627
2018-09-14,-0.603,-0.633
2018-09-21,-0.6,-0.638
2018-09-28,-0.596,-0.637
2018-10-05,-0.589,-0.629
2018-10-12,-0.58,-0.615
2018-10-19,-0.569,-0.6
2018-10-26,-0.555,-0.588
2018-11-02,-0.54,-0.58
2018-11-09,-0.525,-0.574
2018-11-16,-0.506,-0.56
2018-11-23,-0.485,-0.537
2018-11-30,-0.466,-0.507
2018-12-07,-0.447,-0.475
2018-12-14,-0.435,-0.453
2018-12-21,-0.429,-0.447
2018-12-28,-0.433,-0.457
2019-01-04,-0.446,-0.48
2019-01-11,-0.466,-0.504
2019-01-18,-0.489,-0.527
2019-01-25,-0.513,-0.547
2019-02-01,-0.536,-0.566
2019-02-08,-0.556,-0.587
2019-02-15,-0.573,-0.611
2019-02-22,-0.586,-0.633
2019-03-01,-0.594,-0.648
2019-03-08,-0.599,-0.654
2019-03-15,-0.603,-0.652
2019-03-22,-0.607,-0.649
2019-03-29,-0.61,-0.649
2019-04-05,-0.614,-0.656
2019-04-12,-0.617,-0.667
2019-04-19,-0.619,-0.677
2019-04-26,-0.618,-0.681
2019-05-03,-0.615,-0.678
2019-05-10,-0.608,-0.668
2019-05-17,-0.599,-0.658
2019-05-24,-0.591,-0.65
2019-05-31,-0.583,-0.644
2019-06-07,-0.578,-0.642
2019-06-14,-0.576,-0.639
2019-06-21,-0.576,-0.635
2019-06-28,-0.578,-0.633
2019-07-05,-0.582,-0.634
2019-07-12,-0.584,-0.637
2019-07-19,-0.584,-0.638
2019-07-26,-0.581,-0.635
2019-08-02,-0.573,-0.622
2019-08-09,-0.561,-0.601
2019-08-16,-0.55,-0.578
2019-08-23,-0.539,-0.561
2019-08-30,-0.529,-0.555
2019-09-06,-0.522,-0.56
2019-09-13,-0.517,-0.568
2019-09-20,-0.513,-0.572
2019-09-27,-0.513,-0.569
2019-10-04,-0.518,-0.56
2019-10-11,-0.527,-0.552
2019-10-18,-0.539,-0.556
2019-10-25,-0.554,-0.575
2019-11-01,-0.566,-0.6
2019-11-08,-0.575,-0.624
2019-11-15,-0.58,-0.633
2019-11-22,-0.579,-0.623
2019-11-29,-0.574,-0.599
2019-12-06,-0.565,-0.573
2019-12-13,-0.557,-0.561
2019-12-20,-0.554,-0.564
2019-12-27,-0.559,-0.58
2020-01-03,-0.573,-0.597
2020-01-10,-0.593,-0.61
2020-01-17,-0.615,-0.62
2020-01-24,-0.629,-0.634
2020-01-31,-0.626,-0.657
2020-02-07,-0.599,-0.68
2020-02-14,-0.537,-0.676
2020-02-21,-0.434,-0.606
2020-02-28,-0.293,-0.45
2020-03-06,-0.13,-0.225
2020-03-13,0.038,0.036
2020-03-20,0.183,0.271
2020-03-27,0.276,0.416
2020-04-03,0.313,0.459
2020-04-10,0.299,0.411
2020-04-17,0.242,0.312
2020-04-24,0.162,0.202
2020-05-01,0.064,0.094
2020-05-08,-0.036,-0.009
2020-05-15,-0.127,-0.108
2020-05-22,-0.207,-0.215
2020-05-29,-0.27,-0.32
2020-06-05,-0.317,-0.402
2020-06-12,-0.346,-0.447
2020-06-19,-0.368,-0.459
2020-06-26,-0.386,-0.452
2020-07-03,-0.403,-0.447
2020-07-10,-0.421,-0.458
2020-07-17,-0.44,-0.483
2020-07-24,-0.46,-0.514
2020-07-31,-0.477,-0.535
2020-08-07,-0.492,-0.541
2020-08-14,-0.502,-0.541
2020-08-21,-0.509,-0.549
2020-08-28,-0.511,-0.572
2020-09-04,-0.509,-0.61
2020-09-11,-0.505,-0.644
2020-09-18,-0.501,-0.663
2020-09-25,-0.495,-0.653
2020-10-02,-0.492,-0.621
2020-10-09,-0.492,-0.578
2020-10-16,-0.495,-0.544
2020-10-23,-0.501,-0.528
2020-10-30,-0.51,-0.529
2020-11-06,-0.524,-0.542
2020-11-13,-0.541,-0.557
2020-11-20,-0.557,-0.565
2020-11-27,-0.572,-0.567
2020-12-04,-0.585,-0.568
2020-12-11,-0.595,-0.572
2020-12-18,-0.602,-0.58
2020-12-25,-0.608,-0.587
2021-01-01,-0.614,-0.593
2021-01-08,-0.618,-0.594
2021-01-15,-0.621,-0.594
2021-01-22,-0.623,-0.597
2021-01-29,-0.623,-0.605
2021-02-05,-0.625,-0.621
2021-02-12,-0.627,-0.638
2021-02-19,-0.629,-0.649
2021-02-26,-0.631,-0.654
2021-03-05,-0.635,-0.653
2021-03-12,-0.64,-0.649
2021-03-19,-0.645,-0.647
2021-03-26,-0.652,-0.651
2021-04-02,-0.659,-0.658
2021-04-09,-0.668,-0.665
2021-04-16,-0.675,-0.667
2021-04-23,-0.681,-0.666
2021-04-30,-0.686,-0.662
2021-05-07,-0.691,-0.66
2021-05-14,-0.694,-0.661
2021-05-21,-0.696,-0.668
2021-05-28,-0.698,-0.679
2021-06-04,-0.699,-0.688
2021-06-11,-0.698,-0.694
2021-06-18,-0.695,-0.695
2021-06-25,-0.691,-0.695
2021-07-02,-0.686,-0.696
2021-07-09,-0.679,-0.698
2021-07-16,-0.672,-0.699
2021-07-23,-0.665,-0.697
2021-07-30,-0.66,-0.692
2021-08-06,-0.655,-0.684
2021-08-13,-0.652,-0.68
2021-08-20,-0.651,-0.682
2021-08-27,-0.652,-0.693
2021-09-03,-0.653,-0.709
2021-09-10,-0.655,-0.722
2021-09-17,-0.657,-0.728
2021-09-24,-0.658,-0.724
2021-10-01,-0.659,-0.714
2021-10-08,-0.657,-0.701
2021-10-15,-0.651,-0.689
2021-10-22,-0.64,-0.679
2021-10-29,-0.626,-0.664
2021-11-05,-0.608,-0.64
2021-11-12,-0.588,-0.607
2021-11-19,-0.57,-0.568
2021-11-26,-0.554,-0.534
2021-12-03,-0.543,-0.513
2021-12-10,-0.541,-0.512
2021-12-17,-0.544,-0.525
2021-12-24,-0.551,-0.544
2021-12-31,-0.559,-0.559
2022-01-07,-0.565,-0.564
2022-01-14,-0.564,-0.561
2022-01-21,-0.557,-0.554
2022-01-28,-0.543,-0.545
2022-02-04,-0.523,-0.533
2022-02-11,-0.497,-0.508
2022-02-18,-0.467,-0.465
2022-02-25,-0.437,-0.407
2022-03-04,-0.41,-0.347
2022-03-11,-0.389,-0.302
2022-03-18,-0.376,-0.287
2022-03-25,-0.37,-0.299
2022-04-01,-0.368,-0.323
2022-04-08,-0.365,-0.339
2022-04-15,-0.358,-0.328
2022-04-22,-0.347,-0.292
2022-04-29,-0.332,-0.244
2022-05-06,-0.314,-0.2
2022-05-13,-0.295,-0.174
2022-05-20,-0.275,-0.164
2022-05-27,-0.253,-0.155
2022-06-03,-0.229,-0.133
2022-06-10,-0.203,-0.095
2022-06-17,-0.179,-0.049
2022-06-24,-0.163,-0.017
2022-07-01,-0.157,-0.016
2022-07-08,-0.16,-0.047
2022-07-15,-0.174,-0.101
2022-07-22,-0.194,-0.158
2022-07-29,-0.212,-0.199
2022-08-05,-0.226,-0.216
2022-08-12,-0.234,-0.218
2022-08-19,-0.232,-0.211
2022-08-26,-0.219,-0.202
2022-09-02,-0.198,-0.19
2022-09-09,-0.171,-0.172
2022-09-16,-0.142,-0.138
2022-09-23,-0.116,-0.092
2022-09-30,-0.096,-0.047
2022-10-07,-0.089,-0.017
2022-10-14,-0.09,-0.013
2022-10-21,-0.101,-0.037
2022-10-28,-0.117,-0.075
2022-11-04,-0.135,-0.117
2022-11-11,-0.153,-0.148
2022-11-18,-0.167,-0.162
2022-11-25,-0.175,-0.163
2022-12-02,-0.181,-0.161
2022-12-09,-0.184,-0.165
2022-12-16,-0.19,-0.179
2022-12-23,-0.201,-0.2
2022-12-30,-0.218,-0.227
2023-01-06,-0.241,-0.253
2023-01-13,-0.266,-0.276
2023-01-20,-0.287,-0.295
2023-01-27,-0.304,-0.313
2023-02-03,-0.312,-0.327
2023-02-10,-0.308,-0.33
2023-02-17,-0.293,-0.315
2023-02-24,-0.267,-0.278
2023-03-03,-0.235,-0.225
2023-03-10,-0.202,-0.168
2023-03-17,-0.17,-0.12
2023-03-24,-0.151,-0.102
2023-03-31,-0.146,-0.116
2023-04-07,-0.15,-0.15
2023-04-14,-0.161,-0.192
2023-04-21,-0.175,-0.229
2023-04-28,-0.187,-0.25
2023-05-05,-0.196,-0.26
2023-05-12,-0.204,-0.264
2023-05-19,-0.209,-0.267
2023-05-26,-0.211,-0.27
2023-06-02,-0.214,-0.273
2023-06-09,-0.215,-0.27
2023-06-16,-0.217,-0.264
2023-06-23,-0.221,-0.261
2023-06-30,-0.227,-0.262
2023-07-07,-0.236,-0.272
2023-07-14,-0.249,-0.289
2023-07-21,-0.264,-0.308
2023-07-28,-0.28,-0.322
2023-08-04,-0.297,-0.329
2023-08-11,-0.312,-0.33
2023-08-18,-0.325,-0.326
2023-08-25,-0.333,-0.322
2023-09-01,-0.338,-0.321
2023-09-08,-0.337,-0.319
2023-09-15,-0.332,-0.315
2023-09-22,-0.323,-0.307
2023-09-29,-0.31,-0.293
2023-10-06,-0.299,-0.281
2023-10-13,-0.289,-0.272
2023-10-20,-0.283,-0.272
2023-10-27,-0.283,-0.283
2023-11-03,-0.288,-0.303
2023-11-10,-0.297,-0.325
2023-11-17,-0.308,-0.346
2023-11-24,-0.32,-0.361
2023-12-01,-0.331,-0.371
2023-12-08,-0.34,-0.378
2023-12-15,-0.349,-0.385
2023-12-22,-0.358,-0.394
2023-12-29,-0.367,-0.405
2024-01-05,-0.375,-0.417
2024-01-12,-0.383,-0.426
2024-01-19,-0.39,-0.433
2024-01-26,-0.396,-0.437
2024-02-02,-0.403,-0.44
2024-02-09,-0.41,-0.444
2024-02-16,-0.419,-0.452
2024-02-23,-0.427,-0.463
2024-03-01,-0.434,-0.477
2024-03-08,-0.438,-0.489
2024-03-15,-0.439,-0.499
2024-03-22,-0.437,-0.503
2024-03-29,-0.433,-0.5
2024-04-05,-0.427,-0.494
2024-04-12,-0.421,-0.485
2024-04-19,-0.416,-0.479
2024-04-26,-0.414,-0.478
2024-05-03,-0.413,-0.483
2024-05-10,-0.414,-0.488
2024-05-17,-0.414,-0.492
2024-05-24,-0.413,-0.489
2024-05-31,-0.409,-0.478
2024-06-07,-0.403,-0.462
2024-06-14,-0.396,-0.447
2024-06-21,-0.387,-0.435
2024-06-28,-0.38,-0.427
2024-07-05,-0.375,-0.422
2024-07-12,-0.369,-0.417
2024-07-19,-0.364,-0.411
2024-07-26,-0.36,-0.404
2024-08-02,-0.359,-0.4
2024-08-09,-0.36,-0.401
2024-08-16,-0.368,-0.414
2024-08-23,-0.379,-0.432
2024-08-30,-0.391,-0.451
2024-09-06,-0.402,-0.47
2024-09-13,-0.412,-0.485
2024-09-20,-0.42,-0.496
2024-09-27,-0.427,-0.504
2024-10-04,-0.432,-0.511
2024-10-11,-0.435,-0.518
2024-10-18,-0.44,-0.527
2024-10-25,-0.445,-0.535
2024-11-01,-0.452,-0.544
2024-11-08,-0.46,-0.555
2024-11-15,-0.468,-0.562
2024-11-22,-0.473,-0.566
2024-11-29,-0.477,-0.565
2024-12-06,-0.479,-0.56
2024-12-13,-0.481,-0.553
2024-12-20,-0.482,-0.548
2024-12-27,-0.485,-0.548
2025-01-03,-0.49,-0.552
2025-01-10,-0.496,-0.558
2025-01-17,-0.501,-0.561
2025-01-24,-0.506,-0.56
2025-01-31,-0.509,-0.552
2025-02-07,-0.508,-0.536
2025-02-14,-0.503,-0.519
2025-02-21,-0.494,-0.503
2025-02-28,-0.48,-0.491
2025-03-07,-0.463,-0.482
2025-03-14,-0.444,-0.474
2025-03-21,-0.426,-0.463
2025-03-28,-0.408,-0.449
2025-04-04,-0.393,-0.434
2025-04-11,-0.382,-0.421
2025-04-18,-0.382,-0.422
2025-04-25,-0.389,-0.433
2025-05-02,-0.403,-0.455
2025-05-09,-0.42,-0.48
2025-05-16,-0.438,-0.501
2025-05-23,-0.454,-0.513
2025-05-30,-0.466,-0.519
2025-06-06,-0.475,-0.522
2025-06-13,-0.483,-0.525
2025-06-20,-0.49,-0.532
2025-06-27,-0.496,-0.542
2025-07-04,-0.503,-0.553
2025-07-11,-0.51,-0.561
2025-07-18,-0.514,-0.566
2025-07-25,-0.519,-0.57
2025-08-01,-0.521,-0.573
2025-08-08,-0.523,-0.577
2025-08-15,-0.526,-0.58
2025-08-22,-0.527,-0.581
2025-08-29,-0.528,-0.581
2025-09-05,-0.528,-0.58
2025-09-12,-0.528,-0.581
2025-09-19,-0.527,-0.584
2025-09-26,-0.527,-0.589
2025-10-03,-0.526,-0.594
2025-10-10,-0.524,-0.595
2025-10-17,-0.521,-0.592
2025-10-24,-0.518,-0.588
2025-10-31,-0.515,-0.583
2025-11-07,-0.511,-0.58
2025-11-14,-0.509,-0.576
2025-11-21,-0.509,-0.572
2025-11-28,-0.51,-0.567
2025-12-05,-0.514,-0.56
2025-12-12,-0.519,-0.556
2025-12-19,-0.528,-0.558
2025-12-26,-0.54,-0.568
2026-01-02,-0.551,-0.58
2026-01-09,-0.563,-0.591
2026-01-16,-0.569,-0.597
2026-01-23,-0.571,-0.596
2026-01-30,-0.567,-0.587
2026-02-06,-0.559,-0.575
2026-02-13,-0.545,-0.561
2026-02-20,-0.528,-0.543
2026-02-27,-0.509,-0.521
2026-03-06,-0.49,-0.496
2026-03-13,-0.474,-0.474
2026-03-20,-0.464,-0.461
2026-03-27,-0.46,-0.457
2026-04-03,-0.465,-0.469
2026-04-10,-0.475,-0.488
2026-04-17,-0.487,-0.505
2026-04-24,-0.497,-0.516
2026-05-01,-0.505,-0.518
2026-05-08,-0.509,-0.515
2026-05-15,-0.511,-0.513
2026-05-22,-0.51,-0.517
2026-05-29,-0.509,-0.528
2026-06-05,-0.508,-0.545
2026-06-12,-0.508,-0.56
2026-06-19,-0.51,-0.569
2026-06-26,-0.514,-0.574
2026-07-03,-0.52,-0.577
2026-07-10,-0.526,-0.578
2026-07-17,-0.53,-0.581
2026-07-24,-0.536,-0.584
2026-07-31,-0.541,-0.586
2026-08-07,-0.546,-0.587
2026-08-14,-0.551,-0.585
2026-08-21,-0.555,-0.584
2026-08-28,-0.56,-0.585
2026-09-04,-0.564,-0.588
