Member Entity ID,Parent Entity ID,Campus ID,Relationship,Source Record ID,Observation ID,Relationship Basis,Registry Version
building:45a7f49c2aa8b38a,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,im3-source:ad8bc3243fd5e489,im3:ad8bc3243fd5e489,source-native building observation,9.6.2
building:45a7f49c2aa8b38a,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,osm-way-1386016637,gigawatt:osm-way-1386016637,source-native building observation,9.6.2
building:b03bdb8b6f993c99,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,im3-source:d39f5b62c51a917c,im3:d39f5b62c51a917c,source-native building observation,9.6.2
building:b03bdb8b6f993c99,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,osm-way-1386016638,gigawatt:osm-way-1386016638,source-native building observation,9.6.2
building:0a081e9ad16a218a,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,im3-source:e10a70ea796ebda3,im3:e10a70ea796ebda3,source-native building observation,9.6.2
building:0a081e9ad16a218a,campus-inferred:42a3ab032ee979d0,campus-inferred:42a3ab032ee979d0,building_in_campus,osm-way-1252196806,gigawatt:osm-way-1252196806,source-native building observation,9.6.2
building:e4f3ef2f75f216af,campus-inferred:253a7d6e85a051d0,campus-inferred:253a7d6e85a051d0,building_in_campus,im3-source:417cd740521a163d,im3:417cd740521a163d,source-native building observation,9.6.2
building:e4f3ef2f75f216af,campus-inferred:253a7d6e85a051d0,campus-inferred:253a7d6e85a051d0,building_in_campus,osm-way-1280344148,gigawatt:osm-way-1280344148,source-native building observation,9.6.2
building:5109eb68d5ba2704,campus-inferred:253a7d6e85a051d0,campus-inferred:253a7d6e85a051d0,building_in_campus,im3-source:affa581c69693d9b,im3:affa581c69693d9b,source-native building observation,9.6.2
building:5109eb68d5ba2704,campus-inferred:253a7d6e85a051d0,campus-inferred:253a7d6e85a051d0,building_in_campus,osm-way-1386016636,gigawatt:osm-way-1386016636,source-native building observation,9.6.2
building:d2897265e8603863,campus-inferred:0a87788c06d71cd2,campus-inferred:0a87788c06d71cd2,building_in_campus,im3-source:c20798c07aa44a5c,im3:c20798c07aa44a5c,source-native building observation,9.6.2
building:d2897265e8603863,campus-inferred:0a87788c06d71cd2,campus-inferred:0a87788c06d71cd2,building_in_campus,osm-way-328703598,gigawatt:osm-way-328703598,source-native building observation,9.6.2
building:c15c3f22d4fe60ad,campus-inferred:0a87788c06d71cd2,campus-inferred:0a87788c06d71cd2,building_in_campus,im3-source:caba5641bdd6af42,im3:caba5641bdd6af42,source-native building observation,9.6.2
building:c15c3f22d4fe60ad,campus-inferred:0a87788c06d71cd2,campus-inferred:0a87788c06d71cd2,building_in_campus,osm-way-328703599,gigawatt:osm-way-328703599,source-native building observation,9.6.2
building:0513c3d469d0ccc8,campus-inferred:f5269b0633f327cb,campus-inferred:f5269b0633f327cb,building_in_campus,im3-source:3847fc1389c08940,im3:3847fc1389c08940,source-native building observation,9.6.2
building:5c7cf0f498adc167,campus-inferred:f5269b0633f327cb,campus-inferred:f5269b0633f327cb,building_in_campus,im3-source:aa8da163be5d0743,im3:aa8da163be5d0743,source-native building observation,9.6.2
building:dec28f0b4615decf,campus-inferred:f5269b0633f327cb,campus-inferred:f5269b0633f327cb,building_in_campus,osm-way-1153935548,gigawatt:osm-way-1153935548,source-native building observation,9.6.2
building:ff5113fd4cca7dc7,campus-inferred:f5269b0633f327cb,campus-inferred:f5269b0633f327cb,building_in_campus,osm-way-734323663,gigawatt:osm-way-734323663,source-native building observation,9.6.2
building:1247c084d76e0374,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,im3-source:156a214ef0f63851,im3:156a214ef0f63851,source-native building observation,9.6.2
building:1247c084d76e0374,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,osm-way-460070145,gigawatt:osm-way-460070145,source-native building observation,9.6.2
building:bd6dce74920266df,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,im3-source:4a60fa6dee61faaf,im3:4a60fa6dee61faaf,source-native building observation,9.6.2
building:bd6dce74920266df,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,osm-way-697415323,gigawatt:osm-way-697415323,source-native building observation,9.6.2
building:2451ada528912b45,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,im3-source:9364b3e19060a078,im3:9364b3e19060a078,source-native building observation,9.6.2
building:2451ada528912b45,campus-inferred:dc35f50be129e312,campus-inferred:dc35f50be129e312,building_in_campus,osm-way-460070147,gigawatt:osm-way-460070147,source-native building observation,9.6.2
building:1ac39393c802dc4b,campus-inferred:fab3f41a49b5bcea,campus-inferred:fab3f41a49b5bcea,building_in_campus,im3-source:1157c2fd2095aea7,im3:1157c2fd2095aea7,source-native building observation,9.6.2
building:1ac39393c802dc4b,campus-inferred:fab3f41a49b5bcea,campus-inferred:fab3f41a49b5bcea,building_in_campus,osm-way-1386017491,gigawatt:osm-way-1386017491,source-native building observation,9.6.2
building:b4b7892d2c9f64c7,campus-inferred:fab3f41a49b5bcea,campus-inferred:fab3f41a49b5bcea,building_in_campus,im3-source:51da5d06ae603e24,im3:51da5d06ae603e24,source-native building observation,9.6.2
building:b4b7892d2c9f64c7,campus-inferred:fab3f41a49b5bcea,campus-inferred:fab3f41a49b5bcea,building_in_campus,osm-way-1386017490,gigawatt:osm-way-1386017490,source-native building observation,9.6.2
building:8b07c7676c96a6ba,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,im3-source:108e3d046ef67cc1,im3:108e3d046ef67cc1,source-native building observation,9.6.2
building:8b07c7676c96a6ba,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,osm-way-1386017492,gigawatt:osm-way-1386017492,source-native building observation,9.6.2
building:10286494281a892d,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,im3-source:134b3eabe235d324,im3:134b3eabe235d324,source-native building observation,9.6.2
building:10286494281a892d,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,osm-way-1386017494,gigawatt:osm-way-1386017494,source-native building observation,9.6.2
building:4d5e31188b8098b5,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,im3-source:6af95c594f43260e,im3:6af95c594f43260e,source-native building observation,9.6.2
building:4d5e31188b8098b5,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,osm-way-1386017493,gigawatt:osm-way-1386017493,source-native building observation,9.6.2
building:4d43871dfd8c5a5f,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,im3-source:cbdb0cacac02b342,im3:cbdb0cacac02b342,source-native building observation,9.6.2
building:4d43871dfd8c5a5f,campus-inferred:ddec07615981c6f1,campus-inferred:ddec07615981c6f1,building_in_campus,osm-way-1280344157,gigawatt:osm-way-1280344157,source-native building observation,9.6.2
building:110b9d2b6746d164,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,im3-source:47ca58a69853087c,im3:47ca58a69853087c,source-native building observation,9.6.2
building:110b9d2b6746d164,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,osm-way-460070144,gigawatt:osm-way-460070144,source-native building observation,9.6.2
building:90e1b864b2fc0b01,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,im3-source:93674ca6f290b3ea,im3:93674ca6f290b3ea,source-native building observation,9.6.2
building:90e1b864b2fc0b01,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,osm-way-592171280,gigawatt:osm-way-592171280,source-native building observation,9.6.2
building:88a080e910e3e2a9,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,im3-source:9a64d7acf621b5e5,im3:9a64d7acf621b5e5,source-native building observation,9.6.2
building:88a080e910e3e2a9,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,osm-way-633034071,gigawatt:osm-way-633034071,source-native building observation,9.6.2
building:0dfe0dc144b9d496,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,im3-source:d3a4fb26e352a85f,im3:d3a4fb26e352a85f,source-native building observation,9.6.2
building:0dfe0dc144b9d496,campus-inferred:cbdfddf107d7f64e,campus-inferred:cbdfddf107d7f64e,building_in_campus,osm-way-697415321,gigawatt:osm-way-697415321,source-native building observation,9.6.2
building:68d9649653636185,campus-inferred:b4d9e6bd13e92586,campus-inferred:b4d9e6bd13e92586,building_in_campus,im3-source:1dc88c2a5512416b,im3:1dc88c2a5512416b,source-native building observation,9.6.2
building:68d9649653636185,campus-inferred:b4d9e6bd13e92586,campus-inferred:b4d9e6bd13e92586,building_in_campus,osm-way-1252196819,gigawatt:osm-way-1252196819,source-native building observation,9.6.2
building:7d12d5bb9f7e88af,campus-inferred:b4d9e6bd13e92586,campus-inferred:b4d9e6bd13e92586,building_in_campus,im3-source:e3b86ec603d7f5a5,im3:e3b86ec603d7f5a5,source-native building observation,9.6.2
building:7d12d5bb9f7e88af,campus-inferred:b4d9e6bd13e92586,campus-inferred:b4d9e6bd13e92586,building_in_campus,osm-way-1280344156,gigawatt:osm-way-1280344156,source-native building observation,9.6.2
building:04330c7fff4e63fd,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,im3-source:0975ac817d681403,im3:0975ac817d681403,source-native building observation,9.6.2
building:04330c7fff4e63fd,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,osm-way-1027471509,gigawatt:osm-way-1027471509,source-native building observation,9.6.2
building:0a27ba78ef420716,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,im3-source:3c8f749137b0396b,im3:3c8f749137b0396b,source-native building observation,9.6.2
building:0a27ba78ef420716,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,osm-way-697417726,gigawatt:osm-way-697417726,source-native building observation,9.6.2
building:55c12e46e1a0e6e7,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,im3-source:3de1bf1a8302e943,im3:3de1bf1a8302e943,source-native building observation,9.6.2
building:55c12e46e1a0e6e7,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,osm-way-914616810,gigawatt:osm-way-914616810,source-native building observation,9.6.2
building:019a5cf5377fdda7,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,im3-source:9727e48f32a121d2,im3:9727e48f32a121d2,source-native building observation,9.6.2
building:019a5cf5377fdda7,campus-inferred:aed316e4ba86fdda,campus-inferred:aed316e4ba86fdda,building_in_campus,osm-way-1027471510,gigawatt:osm-way-1027471510,source-native building observation,9.6.2
building:9ca0d87d8d996571,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,im3-source:299d0226d58870ba,im3:299d0226d58870ba,source-native building observation,9.6.2
building:9ca0d87d8d996571,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,osm-way-1280344155,gigawatt:osm-way-1280344155,source-native building observation,9.6.2
building:5d32fe77ddf42225,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,im3-source:2aff030996faddff,im3:2aff030996faddff,source-native building observation,9.6.2
building:5d32fe77ddf42225,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,osm-way-1280344154,gigawatt:osm-way-1280344154,source-native building observation,9.6.2
building:5175aa91ec6ca4af,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,im3-source:2dd5357d86461a44,im3:2dd5357d86461a44,source-native building observation,9.6.2
building:5175aa91ec6ca4af,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,osm-way-1252196818,gigawatt:osm-way-1252196818,source-native building observation,9.6.2
building:4a51e592549f1fa3,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,im3-source:77d2e8ea2dba148c,im3:77d2e8ea2dba148c,source-native building observation,9.6.2
building:4a51e592549f1fa3,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,osm-way-1252196817,gigawatt:osm-way-1252196817,source-native building observation,9.6.2
building:3919d6bb090d812f,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,im3-source:b1b716d05779ddd2,im3:b1b716d05779ddd2,source-native building observation,9.6.2
building:3919d6bb090d812f,campus-inferred:84b84e6aa1b9b23d,campus-inferred:84b84e6aa1b9b23d,building_in_campus,osm-way-1252196816,gigawatt:osm-way-1252196816,source-native building observation,9.6.2
building:e32237ab0b311465,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,im3-source:7f81e6c5cf5027a1,im3:7f81e6c5cf5027a1,source-native building observation,9.6.2
building:e32237ab0b311465,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,osm-way-1252196822,gigawatt:osm-way-1252196822,source-native building observation,9.6.2
building:0d665a3a0b8dfcdf,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,im3-source:a06292e6e8c5fdb5,im3:a06292e6e8c5fdb5,source-native building observation,9.6.2
building:0d665a3a0b8dfcdf,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,osm-way-1386017499,gigawatt:osm-way-1386017499,source-native building observation,9.6.2
building:99907cc632163021,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,im3-source:b9eaedf19cdd0065,im3:b9eaedf19cdd0065,source-native building observation,9.6.2
building:99907cc632163021,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,osm-way-1386017497,gigawatt:osm-way-1386017497,source-native building observation,9.6.2
building:9a5e793e832e322b,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,im3-source:c55252eb3feb1ce4,im3:c55252eb3feb1ce4,source-native building observation,9.6.2
building:9a5e793e832e322b,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,osm-way-1386017498,gigawatt:osm-way-1386017498,source-native building observation,9.6.2
building:fbcd9509420e648b,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,im3-source:ed6193ea1a6af975,im3:ed6193ea1a6af975,source-native building observation,9.6.2
building:fbcd9509420e648b,campus-inferred:5f146cca3f119b01,campus-inferred:5f146cca3f119b01,building_in_campus,osm-way-1252196823,gigawatt:osm-way-1252196823,source-native building observation,9.6.2
building:2b6c9ebf5e35f52f,campus-inferred:cffded6bd71d22f0,campus-inferred:cffded6bd71d22f0,building_in_campus,im3-source:15b167bccdaf5728,im3:15b167bccdaf5728,source-native building observation,9.6.2
building:2b6c9ebf5e35f52f,campus-inferred:cffded6bd71d22f0,campus-inferred:cffded6bd71d22f0,building_in_campus,osm-way-1386017495,gigawatt:osm-way-1386017495,source-native building observation,9.6.2
building:2990edb39eead158,campus-inferred:cffded6bd71d22f0,campus-inferred:cffded6bd71d22f0,building_in_campus,im3-source:778291c8a8fff779,im3:778291c8a8fff779,source-native building observation,9.6.2
building:2990edb39eead158,campus-inferred:cffded6bd71d22f0,campus-inferred:cffded6bd71d22f0,building_in_campus,osm-way-1386017496,gigawatt:osm-way-1386017496,source-native building observation,9.6.2
building:a39ff02903065e08,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,im3-source:287873eb7bdf7362,im3:287873eb7bdf7362,source-native building observation,9.6.2
building:a39ff02903065e08,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,osm-way-1374895922,gigawatt:osm-way-1374895922,source-native building observation,9.6.2
building:2594af433a320829,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,im3-source:678b91e8203d72ed,im3:678b91e8203d72ed,source-native building observation,9.6.2
building:2594af433a320829,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,osm-way-1374895921,gigawatt:osm-way-1374895921,source-native building observation,9.6.2
building:0811ccb814cf1acf,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,im3-source:facaff04da62b6d0,im3:facaff04da62b6d0,source-native building observation,9.6.2
building:0811ccb814cf1acf,campus-inferred:0d853f0f43138bf6,campus-inferred:0d853f0f43138bf6,building_in_campus,osm-way-1280344153,gigawatt:osm-way-1280344153,source-native building observation,9.6.2
building:4784e207954971df,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,im3-source:205fd3399f8d7484,im3:205fd3399f8d7484,source-native building observation,9.6.2
building:4784e207954971df,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,osm-way-1252196820,gigawatt:osm-way-1252196820,source-native building observation,9.6.2
building:684090a6b0f93d1e,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,im3-source:446892b40ddca040,im3:446892b40ddca040,source-native building observation,9.6.2
building:684090a6b0f93d1e,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,osm-way-1280344151,gigawatt:osm-way-1280344151,source-native building observation,9.6.2
building:9fadf3ba4f6759ee,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,im3-source:5922faa31b7678b0,im3:5922faa31b7678b0,source-native building observation,9.6.2
building:9fadf3ba4f6759ee,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,osm-way-1280344150,gigawatt:osm-way-1280344150,source-native building observation,9.6.2
building:99600bab451c1568,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,im3-source:5edcaf5f26052c5d,im3:5edcaf5f26052c5d,source-native building observation,9.6.2
building:99600bab451c1568,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,osm-way-1280344149,gigawatt:osm-way-1280344149,source-native building observation,9.6.2
building:6b0962ded365413c,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,im3-source:d452106d9a838de7,im3:d452106d9a838de7,source-native building observation,9.6.2
building:6b0962ded365413c,campus-inferred:bd2162abbafa6b72,campus-inferred:bd2162abbafa6b72,building_in_campus,osm-way-1252196821,gigawatt:osm-way-1252196821,source-native building observation,9.6.2
building:7ac658a6e5498249,campus-inferred:77ed7025f6cf1e34,campus-inferred:77ed7025f6cf1e34,building_in_campus,im3-source:f460161d2f40599d,im3:f460161d2f40599d,source-native building observation,9.6.2
building:21b0e84dd31aa148,campus-inferred:77ed7025f6cf1e34,campus-inferred:77ed7025f6cf1e34,building_in_campus,osm-way-328702750,gigawatt:osm-way-328702750,source-native building observation,9.6.2
building:a8e5209bd230495c,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,im3-source:650d9aec029347e0,im3:650d9aec029347e0,source-native building observation,9.6.2
building:a8e5209bd230495c,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,osm-way-1243089555,gigawatt:osm-way-1243089555,source-native building observation,9.6.2
building:d6b7d24e83313af5,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,im3-source:725236e6be6f3dae,im3:725236e6be6f3dae,source-native building observation,9.6.2
building:d6b7d24e83313af5,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,osm-way-899634245,gigawatt:osm-way-899634245,source-native building observation,9.6.2
building:b0e55c1711b952cf,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,im3-source:c1d788d466b9e138,im3:c1d788d466b9e138,source-native building observation,9.6.2
building:b0e55c1711b952cf,campus-inferred:9006d5b295aff7ba,campus-inferred:9006d5b295aff7ba,building_in_campus,osm-way-1243089554,gigawatt:osm-way-1243089554,source-native building observation,9.6.2
building:804e537ed51f7193,campus-inferred:287ed781e12aa457,campus-inferred:287ed781e12aa457,building_in_campus,im3-source:534cc93f52c9e68b,im3:534cc93f52c9e68b,source-native building observation,9.6.2
building:ddf9b6f79a4caf9c,campus-inferred:287ed781e12aa457,campus-inferred:287ed781e12aa457,building_in_campus,osm-way-102129663,gigawatt:osm-way-102129663,source-native building observation,9.6.2
building:f92c5256dadea975,campus-inferred:96fc19fc9080fe88,campus-inferred:96fc19fc9080fe88,building_in_campus,im3-source:145b8b4c4147f507,im3:145b8b4c4147f507,source-native building observation,9.6.2
building:d0dd2ebd494dc9d3,campus-inferred:96fc19fc9080fe88,campus-inferred:96fc19fc9080fe88,building_in_campus,osm-way-465032487,gigawatt:osm-way-465032487,source-native building observation,9.6.2
building:51b7c2def2aa5acb,campus-inferred:b7973d8c18a0492a,campus-inferred:b7973d8c18a0492a,building_in_campus,im3-source:26cfa1e54179de07,im3:26cfa1e54179de07,source-native building observation,9.6.2
building:51b7c2def2aa5acb,campus-inferred:b7973d8c18a0492a,campus-inferred:b7973d8c18a0492a,building_in_campus,osm-way-465032380,gigawatt:osm-way-465032380,source-native building observation,9.6.2
building:fb636adf03d4933d,campus-inferred:b7973d8c18a0492a,campus-inferred:b7973d8c18a0492a,building_in_campus,im3-source:e003300bb7ae9722,im3:e003300bb7ae9722,source-native building observation,9.6.2
building:fb636adf03d4933d,campus-inferred:b7973d8c18a0492a,campus-inferred:b7973d8c18a0492a,building_in_campus,osm-way-1461896928,gigawatt:osm-way-1461896928,source-native building observation,9.6.2
building:d761f6e64e8dd8c8,campus-inferred:7b38f79542299164,campus-inferred:7b38f79542299164,building_in_campus,im3-source:3e6e149f351270a2,im3:3e6e149f351270a2,source-native building observation,9.6.2
building:83a68edbd967b6cd,campus-inferred:7b38f79542299164,campus-inferred:7b38f79542299164,building_in_campus,osm-way-526806006,gigawatt:osm-way-526806006,source-native building observation,9.6.2
building:551db86a1d24f6d4,campus-inferred:8651eb206d03a4c3,campus-inferred:8651eb206d03a4c3,building_in_campus,osm-way-597876721,gigawatt:osm-way-597876721,source-native building observation,9.6.2
building:137e59ce05a7e639,campus-inferred:8651eb206d03a4c3,campus-inferred:8651eb206d03a4c3,building_in_campus,osm-way-597876722,gigawatt:osm-way-597876722,source-native building observation,9.6.2
building:69d87addb5459e8e,campus-inferred:8651eb206d03a4c3,campus-inferred:8651eb206d03a4c3,building_in_campus,osm-way-597876724,gigawatt:osm-way-597876724,source-native building observation,9.6.2
building:a147e2476f570fbb,campus-inferred:8651eb206d03a4c3,campus-inferred:8651eb206d03a4c3,building_in_campus,osm-way-597876726,gigawatt:osm-way-597876726,source-native building observation,9.6.2
building:bed839ea5e25b395,campus-inferred:8651eb206d03a4c3,campus-inferred:8651eb206d03a4c3,building_in_campus,osm-way-597876730,gigawatt:osm-way-597876730,source-native building observation,9.6.2
building:7b2f489c3189fdc8,campus-inferred:d1bc78d71db77f20,campus-inferred:d1bc78d71db77f20,building_in_campus,im3-source:b63ed8cfda195b0b,im3:b63ed8cfda195b0b,source-native building observation,9.6.2
building:a53ebab7ffcc2be4,campus-inferred:d1bc78d71db77f20,campus-inferred:d1bc78d71db77f20,building_in_campus,osm-way-597876798,gigawatt:osm-way-597876798,source-native building observation,9.6.2
building:0f8ae342e234f63f,campus-inferred:696ec5855515c7aa,campus-inferred:696ec5855515c7aa,building_in_campus,im3-source:054098e30ecb57bd,im3:054098e30ecb57bd,source-native building observation,9.6.2
building:6e9d9e21ebea8cad,campus-inferred:696ec5855515c7aa,campus-inferred:696ec5855515c7aa,building_in_campus,im3-source:542717a31be4be61,im3:542717a31be4be61,source-native building observation,9.6.2
building:231c92fec56d4130,campus-inferred:696ec5855515c7aa,campus-inferred:696ec5855515c7aa,building_in_campus,im3-source:87506b9bd6fca898,im3:87506b9bd6fca898,source-native building observation,9.6.2
building:14f58a74c97523ff,campus-inferred:696ec5855515c7aa,campus-inferred:696ec5855515c7aa,building_in_campus,im3-source:a5a7537927a45745,im3:a5a7537927a45745,source-native building observation,9.6.2
building:f64c806b6128b7bd,campus-inferred:696ec5855515c7aa,campus-inferred:696ec5855515c7aa,building_in_campus,im3-source:f564d9d35293f522,im3:f564d9d35293f522,source-native building observation,9.6.2
building:97a003b9a81ac01b,campus-inferred:e93a82758de5de34,campus-inferred:e93a82758de5de34,building_in_campus,im3-source:293d679bc52ecc8f,im3:293d679bc52ecc8f,source-native building observation,9.6.2
building:97a003b9a81ac01b,campus-inferred:e93a82758de5de34,campus-inferred:e93a82758de5de34,building_in_campus,osm-way-509611439,gigawatt:osm-way-509611439,source-native building observation,9.6.2
building:00f514831af586e8,campus-inferred:e93a82758de5de34,campus-inferred:e93a82758de5de34,building_in_campus,im3-source:2a006539150d3c4a,im3:2a006539150d3c4a,source-native building observation,9.6.2
building:00f514831af586e8,campus-inferred:e93a82758de5de34,campus-inferred:e93a82758de5de34,building_in_campus,osm-way-509611438,gigawatt:osm-way-509611438,source-native building observation,9.6.2
building:7500ec6dc28e9f59,campus-inferred:4f874ed01c30b6bf,campus-inferred:4f874ed01c30b6bf,building_in_campus,im3-source:043b45b5ce720e21,im3:043b45b5ce720e21,source-native building observation,9.6.2
building:7500ec6dc28e9f59,campus-inferred:4f874ed01c30b6bf,campus-inferred:4f874ed01c30b6bf,building_in_campus,osm-way-1426525221,gigawatt:osm-way-1426525221,source-native building observation,9.6.2
building:780c7af33df566e0,campus-inferred:4f874ed01c30b6bf,campus-inferred:4f874ed01c30b6bf,building_in_campus,im3-source:a3f5d693f246f23a,im3:a3f5d693f246f23a,source-native building observation,9.6.2
building:780c7af33df566e0,campus-inferred:4f874ed01c30b6bf,campus-inferred:4f874ed01c30b6bf,building_in_campus,osm-way-1426525220,gigawatt:osm-way-1426525220,source-native building observation,9.6.2
building:859420da0e6d19b2,campus-inferred:454e6b0ecce238d2,campus-inferred:454e6b0ecce238d2,building_in_campus,im3-source:1b9c7f50b75cb119,im3:1b9c7f50b75cb119,source-native building observation,9.6.2
building:a632af6bc08d8516,campus-inferred:454e6b0ecce238d2,campus-inferred:454e6b0ecce238d2,building_in_campus,im3-source:83c8203795437fdb,im3:83c8203795437fdb,source-native building observation,9.6.2
building:5523d215830f3cd3,campus-inferred:3ea3ce1d73251a80,campus-inferred:3ea3ce1d73251a80,building_in_campus,im3-source:12d65f580d35e5e8,im3:12d65f580d35e5e8,source-native building observation,9.6.2
building:d872f47683efc8c7,campus-inferred:3ea3ce1d73251a80,campus-inferred:3ea3ce1d73251a80,building_in_campus,osm-way-507673437,gigawatt:osm-way-507673437,source-native building observation,9.6.2
building:f6d4ceac6f23141f,campus-inferred:ab60e849fb086c44,campus-inferred:ab60e849fb086c44,building_in_campus,im3-source:27ed0da60969f31a,im3:27ed0da60969f31a,source-native building observation,9.6.2
building:f6d4ceac6f23141f,campus-inferred:ab60e849fb086c44,campus-inferred:ab60e849fb086c44,building_in_campus,osm-way-240724127,gigawatt:osm-way-240724127,source-native building observation,9.6.2
