Member Entity ID,Parent Entity ID,Campus ID,Relationship,Source Record ID,Observation ID,Relationship Basis,Registry Version
campus:6531415818cdaecf,campus:6531415818cdaecf,campus:6531415818cdaecf,observation_supports_campus,208,fractracker:208,campus identity evidence,9.6.2
campus:358857f38a46915a,campus:358857f38a46915a,campus:358857f38a46915a,observation_supports_campus,214,fractracker:214,campus identity evidence,9.6.2
building:62a5c8230e01a3a8,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,im3-source:6e15c9e415cb0197,im3:6e15c9e415cb0197,source-native building observation,9.6.2
building:62a5c8230e01a3a8,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,osm-way-1070895994,gigawatt:osm-way-1070895994,source-native building observation,9.6.2
building:70ad5a255aec71b8,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,im3-source:6f3bc09f92811b3f,im3:6f3bc09f92811b3f,source-native building observation,9.6.2
building:70ad5a255aec71b8,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,osm-way-1054387471,gigawatt:osm-way-1054387471,source-native building observation,9.6.2
building:b415419f94833e8d,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,im3-source:d6bba6ae2d996231,im3:d6bba6ae2d996231,source-native building observation,9.6.2
building:b415419f94833e8d,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,osm-way-1070895993,gigawatt:osm-way-1070895993,source-native building observation,9.6.2
building:572187cc0a783cdc,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,building_in_campus,osm-way-1054387470,gigawatt:osm-way-1054387470,source-native building observation,9.6.2
campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,campus:57ed47acf0b629b9,observation_supports_campus,225,fractracker:225,campus identity evidence,9.6.2
campus:c62217c64f418027,campus:c62217c64f418027,campus:c62217c64f418027,observation_supports_campus,229,fractracker:229,campus identity evidence,9.6.2
campus:3f4687189e5c55d0,campus:3f4687189e5c55d0,campus:3f4687189e5c55d0,observation_supports_campus,234,fractracker:234,campus identity evidence,9.6.2
campus:3f4687189e5c55d0,campus:3f4687189e5c55d0,campus:3f4687189e5c55d0,observation_supports_campus,235,fractracker:235,campus identity evidence,9.6.2
campus:903d59a0e8ce8fd1,campus:903d59a0e8ce8fd1,campus:903d59a0e8ce8fd1,observation_supports_campus,242,fractracker:242,campus identity evidence,9.6.2
campus:f0a48b4a2cbd49b9,campus:f0a48b4a2cbd49b9,campus:f0a48b4a2cbd49b9,observation_supports_campus,246,fractracker:246,campus identity evidence,9.6.2
campus:fb624dc8b285f5c0,campus:fb624dc8b285f5c0,campus:fb624dc8b285f5c0,observation_supports_campus,247,fractracker:247,campus identity evidence,9.6.2
campus:7dd378dceeaa3a2b,campus:7dd378dceeaa3a2b,campus:7dd378dceeaa3a2b,observation_supports_campus,251,fractracker:251,campus identity evidence,9.6.2
campus:4ced1260875d3fc8,campus:4ced1260875d3fc8,campus:4ced1260875d3fc8,observation_supports_campus,254,fractracker:254,campus identity evidence,9.6.2
campus:3893db05f71094b5,campus:3893db05f71094b5,campus:3893db05f71094b5,observation_supports_campus,256,fractracker:256,campus identity evidence,9.6.2
campus:9b3f24eed36b0059,campus:9b3f24eed36b0059,campus:9b3f24eed36b0059,observation_supports_campus,258,fractracker:258,campus identity evidence,9.6.2
building:65cf0e62f5bd12f9,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,im3-source:4a5a0aa0544affe5,im3:4a5a0aa0544affe5,source-native building observation,9.6.2
building:65cf0e62f5bd12f9,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,osm-way-1173569101,gigawatt:osm-way-1173569101,source-native building observation,9.6.2
building:35628dd8dd8b6f07,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,im3-source:8445fe42cb627b4f,im3:8445fe42cb627b4f,source-native building observation,9.6.2
building:35628dd8dd8b6f07,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,osm-way-1375475071,gigawatt:osm-way-1375475071,source-native building observation,9.6.2
building:4012a31df61fdfe5,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,im3-source:930e0e311d7217a5,im3:930e0e311d7217a5,source-native building observation,9.6.2
building:4012a31df61fdfe5,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,osm-way-1375475072,gigawatt:osm-way-1375475072,source-native building observation,9.6.2
building:4175bc114bb6cf72,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,im3-source:e8ad26250009bba7,im3:e8ad26250009bba7,source-native building observation,9.6.2
building:4175bc114bb6cf72,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,building_in_campus,osm-way-1375475073,gigawatt:osm-way-1375475073,source-native building observation,9.6.2
campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,campus:6ecd581c0a1c3201,observation_supports_campus,259,fractracker:259,campus identity evidence,9.6.2
campus:ca349242f1a343b6,campus:ca349242f1a343b6,campus:ca349242f1a343b6,observation_supports_campus,266,fractracker:266,campus identity evidence,9.6.2
campus:c624290898f10841,campus:c624290898f10841,campus:c624290898f10841,observation_supports_campus,267,fractracker:267,campus identity evidence,9.6.2
campus:6878d490bec7f437,campus:6878d490bec7f437,campus:6878d490bec7f437,observation_supports_campus,27,fractracker:27,campus identity evidence,9.6.2
campus:ee95b36719c14d67,campus:ee95b36719c14d67,campus:ee95b36719c14d67,observation_supports_campus,276,fractracker:276,campus identity evidence,9.6.2
campus:5b02b55792a80eca,campus:5b02b55792a80eca,campus:5b02b55792a80eca,observation_supports_campus,280,fractracker:280,campus identity evidence,9.6.2
campus:1815e6aa84ba6d57,campus:1815e6aa84ba6d57,campus:1815e6aa84ba6d57,observation_supports_campus,287,fractracker:287,campus identity evidence,9.6.2
campus:c758e7c7b515fa51,campus:c758e7c7b515fa51,campus:c758e7c7b515fa51,observation_supports_campus,289,fractracker:289,campus identity evidence,9.6.2
campus:b9b241dd635600df,campus:b9b241dd635600df,campus:b9b241dd635600df,observation_supports_campus,291,fractracker:291,campus identity evidence,9.6.2
campus:a0eae2f43ade12aa,campus:a0eae2f43ade12aa,campus:a0eae2f43ade12aa,observation_supports_campus,294,fractracker:294,campus identity evidence,9.6.2
campus:7354d780f5828b45,campus:7354d780f5828b45,campus:7354d780f5828b45,observation_supports_campus,298,fractracker:298,campus identity evidence,9.6.2
campus:a2194a1f4189a497,campus:a2194a1f4189a497,campus:a2194a1f4189a497,observation_supports_campus,299,fractracker:299,campus identity evidence,9.6.2
campus:d46352cae2d50bd0,campus:d46352cae2d50bd0,campus:d46352cae2d50bd0,observation_supports_campus,305,fractracker:305,campus identity evidence,9.6.2
campus:e03fb956c20406aa,campus:e03fb956c20406aa,campus:e03fb956c20406aa,observation_supports_campus,306,fractracker:306,campus identity evidence,9.6.2
campus:d06721c8f5f24012,campus:d06721c8f5f24012,campus:d06721c8f5f24012,observation_supports_campus,307,fractracker:307,campus identity evidence,9.6.2
campus:8574fc533fc2f669,campus:8574fc533fc2f669,campus:8574fc533fc2f669,observation_supports_campus,308,fractracker:308,campus identity evidence,9.6.2
campus:b7491633ca01b656,campus:b7491633ca01b656,campus:b7491633ca01b656,observation_supports_campus,309,fractracker:309,campus identity evidence,9.6.2
campus:0726063a348007c1,campus:0726063a348007c1,campus:0726063a348007c1,observation_supports_campus,311,fractracker:311,campus identity evidence,9.6.2
campus:66a1d922366a3627,campus:66a1d922366a3627,campus:66a1d922366a3627,observation_supports_campus,312,fractracker:312,campus identity evidence,9.6.2
campus:66a1d922366a3627,campus:66a1d922366a3627,campus:66a1d922366a3627,observation_supports_campus,amazon-rainier-ms,gigawatt:amazon-rainier-ms,campus identity evidence,9.6.2
campus:a92d52c802e6daa1,campus:a92d52c802e6daa1,campus:a92d52c802e6daa1,observation_supports_campus,313,fractracker:313,campus identity evidence,9.6.2
campus:0dfe15c605fcf66a,campus:0dfe15c605fcf66a,campus:0dfe15c605fcf66a,observation_supports_campus,317,fractracker:317,campus identity evidence,9.6.2
campus:0dfe15c605fcf66a,campus:0dfe15c605fcf66a,campus:0dfe15c605fcf66a,observation_supports_campus,318,fractracker:318,campus identity evidence,9.6.2
campus:716202487edf69d8,campus:716202487edf69d8,campus:716202487edf69d8,observation_supports_campus,319,fractracker:319,campus identity evidence,9.6.2
campus:52f61045a7f8414b,campus:52f61045a7f8414b,campus:52f61045a7f8414b,observation_supports_campus,321,fractracker:321,campus identity evidence,9.6.2
campus:08aa7977a5e847a9,campus:08aa7977a5e847a9,campus:08aa7977a5e847a9,observation_supports_campus,322,fractracker:322,campus identity evidence,9.6.2
campus:f8557eb1c3b3451a,campus:f8557eb1c3b3451a,campus:f8557eb1c3b3451a,observation_supports_campus,325,fractracker:325,campus identity evidence,9.6.2
campus:250128e469e5c980,campus:250128e469e5c980,campus:250128e469e5c980,observation_supports_campus,327,fractracker:327,campus identity evidence,9.6.2
campus:7b3e00c62ce79760,campus:7b3e00c62ce79760,campus:7b3e00c62ce79760,observation_supports_campus,328,fractracker:328,campus identity evidence,9.6.2
campus:cc57f35519e71a0b,campus:cc57f35519e71a0b,campus:cc57f35519e71a0b,observation_supports_campus,329,fractracker:329,campus identity evidence,9.6.2
campus:19dd2d82460b601e,campus:19dd2d82460b601e,campus:19dd2d82460b601e,observation_supports_campus,333,fractracker:333,campus identity evidence,9.6.2
campus:bf37850b134a47ae,campus:bf37850b134a47ae,campus:bf37850b134a47ae,observation_supports_campus,336,fractracker:336,campus identity evidence,9.6.2
campus:bf37850b134a47ae,campus:bf37850b134a47ae,campus:bf37850b134a47ae,observation_supports_campus,337,fractracker:337,campus identity evidence,9.6.2
campus:9785b241debdcacf,campus:9785b241debdcacf,campus:9785b241debdcacf,observation_supports_campus,338,fractracker:338,campus identity evidence,9.6.2
campus:45a01e4175fcd4d2,campus:45a01e4175fcd4d2,campus:45a01e4175fcd4d2,observation_supports_campus,340,fractracker:340,campus identity evidence,9.6.2
campus:bc371e46ab24cedf,campus:bc371e46ab24cedf,campus:bc371e46ab24cedf,observation_supports_campus,342,fractracker:342,campus identity evidence,9.6.2
campus:f16447c608479dfd,campus:f16447c608479dfd,campus:f16447c608479dfd,observation_supports_campus,346,fractracker:346,campus identity evidence,9.6.2
campus:3c05596f5e2d0b02,campus:3c05596f5e2d0b02,campus:3c05596f5e2d0b02,observation_supports_campus,350,fractracker:350,campus identity evidence,9.6.2
campus:99eb0b995c131190,campus:99eb0b995c131190,campus:99eb0b995c131190,observation_supports_campus,352,fractracker:352,campus identity evidence,9.6.2
campus:0b2667f4c2a800b5,campus:0b2667f4c2a800b5,campus:0b2667f4c2a800b5,observation_supports_campus,353,fractracker:353,campus identity evidence,9.6.2
campus:951ccfc012112ded,campus:951ccfc012112ded,campus:951ccfc012112ded,observation_supports_campus,354,fractracker:354,campus identity evidence,9.6.2
campus:f98a4413249ff7ff,campus:f98a4413249ff7ff,campus:f98a4413249ff7ff,observation_supports_campus,358,fractracker:358,campus identity evidence,9.6.2
campus:61ae1bffa32265c8,campus:61ae1bffa32265c8,campus:61ae1bffa32265c8,observation_supports_campus,359,fractracker:359,campus identity evidence,9.6.2
campus:b2d08409e553466e,campus:b2d08409e553466e,campus:b2d08409e553466e,observation_supports_campus,36,fractracker:36,campus identity evidence,9.6.2
campus:f98fdde86759527e,campus:f98fdde86759527e,campus:f98fdde86759527e,observation_supports_campus,361,fractracker:361,campus identity evidence,9.6.2
campus:d1ce18aefd23a266,campus:d1ce18aefd23a266,campus:d1ce18aefd23a266,observation_supports_campus,362,fractracker:362,campus identity evidence,9.6.2
campus:69d5c6ffb6a72c64,campus:69d5c6ffb6a72c64,campus:69d5c6ffb6a72c64,observation_supports_campus,363,fractracker:363,campus identity evidence,9.6.2
campus:948517edca441186,campus:948517edca441186,campus:948517edca441186,observation_supports_campus,364,fractracker:364,campus identity evidence,9.6.2
campus:ce476e112f51c804,campus:ce476e112f51c804,campus:ce476e112f51c804,observation_supports_campus,366,fractracker:366,campus identity evidence,9.6.2
campus:21308124ca67d4e9,campus:21308124ca67d4e9,campus:21308124ca67d4e9,observation_supports_campus,367,fractracker:367,campus identity evidence,9.6.2
campus:b6140bec0b6c6805,campus:b6140bec0b6c6805,campus:b6140bec0b6c6805,observation_supports_campus,368,fractracker:368,campus identity evidence,9.6.2
campus:123c679bfad20f9c,campus:123c679bfad20f9c,campus:123c679bfad20f9c,observation_supports_campus,369,fractracker:369,campus identity evidence,9.6.2
campus:5134b2ebdfa43ba7,campus:5134b2ebdfa43ba7,campus:5134b2ebdfa43ba7,observation_supports_campus,37,fractracker:37,campus identity evidence,9.6.2
campus:01b2c24465897aa1,campus:01b2c24465897aa1,campus:01b2c24465897aa1,observation_supports_campus,371,fractracker:371,campus identity evidence,9.6.2
campus:91d9e12b7b09707d,campus:91d9e12b7b09707d,campus:91d9e12b7b09707d,observation_supports_campus,373,fractracker:373,campus identity evidence,9.6.2
campus:9fb715d714896802,campus:9fb715d714896802,campus:9fb715d714896802,observation_supports_campus,377,fractracker:377,campus identity evidence,9.6.2
campus:a4de6ac809153292,campus:a4de6ac809153292,campus:a4de6ac809153292,observation_supports_campus,38,fractracker:38,campus identity evidence,9.6.2
campus:b4c5c4b3780298e7,campus:b4c5c4b3780298e7,campus:b4c5c4b3780298e7,observation_supports_campus,380,fractracker:380,campus identity evidence,9.6.2
campus:25c306faeb8e0f10,campus:25c306faeb8e0f10,campus:25c306faeb8e0f10,observation_supports_campus,381,fractracker:381,campus identity evidence,9.6.2
campus:bd79e1f192213f6c,campus:bd79e1f192213f6c,campus:bd79e1f192213f6c,observation_supports_campus,385,fractracker:385,campus identity evidence,9.6.2
campus:070d2b1fee65a146,campus:070d2b1fee65a146,campus:070d2b1fee65a146,observation_supports_campus,386,fractracker:386,campus identity evidence,9.6.2
campus:54057a9d13a75eaf,campus:54057a9d13a75eaf,campus:54057a9d13a75eaf,observation_supports_campus,387,fractracker:387,campus identity evidence,9.6.2
campus:336920719f3f4339,campus:336920719f3f4339,campus:336920719f3f4339,observation_supports_campus,388,fractracker:388,campus identity evidence,9.6.2
campus:4791468ccfce81fd,campus:4791468ccfce81fd,campus:4791468ccfce81fd,observation_supports_campus,390,fractracker:390,campus identity evidence,9.6.2
campus:dca85dbea185fa5d,campus:dca85dbea185fa5d,campus:dca85dbea185fa5d,observation_supports_campus,392,fractracker:392,campus identity evidence,9.6.2
campus:aaa28e2b6b7f1483,campus:aaa28e2b6b7f1483,campus:aaa28e2b6b7f1483,observation_supports_campus,398,fractracker:398,campus identity evidence,9.6.2
campus:41253184e291d92c,campus:41253184e291d92c,campus:41253184e291d92c,observation_supports_campus,4,fractracker:4,campus identity evidence,9.6.2
campus:f55e533742c5fd4d,campus:f55e533742c5fd4d,campus:f55e533742c5fd4d,observation_supports_campus,400,fractracker:400,campus identity evidence,9.6.2
campus:dd956b5e60e9060b,campus:dd956b5e60e9060b,campus:dd956b5e60e9060b,observation_supports_campus,401,fractracker:401,campus identity evidence,9.6.2
campus:f74c03557678b916,campus:f74c03557678b916,campus:f74c03557678b916,observation_supports_campus,403,fractracker:403,campus identity evidence,9.6.2
campus:b179046a0c5a515d,campus:b179046a0c5a515d,campus:b179046a0c5a515d,observation_supports_campus,405,fractracker:405,campus identity evidence,9.6.2
campus:63fe9522130412ae,campus:63fe9522130412ae,campus:63fe9522130412ae,observation_supports_campus,407,fractracker:407,campus identity evidence,9.6.2
campus:1b0ca8ea9e81982e,campus:1b0ca8ea9e81982e,campus:1b0ca8ea9e81982e,observation_supports_campus,415,fractracker:415,campus identity evidence,9.6.2
campus:ea299f3620f37f58,campus:ea299f3620f37f58,campus:ea299f3620f37f58,observation_supports_campus,417,fractracker:417,campus identity evidence,9.6.2
campus:9aebf3ded827c4c6,campus:9aebf3ded827c4c6,campus:9aebf3ded827c4c6,observation_supports_campus,419,fractracker:419,campus identity evidence,9.6.2
campus:3f56665d3ff61bd8,campus:3f56665d3ff61bd8,campus:3f56665d3ff61bd8,observation_supports_campus,420,fractracker:420,campus identity evidence,9.6.2
campus:2df7dbbf86284d07,campus:2df7dbbf86284d07,campus:2df7dbbf86284d07,observation_supports_campus,421,fractracker:421,campus identity evidence,9.6.2
campus:7ce9f0cef5e2dcc6,campus:7ce9f0cef5e2dcc6,campus:7ce9f0cef5e2dcc6,observation_supports_campus,424,fractracker:424,campus identity evidence,9.6.2
campus:a36b127dc425d164,campus:a36b127dc425d164,campus:a36b127dc425d164,observation_supports_campus,425,fractracker:425,campus identity evidence,9.6.2
campus:c67fc2d1faf6b31e,campus:c67fc2d1faf6b31e,campus:c67fc2d1faf6b31e,observation_supports_campus,426,fractracker:426,campus identity evidence,9.6.2
campus:197195659c3df77c,campus:197195659c3df77c,campus:197195659c3df77c,observation_supports_campus,427,fractracker:427,campus identity evidence,9.6.2
campus:b3033866a17a4b53,campus:b3033866a17a4b53,campus:b3033866a17a4b53,observation_supports_campus,429,fractracker:429,campus identity evidence,9.6.2
campus:4279f75a8c4982cf,campus:4279f75a8c4982cf,campus:4279f75a8c4982cf,observation_supports_campus,430,fractracker:430,campus identity evidence,9.6.2
campus:afe2623139796e78,campus:afe2623139796e78,campus:afe2623139796e78,observation_supports_campus,433,fractracker:433,campus identity evidence,9.6.2
campus:3427b046ad8fe146,campus:3427b046ad8fe146,campus:3427b046ad8fe146,observation_supports_campus,436,fractracker:436,campus identity evidence,9.6.2
campus:a2a99f8297594cb5,campus:a2a99f8297594cb5,campus:a2a99f8297594cb5,observation_supports_campus,447,fractracker:447,campus identity evidence,9.6.2
campus:d81f577565c3b961,campus:d81f577565c3b961,campus:d81f577565c3b961,observation_supports_campus,456,fractracker:456,campus identity evidence,9.6.2
campus:9aae1a14bb67e120,campus:9aae1a14bb67e120,campus:9aae1a14bb67e120,observation_supports_campus,458,fractracker:458,campus identity evidence,9.6.2
campus:8478c681c8a97de3,campus:8478c681c8a97de3,campus:8478c681c8a97de3,observation_supports_campus,465,fractracker:465,campus identity evidence,9.6.2
campus:28218c49c0f9970c,campus:28218c49c0f9970c,campus:28218c49c0f9970c,observation_supports_campus,467,fractracker:467,campus identity evidence,9.6.2
campus:8bd2060aee93e20a,campus:8bd2060aee93e20a,campus:8bd2060aee93e20a,observation_supports_campus,469,fractracker:469,campus identity evidence,9.6.2
campus:409d8880c51a7c37,campus:409d8880c51a7c37,campus:409d8880c51a7c37,observation_supports_campus,471,fractracker:471,campus identity evidence,9.6.2
campus:af59c2f398fbf7ac,campus:af59c2f398fbf7ac,campus:af59c2f398fbf7ac,observation_supports_campus,472,fractracker:472,campus identity evidence,9.6.2
campus:ff7ec0397ea427de,campus:ff7ec0397ea427de,campus:ff7ec0397ea427de,observation_supports_campus,474,fractracker:474,campus identity evidence,9.6.2
campus:6eca80ebe8d1caac,campus:6eca80ebe8d1caac,campus:6eca80ebe8d1caac,observation_supports_campus,475,fractracker:475,campus identity evidence,9.6.2
campus:369b3ef3205978db,campus:369b3ef3205978db,campus:369b3ef3205978db,observation_supports_campus,476,fractracker:476,campus identity evidence,9.6.2
campus:02248773dc4c98de,campus:02248773dc4c98de,campus:02248773dc4c98de,observation_supports_campus,477,fractracker:477,campus identity evidence,9.6.2
campus:c8be63da69814a05,campus:c8be63da69814a05,campus:c8be63da69814a05,observation_supports_campus,480,fractracker:480,campus identity evidence,9.6.2
campus:fedf43c4b1b402c6,campus:fedf43c4b1b402c6,campus:fedf43c4b1b402c6,observation_supports_campus,481,fractracker:481,campus identity evidence,9.6.2
campus:d7f87bcf150792f4,campus:d7f87bcf150792f4,campus:d7f87bcf150792f4,observation_supports_campus,482,fractracker:482,campus identity evidence,9.6.2
campus:f2cbfd32618f85c5,campus:f2cbfd32618f85c5,campus:f2cbfd32618f85c5,observation_supports_campus,489,fractracker:489,campus identity evidence,9.6.2
campus:545a18cea311b25b,campus:545a18cea311b25b,campus:545a18cea311b25b,observation_supports_campus,49,fractracker:49,campus identity evidence,9.6.2
campus:d5ed400ccaad9e18,campus:d5ed400ccaad9e18,campus:d5ed400ccaad9e18,observation_supports_campus,492,fractracker:492,campus identity evidence,9.6.2
campus:a66d4da7d7a0c406,campus:a66d4da7d7a0c406,campus:a66d4da7d7a0c406,observation_supports_campus,493,fractracker:493,campus identity evidence,9.6.2
campus:ed18626293253343,campus:ed18626293253343,campus:ed18626293253343,observation_supports_campus,496,fractracker:496,campus identity evidence,9.6.2
campus:7bd3b441310cfc92,campus:7bd3b441310cfc92,campus:7bd3b441310cfc92,observation_supports_campus,498,fractracker:498,campus identity evidence,9.6.2
campus:38620e6f073ba242,campus:38620e6f073ba242,campus:38620e6f073ba242,observation_supports_campus,499,fractracker:499,campus identity evidence,9.6.2
campus:0171611e227420b0,campus:0171611e227420b0,campus:0171611e227420b0,observation_supports_campus,505,fractracker:505,campus identity evidence,9.6.2
campus:6e28471e516bf73f,campus:6e28471e516bf73f,campus:6e28471e516bf73f,observation_supports_campus,511,fractracker:511,campus identity evidence,9.6.2
campus:0ea324b0658b8399,campus:0ea324b0658b8399,campus:0ea324b0658b8399,observation_supports_campus,514,fractracker:514,campus identity evidence,9.6.2
campus:14771e84a07a4f0d,campus:14771e84a07a4f0d,campus:14771e84a07a4f0d,observation_supports_campus,517,fractracker:517,campus identity evidence,9.6.2
campus:6bc40d76d4890a7d,campus:6bc40d76d4890a7d,campus:6bc40d76d4890a7d,observation_supports_campus,533,fractracker:533,campus identity evidence,9.6.2
campus:18af94c6ff231681,campus:18af94c6ff231681,campus:18af94c6ff231681,observation_supports_campus,535,fractracker:535,campus identity evidence,9.6.2
campus:a5ae8f3f75267ed2,campus:a5ae8f3f75267ed2,campus:a5ae8f3f75267ed2,observation_supports_campus,538,fractracker:538,campus identity evidence,9.6.2
campus:171e6293dece548a,campus:171e6293dece548a,campus:171e6293dece548a,observation_supports_campus,539,fractracker:539,campus identity evidence,9.6.2
building:89bb08605ad4bbe6,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:3a5e7dfc24ac8a8e,im3:3a5e7dfc24ac8a8e,source-native building observation,9.6.2
building:c51496fe0832f22b,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:54572ec157e7c88b,im3:54572ec157e7c88b,source-native building observation,9.6.2
building:a33a07a9f7b7210e,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:727570677ccc96ae,im3:727570677ccc96ae,source-native building observation,9.6.2
building:aadee87445ea61ed,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:88f10596c2dfc3ea,im3:88f10596c2dfc3ea,source-native building observation,9.6.2
building:56b27a08fe064506,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:94f70ea985eb9621,im3:94f70ea985eb9621,source-native building observation,9.6.2
building:71e8c80a342ee1c3,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:abc509659257b13b,im3:abc509659257b13b,source-native building observation,9.6.2
building:eb30ba72d46451ec,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:ca671e451f2d815b,im3:ca671e451f2d815b,source-native building observation,9.6.2
building:7a56639524194828,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:e817ed9d0fa6003d,im3:e817ed9d0fa6003d,source-native building observation,9.6.2
building:a12e86e0970b5ad8,campus:83bed7c78750a500,campus:83bed7c78750a500,building_in_campus,im3-source:ff05ee6729720032,im3:ff05ee6729720032,source-native building observation,9.6.2
campus:83bed7c78750a500,campus:83bed7c78750a500,campus:83bed7c78750a500,observation_supports_campus,54,fractracker:54,campus identity evidence,9.6.2
campus:b31556a43b63da68,campus:b31556a43b63da68,campus:b31556a43b63da68,observation_supports_campus,541,fractracker:541,campus identity evidence,9.6.2
campus:57ad98ac0935b47a,campus:57ad98ac0935b47a,campus:57ad98ac0935b47a,observation_supports_campus,542,fractracker:542,campus identity evidence,9.6.2
campus:8cd0f8c28628235b,campus:8cd0f8c28628235b,campus:8cd0f8c28628235b,observation_supports_campus,544,fractracker:544,campus identity evidence,9.6.2
campus:b2ce604bc23a0701,campus:b2ce604bc23a0701,campus:b2ce604bc23a0701,observation_supports_campus,545,fractracker:545,campus identity evidence,9.6.2
campus:b2ce604bc23a0701,campus:b2ce604bc23a0701,campus:b2ce604bc23a0701,observation_supports_campus,google-pryor-creek-ok,gigawatt:google-pryor-creek-ok,campus identity evidence,9.6.2
campus:60195863c0b4f54f,campus:60195863c0b4f54f,campus:60195863c0b4f54f,observation_supports_campus,546,fractracker:546,campus identity evidence,9.6.2
campus:aa32f78011005fb3,campus:aa32f78011005fb3,campus:aa32f78011005fb3,observation_supports_campus,549,fractracker:549,campus identity evidence,9.6.2
campus:5bb58d7f69a66b0e,campus:5bb58d7f69a66b0e,campus:5bb58d7f69a66b0e,observation_supports_campus,550,fractracker:550,campus identity evidence,9.6.2
campus:6c602d04e79cdc6d,campus:6c602d04e79cdc6d,campus:6c602d04e79cdc6d,observation_supports_campus,551,fractracker:551,campus identity evidence,9.6.2
campus:0af0aaaba0c2465c,campus:0af0aaaba0c2465c,campus:0af0aaaba0c2465c,observation_supports_campus,555,fractracker:555,campus identity evidence,9.6.2
campus:742cbdd7b90645f8,campus:742cbdd7b90645f8,campus:742cbdd7b90645f8,observation_supports_campus,556,fractracker:556,campus identity evidence,9.6.2
campus:c7649465d94a15c2,campus:c7649465d94a15c2,campus:c7649465d94a15c2,observation_supports_campus,557,fractracker:557,campus identity evidence,9.6.2
campus:86f00d9d80c49e03,campus:86f00d9d80c49e03,campus:86f00d9d80c49e03,observation_supports_campus,569,fractracker:569,campus identity evidence,9.6.2
campus:07a87e833eae2d7d,campus:07a87e833eae2d7d,campus:07a87e833eae2d7d,observation_supports_campus,570,fractracker:570,campus identity evidence,9.6.2
campus:cf528cc04904e6e9,campus:cf528cc04904e6e9,campus:cf528cc04904e6e9,observation_supports_campus,572,fractracker:572,campus identity evidence,9.6.2
campus:885d2c319891091e,campus:885d2c319891091e,campus:885d2c319891091e,observation_supports_campus,573,fractracker:573,campus identity evidence,9.6.2
campus:c29f0d37ba9d543c,campus:c29f0d37ba9d543c,campus:c29f0d37ba9d543c,observation_supports_campus,575,fractracker:575,campus identity evidence,9.6.2
campus:5f7b830bf03474fc,campus:5f7b830bf03474fc,campus:5f7b830bf03474fc,observation_supports_campus,578,fractracker:578,campus identity evidence,9.6.2
campus:7c7ff3efa0f299f3,campus:7c7ff3efa0f299f3,campus:7c7ff3efa0f299f3,observation_supports_campus,579,fractracker:579,campus identity evidence,9.6.2
campus:34ffd0255bdef1b4,campus:34ffd0255bdef1b4,campus:34ffd0255bdef1b4,observation_supports_campus,58,fractracker:58,campus identity evidence,9.6.2
campus:80545854156fd5a6,campus:80545854156fd5a6,campus:80545854156fd5a6,observation_supports_campus,581,fractracker:581,campus identity evidence,9.6.2
campus:6591e1844853c247,campus:6591e1844853c247,campus:6591e1844853c247,observation_supports_campus,583,fractracker:583,campus identity evidence,9.6.2
campus:48f1b134ff9d7c53,campus:48f1b134ff9d7c53,campus:48f1b134ff9d7c53,observation_supports_campus,585,fractracker:585,campus identity evidence,9.6.2
campus:156a7bb3b6f9e183,campus:156a7bb3b6f9e183,campus:156a7bb3b6f9e183,observation_supports_campus,586,fractracker:586,campus identity evidence,9.6.2
campus:fc3c4ec323dcbf9a,campus:fc3c4ec323dcbf9a,campus:fc3c4ec323dcbf9a,observation_supports_campus,588,fractracker:588,campus identity evidence,9.6.2
campus:8386cb3bc16197bd,campus:8386cb3bc16197bd,campus:8386cb3bc16197bd,observation_supports_campus,589,fractracker:589,campus identity evidence,9.6.2
