Observation ID,Source Record ID,Source,Source Class,Observation Level,Name,Operator,Owner,Developer,Occupant,Address,City,State,County,ZIP Code,Latitude,Longitude,Location Precision,Purpose,Status,Status Detail,Status Date,Expected Service Date,Square Feet,Facility Count,Building Count,Property Size Acres,Project Cost,Raw Capacity Text,Published Capacity Estimate Low MW,Published Capacity Estimate MW,Published Capacity Estimate High MW,Capacity Estimate Basis,Planned Data Center Capacity MW,Contracted Utility Capacity MW,Energized Capacity MW,Annual Electricity Consumption MWh,Planned Onsite Generation MW,Power Source,Dedicated Power Plant,Generator Count,Utility,Balancing Authority,Watershed,Water Withdrawal Gallons/Year,Water Consumption Gallons/Year,Site WUE L/kWh,Cooling System,Water Source,Water Permit or Utility Record,Reclaimed Water Use,Water Evidence Scope,Water Evidence Grade,Water Evidence Type,Water Evidence Source,Water Evidence URL,Water Evidence Date,Community Response,Evidence Grade,Evidence Type,Inventory Confidence,Source URL,Upstream Source URL,Source Date,Source Updated Date,Notes,Resolution Reason
gigawatt:osm-way-1446350367,osm-way-1446350367,Gigawatt Map retained export,Observed footprint,building,NTT Chicago CH3,ntt,,ntt,,,,IL,,,41.986914,-88.008004,Published point,,Observed footprint,,,,,,,,,,3.15,4.19,5.24,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1446350370,osm-way-1446350370,Gigawatt Map retained export,Observed footprint,building,NTT Chicago CH4,ntt,,ntt,,,,IL,,,41.989095,-88.004765,Published point,,Observed footprint,,,,,,,,,,3.8,5.07,6.33,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1455361421,osm-way-1455361421,Gigawatt Map retained export,Observed footprint,building,IONIC Digital Cedarvale,,,,,,,TX,Ward County,,31.513474,-103.448621,Published point,,Observed footprint,,,,,,,,,,83.96,111.95,139.93,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,U.S. jurisdiction reconciled from co-located IM3 geometry.,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1456953254,osm-way-1456953254,Gigawatt Map retained export,Observed footprint,building,East Kentucky Network Datacenter,,,,,,,KY,,,37.600177,-82.678763,Published point,,Observed footprint,,,,,,,,,,0.58,0.78,0.97,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1460847458,osm-way-1460847458,Gigawatt Map retained export,Observed footprint,building,EdgeCore Silicon Valley,,,,,,,CA,Santa Clara County,,37.383718,-121.965388,Published point,,Observed footprint,,,,,,,,,,3.02,4.02,5.03,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,U.S. jurisdiction reconciled from co-located IM3 geometry.,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1460855151,osm-way-1460855151,Gigawatt Map retained export,Observed footprint,building,STACK SVY02,stack,,stack,,,,CA,Santa Clara County,,37.361932,-121.953744,Published point,,Observed footprint,,,,,,,,,,5.1,6.8,8.51,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,U.S. jurisdiction reconciled from co-located IM3 geometry.,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1460861317,osm-way-1460861317,Gigawatt Map retained export,Observed footprint,building,Amazon AWS SAT - 12807 Donop,amazon,,amazon,,,,TX,Bexar County,,29.293005,-98.391625,Published point,,Observed footprint,,,,,,,,,,4.14,5.52,6.9,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,U.S. jurisdiction reconciled from co-located IM3 geometry.,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1481581947,osm-way-1481581947,Gigawatt Map retained export,Observed footprint,building,CyrusOne CHI3,cyrusone,,cyrusone,,,,IL,,,41.802878,-88.246755,Published point,,Observed footprint,,,,,,,,,,7.98,10.64,13.3,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1486780799,osm-way-1486780799,Gigawatt Map retained export,Observed footprint,building,Aligned Data Centers,aligned,,aligned,,,,TX,,,33.006006,-96.657094,Published point,,Observed footprint,,,,,,,,,,8.08,10.78,13.47,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1493516623,osm-way-1493516623,Gigawatt Map retained export,Observed footprint,building,RIC2 DC1,,,,,,,VA,,,37.488173,-77.240062,Published point,,Observed footprint,,,,,,,,,,9.6,12.81,16.01,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1493516624,osm-way-1493516624,Gigawatt Map retained export,Observed footprint,building,RIC2 DC2,,,,,,,VA,,,37.487092,-77.240983,Published point,,Observed footprint,,,,,,,,,,9.51,12.69,15.86,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
gigawatt:osm-way-1493516625,osm-way-1493516625,Gigawatt Map retained export,Observed footprint,building,RIC2 DC3,,,,,,,VA,,,37.486065,-77.241891,Published point,,Observed footprint,,,,,,,,,,9.51,12.69,15.86,estimate,,,,,,,,,,,,,,,,,,,,,,,,,,D,Open geospatial inventory,osm_only,https://gigawattmap.com/data,,,,,Insufficient evidence to establish or attach a distinct campus
