Observation ID,Source Record ID,Source,Source Class,Observation Level,Name,Operator,Owner,Developer,Occupant,Address,City,State,County,ZIP Code,Latitude,Longitude,Location Precision,Purpose,Status,Status Detail,Status Date,Expected Service Date,Square Feet,Facility Count,Building Count,Property Size Acres,Project Cost,Raw Capacity Text,Published Capacity Estimate Low MW,Published Capacity Estimate MW,Published Capacity Estimate High MW,Capacity Estimate Basis,Planned Data Center Capacity MW,Contracted Utility Capacity MW,Energized Capacity MW,Annual Electricity Consumption MWh,Planned Onsite Generation MW,Power Source,Dedicated Power Plant,Generator Count,Utility,Balancing Authority,Watershed,Water Withdrawal Gallons/Year,Water Consumption Gallons/Year,Site WUE L/kWh,Cooling System,Water Source,Water Permit or Utility Record,Reclaimed Water Use,Water Evidence Scope,Water Evidence Grade,Water Evidence Type,Water Evidence Source,Water Evidence URL,Water Evidence Date,Community Response,Evidence Grade,Evidence Type,Inventory Confidence,Source URL,Upstream Source URL,Source Date,Source Updated Date,Notes,Resolution Reason
im3:12d62b79a51a6215,im3-source:12d62b79a51a6215,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OR,Umatilla County,,45.91570984742483,-119.269980567306,Mapped centroid,,Observed footprint,,,,15313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:140788383b5885d8,im3-source:140788383b5885d8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Evocative Santa Clara SJC11,,,,,,,CA,Santa Clara County,,37.389539602194105,-121.96194604419048,Mapped centroid,,Observed footprint,,,,51418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:142d19faaabea4b0,im3-source:142d19faaabea4b0,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,NY,Westchester County,,40.95126975000002,-73.897901,Mapped centroid,,Observed footprint,,,,13426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1436a4490202b283,im3-source:1436a4490202b283,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,,Ntirety,,,,,,CA,San Francisco County,,37.7796531,-122.3940005,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:144a4788cc6b702a,im3-source:144a4788cc6b702a,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,505 Marquette,,,,,,,NM,Bernalillo County,,35.088628899999954,-106.6526456,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:147a847e4d7c170e,im3-source:147a847e4d7c170e,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Golds Gym Ashburn,,,,,,,VA,Loudoun County,,39.0156014811311,-77.48327064033296,Mapped centroid,,Observed footprint,,,,54700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1530a67276e4edb0,im3-source:1530a67276e4edb0,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,WI,Columbia County,,43.63833310937913,-89.72140293849596,Mapped centroid,,Observed footprint,,,,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:15842083239be537,im3-source:15842083239be537,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OR,Crook County,,44.293683167861154,-120.88151891607475,Mapped centroid,,Observed footprint,,,,328376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:15c1fb9e94f3d99d,im3-source:15c1fb9e94f3d99d,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,U.S. Bank National Data Process Center,,,,,,,KS,Johnson County,,38.935643098157065,-94.86447122633945,Mapped centroid,,Observed footprint,,,,162098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:15d77db164ac81ed,im3-source:15d77db164ac81ed,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Lowe's Data Center,Lowe's,,,,,,TX,Bexar County,,29.472846040684956,-98.689546650965,Mapped centroid,,Observed footprint,,,,55066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:162a5f2df89e6dc4,im3-source:162a5f2df89e6dc4,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,Digital Realty New York JFK12,Digital Realty,,,,,,NY,New York County,,40.7176766,-74.0084414,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:162c8d5b8aa4393f,im3-source:162c8d5b8aa4393f,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD103,Amazon Web Services,,,,,,VA,Prince William County,,38.73698426684808,-77.50407511238193,Mapped centroid,,Observed footprint,,,,141914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:16ba37119fb9114b,im3-source:16ba37119fb9114b,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,NV,Storey County,,39.511519575508416,-119.48330528858908,Mapped centroid,,Observed footprint,,,,390893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:16bc8c5b2f0476cc,im3-source:16bc8c5b2f0476cc,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,VA,Loudoun County,,39.00044576553985,-77.46077416515482,Mapped centroid,,Observed footprint,,,,128835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:16e2aae9ebc4543c,im3-source:16e2aae9ebc4543c,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD73,Amazon Web Services,,,,,,VA,Prince William County,,38.77797945924004,-77.5590992088697,Mapped centroid,,Observed footprint,,,,146162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:171c95ce0dc756b0,im3-source:171c95ce0dc756b0,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD57,Amazon Web Services,,,,,,VA,Loudoun County,,38.98699723244337,-77.44263837706713,Mapped centroid,,Observed footprint,,,,116533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1787fea2f0a2b332,im3-source:1787fea2f0a2b332,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,E-Foam,,,,,,,FL,Orange County,,28.577943298691853,-81.56454528550917,Mapped centroid,,Observed footprint,,,,8403.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:17d39e62e2c221c4,im3-source:17d39e62e2c221c4,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,OptimumHQ,,,,,,,AZ,Maricopa County,,33.38041490000001,-111.7526684,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1848217502797f21,im3-source:1848217502797f21,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,NTT Ashburn VA8 Data Centre,NTT,,,,,,VA,Loudoun County,,39.02019007620964,-77.4755312625733,Mapped centroid,,Observed footprint,,,,111241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1872b3ac6da10c30,im3-source:1872b3ac6da10c30,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Iron Mountain VA-3,,,,,,,VA,Prince William County,,38.77550687499448,-77.54520013834919,Mapped centroid,,Observed footprint,,,,181174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1877356ef84bb285,im3-source:1877356ef84bb285,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon IAD58,Amazon Web Services,,,,,,VA,Loudoun County,,38.98627873807177,-77.44184181605571,Mapped centroid,,Observed footprint,,,,136770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:18887c7031b2fb23,im3-source:18887c7031b2fb23,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Myndshift Technologies,,,,,,,AZ,Maricopa County,,33.475420822647074,-111.7191651503316,Mapped centroid,,Observed footprint,,,,21279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:18b4dd419a89bdbd,im3-source:18b4dd419a89bdbd,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Serverfarm - LAX1,Serverfarm LLC.,,,,,,CA,Los Angeles County,,33.92174167489914,-118.38643608713512,Mapped centroid,,Observed footprint,,,,119102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:18cec6597b0cd07f,im3-source:18cec6597b0cd07f,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Data Foundry Austin 1 Data Center,,,,,,,TX,Travis County,,30.215503974671623,-97.69607393336436,Mapped centroid,,Observed footprint,,,,50461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:18ddc7883a8bc232,im3-source:18ddc7883a8bc232,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Windbreak Cable,,,,,,,WY,Laramie County,,41.1826012,-104.0684983,Mapped centroid,,Observed footprint,,,,1114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:18df92734c235e81,im3-source:18df92734c235e81,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Lumen Santa Clara,Lumen Technologies,,,,,,CA,Santa Clara County,,37.37700481452383,-121.95208193309932,Mapped centroid,,Observed footprint,,,,25424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:19808f14b0bdb9a0,im3-source:19808f14b0bdb9a0,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,One Wilshire,,,,,,,CA,Los Angeles County,,34.04789230530142,-118.25554585101752,Mapped centroid,,Observed footprint,,,,43850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:19c047e8260d8923,im3-source:19c047e8260d8923,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,DataBank McLean IAD2,DataBank,,,,,,VA,Fairfax County,,38.919905149999984,-77.213585,Mapped centroid,,Observed footprint,,,,22957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:19cc509ea1768036,im3-source:19cc509ea1768036,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Amazon AWS SAT - 12807 Donop,Amazon Web Services,,,,,,TX,Bexar County,,29.293005175209135,-98.39162546806104,Mapped centroid,,Observed footprint,,,,110391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:19f5d632081dc527,im3-source:19f5d632081dc527,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Centersquare IAD1-B,Centersquare,,,,,,VA,Loudoun County,,39.023907303402744,-77.41518976104278,Mapped centroid,,Observed footprint,,,,79070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1a88dffea6cf8841,im3-source:1a88dffea6cf8841,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Rackspace Richardson DFW3,Rackspace,,,,,,TX,Dallas County,,32.96478869151845,-96.7158766212004,Mapped centroid,,Observed footprint,,,,112950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1aafa3a94576588e,im3-source:1aafa3a94576588e,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Facebook Altoona Data Center 2,Meta,,,,,,IA,Polk County,,41.66553718515441,-93.5081704306947,Mapped centroid,,Observed footprint,,,,307370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1ad2620120609e36,im3-source:1ad2620120609e36,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,DataBank Piscataway EWR2,,,,,,,NJ,Middlesex County,,40.54921344799001,-74.45820961797183,Mapped centroid,,Observed footprint,,,,50646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1b917de35389e3a7,im3-source:1b917de35389e3a7,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,BNY Mellon Somerset,,,,,,,NJ,Somerset County,,40.536019651393616,-74.55340897124687,Mapped centroid,,Observed footprint,,,,121002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1bd114030f063cbe,im3-source:1bd114030f063cbe,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,CoreSite SV2,"CoreSite Real Estate 1656 McCarthy, L.P.",,,,,,CA,Santa Clara County,,37.4056831054311,-121.91624119411624,Mapped centroid,,Observed footprint,,,,89939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1c139f283a4eb2dd,im3-source:1c139f283a4eb2dd,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Turnkey Internet,,,,,,,NY,Albany County,,42.74544108831328,-73.7591995825907,Mapped centroid,,Observed footprint,,,,10465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1c2a692ff20cb0d8,im3-source:1c2a692ff20cb0d8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Iron Mountain VA-2,,,,,,,VA,Prince William County,,38.77724872292375,-77.54596523593627,Mapped centroid,,Observed footprint,,,,158664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1c99ce26c025040c,im3-source:1c99ce26c025040c,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Flexential Las Vegas - North,Flexential,,,,,,NV,Clark County,,36.2481647846883,-115.10126087462618,Mapped centroid,,Observed footprint,,,,110728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1ccd2a8a0131dac1,im3-source:1ccd2a8a0131dac1,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,NV,Washoe County,,39.56716047169781,-119.5443883654126,Mapped centroid,,Observed footprint,,,,88594.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1cdddbc2fcebf1e7,im3-source:1cdddbc2fcebf1e7,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,DataPro USA Web Development,,,,,,,AZ,Maricopa County,,33.61166239999997,-111.9139825,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1d0cdfc3d34f7fce,im3-source:1d0cdfc3d34f7fce,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,State of Montana Data Center,State of Montana,,,,,,MT,Custer County,,46.40689745773379,-105.82064474457157,Mapped centroid,,Observed footprint,,,,8493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1d1c7f57ffe66895,im3-source:1d1c7f57ffe66895,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,VA,Fauquier County,,38.7372126321264,-77.82624892674158,Mapped centroid,,Observed footprint,,,,59703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1e384fc7614f10f8,im3-source:1e384fc7614f10f8,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,EAT12,,,,,,,WA,Chelan County,,47.357432990996365,-120.15954622674232,Mapped centroid,,Observed footprint,,,,248918.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1eeebaf1bd3b9fd3,im3-source:1eeebaf1bd3b9fd3,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,NC,Catawba County,,35.58801263645746,-81.2625268693149,Mapped centroid,,Observed footprint,,,,564402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1f1ab38bd24b9aa3,im3-source:1f1ab38bd24b9aa3,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Intergate Seattle West Building A,Sabey,,,,,,WA,King County,,47.49214782982027,-122.29331980893711,Mapped centroid,,Observed footprint,,,,38547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1f94a61ccd35f4cc,im3-source:1f94a61ccd35f4cc,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,Lumen,Lumen Technologies,,,,,,CA,Santa Clara County,,37.37758479553173,-121.9506820752741,Mapped centroid,,Observed footprint,,,,15840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:1f9e923963e15052,im3-source:1f9e923963e15052,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,TX,Harris County,,29.821506114084222,-95.57078462346948,Mapped centroid,,Observed footprint,,,,98195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:20b364767635172e,im3-source:20b364767635172e,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,site_point,NocRoom Miami IT Services,,,,,,,FL,Miami-Dade County,,25.646561700000035,-80.4234346,Mapped centroid,,Observed footprint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped point,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:20f59d97bf2cac19,im3-source:20f59d97bf2cac19,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,,,,,,,OH,Delaware County,,40.22452425311485,-83.04586008449152,Mapped centroid,,Observed footprint,,,,307645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
im3:210b162bb6a15f85,im3-source:210b162bb6a15f85,IM3 Open Source Data Center Atlas / OpenStreetMap,Observed footprint,building,,Apple,,,,,,OR,Crook County,,44.28941552470915,-120.87507749014196,Mapped centroid,,Observed footprint,,,,9228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Open geospatial inventory,mapped building,https://doi.org/10.57931/3017294,https://www.openstreetmap.org,,,IM3 geospatial observation. Identity grain is preserved by Observation Level.,Insufficient evidence to establish or attach a distinct campus
