Dataset,Geography Level,Geography,Metric,Value,Unit,Observation Date,Source,Source URL,Boundary
Project development records,State,Connecticut,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Connecticut,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Connecticut,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Connecticut,Proposed,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Connecticut,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Connecticut,Total,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Active Pipeline,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Proposed,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Delaware,Total,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Active Pipeline,6.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Approved or Under Construction,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Proposed,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Florida,Total,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Active Pipeline,81.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Approved or Under Construction,11.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Cancelled,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Operating,86.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Proposed,69.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Suspended,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Georgia,Total,174.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Active Pipeline,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Proposed,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Hawaii,Total,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Active Pipeline,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Proposed,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Idaho,Total,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Active Pipeline,22.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Approved or Under Construction,6.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Cancelled,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Operating,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Proposed,16.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Illinois,Total,30.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Active Pipeline,17.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Approved or Under Construction,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Cancelled,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Operating,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Proposed,13.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Suspended,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Indiana,Total,35.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Active Pipeline,12.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Approved or Under Construction,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Operating,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Proposed,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Iowa,Total,17.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Active Pipeline,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Cancelled,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Proposed,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kansas,Total,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Active Pipeline,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Approved or Under Construction,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Cancelled,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Expanding,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Operating,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Proposed,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Kentucky,Total,11.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Active Pipeline,6.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Approved or Under Construction,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Operating,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Proposed,4.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Louisiana,Total,7.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Active Pipeline,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Cancelled,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Operating,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Proposed,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maine,Total,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Active Pipeline,9.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Approved or Under Construction,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Expanding,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Operating,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Proposed,8.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Suspended,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Maryland,Total,13.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Active Pipeline,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Approved or Under Construction,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Cancelled,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Operating,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Proposed,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Suspended,0.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Massachusetts,Total,5.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Michigan,Active Pipeline,13.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Michigan,Approved or Under Construction,3.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Michigan,Cancelled,2.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Michigan,Expanding,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
Project development records,State,Michigan,Operating,1.0,facilities/projects,2026-03-26,FracTracker Alliance U.S. Data Centers Tracker,https://fractracker.org/2026/04/open-u-s-data-centers-tracker/,State snapshot predates the national June update and should be interpreted on its own date.
