Data Center Construction,Private Nonresidential Construction,"Computer, Electronic & Electrical Manufacturing Construction",Private Manufacturing Construction,Electric Power Construction,Communication Construction,Observation Date,Public Highway and Street Construction,Public Transportation Construction,Public Water Supply Construction
32271.0,789040.0,123657.0,242393.0,122281.0,26960.0,2024-05-01,146608.0,46444.0,31378.0
35304.0,799022.0,126353.0,247995.0,122184.0,26909.0,2024-06-01,140978.0,46549.0,30775.0
36124.0,796738.0,125630.0,247030.0,122190.0,26950.0,2024-07-01,145757.0,47123.0,33096.0
36668.0,802435.0,123318.0,248760.0,124905.0,26929.0,2024-08-01,148870.0,46350.0,33132.0
37576.0,802283.0,124758.0,249116.0,125101.0,26948.0,2024-09-01,147859.0,46899.0,33919.0
40048.0,797492.0,117978.0,245317.0,125574.0,27017.0,2024-10-01,150594.0,47541.0,34632.0
40951.0,807746.0,120506.0,248954.0,127112.0,27074.0,2024-11-01,149293.0,47372.0,34275.0
44703.0,804706.0,115912.0,240906.0,126113.0,27230.0,2024-12-01,146443.0,47792.0,33735.0
45341.0,803294.0,115494.0,236433.0,126559.0,27246.0,2025-01-01,146879.0,49256.0,33828.0
46409.0,805729.0,113692.0,236203.0,126304.0,27292.0,2025-02-01,147793.0,48709.0,32874.0
46593.0,795337.0,109301.0,226015.0,127470.0,27313.0,2025-03-01,149855.0,49927.0,34294.0
52818.0,806145.0,107194.0,226249.0,127367.0,27392.0,2025-04-01,149930.0,49833.0,34714.0
48210.0,790988.0,104774.0,222469.0,127700.0,27512.0,2025-05-01,146273.0,50681.0,33993.0
46850.0,782127.0,99493.0,218322.0,127439.0,27516.0,2025-06-01,146437.0,50842.0,33840.0
47810.0,781119.0,96684.0,214353.0,127739.0,27555.0,2025-07-01,143832.0,50826.0,34678.0
49052.0,780447.0,95374.0,209798.0,127430.0,27556.0,2025-08-01,144279.0,50871.0,34844.0
50700.0,773148.0,90222.0,203744.0,128827.0,27614.0,2025-09-01,144111.0,52195.0,35898.0
54260.0,776782.0,84387.0,201570.0,128630.0,27653.0,2025-10-01,142743.0,53331.0,36473.0
53043.0,764064.0,78014.0,194125.0,129641.0,27604.0,2025-11-01,145231.0,53901.0,35281.0
55461.0,750768.0,70760.0,180751.0,130835.0,27803.0,2025-12-01,147446.0,52939.0,34030.0
56211.0,748601.0,66997.0,183241.0,129880.0,27854.0,2026-01-01,148445.0,51166.0,33823.0
57361.0,747319.0,64071.0,180864.0,130678.0,27975.0,2026-02-01,148792.0,51478.0,34205.0
58121.0,745125.0,61393.0,178488.0,130963.0,28044.0,2026-03-01,148756.0,51704.0,34019.0
58977.0,741325.0,58954.0,175902.0,130979.0,28180.0,2026-04-01,149630.0,52279.0,34204.0
59307.0,738734.0,57021.0,173616.0,130844.0,28337.0,2026-05-01,150557.0,52180.0,34311.0
