Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,Net Summer Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Pipeline Type,Technology Group,Date
2026,1.0,9187.0,City of Idaho Falls - (ID),Electric Utility,IFP Peaking Plant,ID,68021.0,IFPP3,2.5,Natural Gas Internal Combustion Engine,NG,IC,Addition,Natural gas,2026-01-01
2026,1.0,9187.0,City of Idaho Falls - (ID),Electric Utility,IFP Peaking Plant,ID,68021.0,IFPP4,2.5,Natural Gas Internal Combustion Engine,NG,IC,Addition,Natural gas,2026-01-01
2026,1.0,9187.0,City of Idaho Falls - (ID),Electric Utility,IFP Peaking Plant,ID,68021.0,IFPP5,2.5,Natural Gas Internal Combustion Engine,NG,IC,Addition,Natural gas,2026-01-01
2026,1.0,9187.0,City of Idaho Falls - (ID),Electric Utility,IFP Peaking Plant,ID,68021.0,IFPP6,2.5,Natural Gas Internal Combustion Engine,NG,IC,Addition,Natural gas,2026-01-01
2026,1.0,9187.0,City of Idaho Falls - (ID),Electric Utility,IFP Peaking Plant,ID,68021.0,IFPP7,2.5,Natural Gas Internal Combustion Engine,NG,IC,Addition,Natural gas,2026-01-01
2026,1.0,10152.0,City of Kennett - (MO),Electric Utility,Kennett Solar,MO,68286.0,KSPV1,4.9,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,20180.0,City of Waterloo - (IL),Electric Utility,Waterloo,IL,971.0,14,7.5,Natural Gas Fired Combustion Turbine,NG,GT,Addition,Natural gas,2026-01-01
2026,1.0,60232.0,Clenera LLC,IPP,Roadrunner Solar and BESS,AZ,67823.0,RRBES,235.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,66366.0,"Compadre Solar, LLC",IPP,Compadre Solar,TX,67765.0,5191,150.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,4254.0,Consumers Energy Co - (MI),Electric Utility,Muskegon Solar,MI,65572.0,MSP,250.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,67346.0,"Cottonwood Bayou Storage, LLC",IPP,Cottonwood Bayou Storage,TX,69251.0,CTWST,150.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,11241.0,Entergy Louisiana LLC,Electric Utility,Sterlington Solar,LA,66681.0,STS,49.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Big Brook,FL,68820.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Boardwalk,FL,65885.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Flatford,FL,68822.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Goldenrod,FL,68823.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Mallard,FL,68817.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Mare Branch,FL,65905.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Price Creek,FL,65887.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,6452.0,Florida Power & Light Co,Electric Utility,Swamp Cabbage,FL,68276.0,1,74.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,61194.0,Generate Capital,IPP,Chester,NY,69179.0,11154,5.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,61194.0,Generate Capital,IPP,KA361,IL,69201.0,11220,2.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65961.0,"Grimes County Solar Project, LLC",IPP,Grimes County Solar,TX,67046.0,GS1,210.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65076.0,"HEN Infrastructure, L.L.C.",IPP,Poteet,TX,67949.0,POTEB,9.9,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,67437.0,"Kelso 2 Solar, LLC",IPP,Kelso 2 Solar,MO,69321.0,KLSO2,149.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,50123.0,"Leeward Asset Management, LLC",IPP,Morrow Lake Solar,TX,66775.0,MLPV,200.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,61944.0,MN8 Energy LLC,IPP,Prairie Solar LLC,IL,64536.0,KOV4A,135.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65043.0,Madison Energy Investments LLC,IPP,WPR RE Holdings,CA,68436.0,22323,2.9,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,64433.0,Novel Bo Hu 1 Solar LLC,IPP,Novel Bo Hu 1 Solar (CSG),MN,65006.0,BOHU1,1.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,58764.0,"Origis Energy USA, Inc",IPP,Optimist,MS,68536.0,MS7_S,50.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,58764.0,"Origis Energy USA, Inc",IPP,Optimist,MS,68536.0,OEMS7,200.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,58764.0,"Origis Energy USA, Inc",IPP,Walker Springs I,AL,68670.0,OEALG,80.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,67483.0,"Petersburg Energy Center, LLC",IPP,Petersburg Energy Center,IN,69428.0,BA,250.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,67483.0,"Petersburg Energy Center, LLC",IPP,Petersburg Energy Center,IN,69428.0,PECPV,250.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65539.0,Pivot Energy,IPP,Pivot Solar 40,CO,69483.0,PS40,2.8,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,66087.0,Quail Ranch Solar and Battery Energy Storage System,IPP,Quail Ranch Solar and BESS,NM,67204.0,QRBES,100.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,67456.0,SMT Dallas III LLC,Commercial,SMT Dallas III BESS,TX,69367.0,SMTD3,10.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,16609.0,San Diego Gas & Electric Co,Electric Utility,Santee BESS,CA,67118.0,1,10.0,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,60531.0,Standard Solar,IPP,Pennsville Landfill (CSG),NJ,69525.0,PNSVL,4.3,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,60531.0,Standard Solar,IPP,Pluma - Reynolds (CSG),NM,69557.0,REYNO,5.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65112.0,"TotalEnergies Distributed Generation, LLC",Commercial,Shasta College PH2 Solar Project,CA,65940.0,SCSP1,1.3,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65112.0,"TotalEnergies Distributed Generation, LLC",Commercial,Shasta College PH2 Solar Project,CA,65940.0,SCSPB,0.5,Batteries,MWH,BA,Addition,Battery storage,2026-01-01
2026,1.0,67054.0,USS Beard Solar LLC,IPP,USS Beard Solar,IL,68757.0,USBRD,3.5,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,1.0,65173.0,United States Solar Corporation,IPP,USS Raptor Solar LLC,CO,69615.0,USRAP,5.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-01-01
2026,2.0,67549.0,38DN Asset Management LLC ,IPP,Moore Rd,NY,69625.0,MRPV,4.8,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,66825.0,"Blue Summit II Storage, LLC",IPP,Blue Summit II Storage,TX,68456.0,BSIIS,150.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,66363.0,Bypass BESS LLC,IPP,Bypass BESS,TX,67761.0,1,200.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,5416.0,"Duke Energy Carolinas, LLC",Electric Utility,Frieden,NC,69446.0,FRD1,3.5,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67388.0,Grenergy USA LLC,IPP,BESS La Feria,TX,69296.0,LFBA1,10.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67530.0,"Heritage Energy Holdings, LLC",Commercial,Lone Wolfe Phase One,TX,69580.0,LW1,1.1,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,9417.0,Interstate Power and Light Co,Electric Utility,Wever Solar (150MW),IA,67538.0,BESS1,99.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,66817.0,"KDC Solar Madera, LLC",IPP,Ardagh Solar,CA,68427.0,1,10.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,13781.0,Northern States Power Co - Minnesota,Electric Utility,Wheaton,WI,4014.0,WHT08,223.1,Natural Gas Fired Combustion Turbine,NG,GT,Addition,Natural gas,2026-02-01
2026,2.0,67494.0,On Energy Storage,IPP,Alamo Clean Energy Center (BESS),TX,69453.0,ALBA1,10.1,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67494.0,On Energy Storage,IPP,Fort Stockton Clean Energy Center (BESS),TX,69455.0,FSBA1,10.1,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67494.0,On Energy Storage,IPP,North Pecos Clean Energy Center (BESS),TX,69458.0,NPBA1,10.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,58764.0,"Origis Energy USA, Inc",IPP,Wheatland,IN,68534.0,OEIN1,150.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,67230.0,Platinum Energy Storage LLC,IPP,Platinum Storage,TX,69044.0,PLAT,300.0,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,65869.0,Prologis Logistics Services Incorporated,IPP,Gourmet Lane - SLNNJ480,NJ,69434.0,NN480,2.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,65869.0,Prologis Logistics Services Incorporated,IPP,IPC 16 - SLCVA516,CA,68795.0,CV516,1.7,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,65869.0,Prologis Logistics Services Incorporated,IPP,Stockton 6 - SLEBA202,CA,68796.0,EB202,1.1,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,65869.0,Prologis Logistics Services Incorporated,IPP,Tracy 18 - SLCVA418,CA,68794.0,BS418,1.5,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67272.0,"RPCA Solar 8, LLC",IPP,Althea Avenue Solar,CA,69137.0,ALP1,5.0,Solar Photovoltaic,SUN,PV,Addition,Solar,2026-02-01
2026,2.0,67399.0,Regis Gears Harris LLC,IPP,Regis Gears Harris,TX,69336.0,GEARS,9.9,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67403.0,Regis Hidden Valley LLC,IPP,Regis Hidden Valley,TX,69335.0,HIDD,9.9,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67404.0,Regis Laureles LLC,IPP,Regis Laureles,TX,69337.0,LAURE,9.9,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
2026,2.0,67406.0,Regis Lyssy LLC,IPP,Regis Lyssy,TX,69339.0,LYSSY,9.9,Batteries,MWH,BA,Addition,Battery storage,2026-02-01
