Pipeline Type,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Technology Group,Energy Source Code,Prime Mover Code,Expected Month,Expected Year,Status,Latitude,Longitude
Addition,67912,"Dry Land Prairie Energy Storage, LLC",70137.0,Dry Land Prairie Energy Storage,CO,Cheyenne,PSCO,IPP Non-CHP,DL250,250.0,250.0,250.0,Batteries,Battery storage,MWH,BA,12.0,2026.0,(T) Regulatory approvals received. Not under construction,38.99974,-102.4943
Addition,67929,"Weld Energy Storage, LLC",70188.0,Weld Energy Storage,CO,Weld,SWPP,IPP Non-CHP,WES01,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,12.0,2026.0,(L) Regulatory approvals pending. Not under construction,40.613467,-104.8467
Addition,67449,"East Point Energy, LLC",70234.0,"Reid Energy Center, LLC",VA,Prince William,PJM,IPP Non-CHP,REID,20.0,20.0,20.0,Batteries,Battery storage,MWH,BA,12.0,2026.0,(L) Regulatory approvals pending. Not under construction,38.729874,-77.59242
Addition,17833,City Utilities of Springfield - (MO),2161.0,James River Power Station,MO,Greene,SWPP,Electric Utility,BAT1,31.0,31.0,31.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.108611,-93.26194
Addition,17833,City Utilities of Springfield - (MO),7903.0,McCartney,MO,Greene,SWPP,Electric Utility,MGS3,48.9,47.4,47.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.248431,-93.17084
Addition,17833,City Utilities of Springfield - (MO),7903.0,McCartney,MO,Greene,SWPP,Electric Utility,MGS4,48.9,47.4,47.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.248431,-93.17084
Addition,17833,City Utilities of Springfield - (MO),7903.0,McCartney,MO,Greene,SWPP,Electric Utility,MGS5,48.9,47.4,47.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.248431,-93.17084
Addition,34691,Ormat Nevada Inc,61912.0,McGinness Hills 3,NV,Lander,NEVP,IPP Non-CHP,MHSOL,14.0,14.0,7.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(T) Regulatory approvals received. Not under construction,39.5963,-116.8942
Addition,63793,Bear Branch Solar LLC,64168.0,Bear Branch Solar,NC,Stokes,DUK,IPP Non-CHP,GEN,34.5,34.5,34.5,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(V) Under construction, more than 50 percent complete",36.340427,-80.12974
Addition,63869,"SE Athos II, LLC",64290.0,"SE Athos II, LLC",CA,Riverside,CISO,IPP Non-CHP,ATH1N,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",33.751283,-115.355
Addition,63869,"SE Athos II, LLC",64290.0,"SE Athos II, LLC",CA,Riverside,CISO,IPP Non-CHP,ATH1S,102.3,102.3,102.3,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",33.751283,-115.355
Addition,63869,"SE Athos II, LLC",64290.0,"SE Athos II, LLC",CA,Riverside,CISO,IPP Non-CHP,ATHB2,200.0,200.0,200.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",33.751283,-115.355
Addition,5248,Dominion Energy Inc.,64550.0,Coastal Virginia Offshore Wind (CVOW) Commercial Project,VA,,PJM,Electric Utility,CVOWC,2640.0,2640.0,2640.0,Offshore Wind Turbine,Wind,WND,WS,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",36.907956,-75.34907
Addition,64953,"Putnam Meadow Solar Station, LLC",65710.0,Putnam Meadow Solar Station,CT,Windham,ISNE,IPP Non-CHP,PTNM,4.0,4.0,4.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(L) Regulatory approvals pending. Not under construction,41.902261,-71.91154
Addition,65561,"TJA 540R Main St. Acushnet, LLC",66513.0,MA Acushnet 540R Main St,MA,Bristol,ISNE,IPP Non-CHP,18229,4.0,4.0,4.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(L) Regulatory approvals pending. Not under construction,41.702987,-70.8888
Addition,65561,"TJA 540R Main St. Acushnet, LLC",66513.0,MA Acushnet 540R Main St,MA,Bristol,ISNE,IPP Non-CHP,B8229,2.0,2.0,2.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,(L) Regulatory approvals pending. Not under construction,41.702987,-70.8888
Addition,63004,Abundant Solar Power Inc.,67223.0,USNY - Markham Hollow Rd - 001,NY,Onondaga,NYIS,IPP Non-CHP,SUNYF,20.0,20.0,20.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(P) Planned for installation, but regulatory approvals not initiated",42.78368,-76.07633
Addition,66266,Form Energy Inc.,67565.0,East Road Storage Project,CA,Mendocino,CISO,IPP Non-CHP,CEC01,1.5,1.5,1.5,Batteries,Battery storage,MWH,BA,1.0,2027.0,(T) Regulatory approvals received. Not under construction,39.25,-123.196
Addition,66525,"Quaker Creek Farm Solar, LLC",67977.0,Quaker Creek Farm Solar,NC,Alamance,DUK,IPP Non-CHP,QUACR,34.9,34.9,34.9,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(T) Regulatory approvals received. Not under construction,36.156688,-79.32292
Addition,66579,Cape HoldCo LLC,68068.0,Cape Generating Station,UT,Beaver,LDWP,IPP Non-CHP,CP1G2,43.0,30.0,33.0,Geothermal,Other renewables,GEO,BT,1.0,2027.0,"(TS) Construction complete, but not yet in commercial operation",38.506706,-112.9175
Addition,66579,Cape HoldCo LLC,68068.0,Cape Generating Station,UT,Beaver,LDWP,IPP Non-CHP,CP1G3,43.0,30.0,33.0,Geothermal,Other renewables,GEO,BT,1.0,2027.0,"(V) Under construction, more than 50 percent complete",38.506706,-112.9175
Addition,65869,Prologis Logistics Services Incorporated,68123.0,Bensenville Ind Park 10-SLCHI410,IL,DuPage,PJM,IPP Non-CHP,CH410,1.2,1.2,1.2,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(V) Under construction, more than 50 percent complete",41.984507,-87.94587
Addition,66816,Voyager Energy Storage LLC,68426.0,Voyager Energy Storage,MI,Washtenaw,MISO,IPP Non-CHP,VOYGR,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",42.153167,-83.8333
Addition,66918,"Mountain Street Solar Project 2019, LLC",68543.0,Town of Sharon Portfolio -Mt St Landfill,MA,Norfolk,ISNE,IPP Non-CHP,3850B,5.7,5.7,5.7,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(V) Under construction, more than 50 percent complete",42.102685,-71.15906
Addition,66918,"Mountain Street Solar Project 2019, LLC",68543.0,Town of Sharon Portfolio -Mt St Landfill,MA,Norfolk,ISNE,IPP Non-CHP,3850G,5.0,5.0,5.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(V) Under construction, more than 50 percent complete",42.102685,-71.15906
Addition,6452,Florida Power & Light Co,68828.0,Tangelo,FL,Okeechobee,FPL,Electric Utility,1,74.5,74.5,74.5,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",27.507993,-80.73651
Addition,6452,Florida Power & Light Co,68834.0,Hendry,FL,Hendry,FPL,Electric Utility,1,74.5,74.5,74.5,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",26.410345,-81.03189
Addition,67166,"MC Solar, LLC",68930.0,MC Solar,PA,Mercer,PJM,IPP Non-CHP,ENX36,50.0,50.0,50.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(L) Regulatory approvals pending. Not under construction,41.412805,-80.43245
Addition,67171,Overnight Solar LLC,68932.0,Overnight Solar,CA,San Bernardino,CISO,IPP Non-CHP,OSBA,150.0,150.0,150.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",35.016197,-117.357
Addition,67171,Overnight Solar LLC,68932.0,Overnight Solar,CA,San Bernardino,CISO,IPP Non-CHP,OSPV,150.0,150.0,150.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",35.016197,-117.357
Addition,67464,Pamela Heights I Energy Center LLC,69393.0,Pamela Heights I Energy Center,TX,Harris,ERCO,IPP Non-CHP,PHIEC,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",29.645345,-95.45021
Addition,67315,Waxwing Solar,69427.0,Waxwing Solar CSG,CO,Pueblo,PSCO,IPP Non-CHP,WAXWI,3.0,3.0,3.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",38.2963,-104.5525
Addition,67500,BT Amador Storage LLC,69520.0,Amador BESS,TX,Van Zandt,ERCO,IPP Non-CHP,AMDRB,220.0,220.0,220.0,Batteries,Battery storage,MWH,BA,1.0,2027.0,"(V) Under construction, more than 50 percent complete",32.479347,-96.0321
Addition,60531,Standard Solar,69560.0,Sunrise Magnolia DE,DE,Kent,PJM,IPP Non-CHP,MAGNO,3.0,3.0,3.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(V) Under construction, more than 50 percent complete",39.071366,-75.49303
Addition,65869,Prologis Logistics Services Incorporated,69609.0,San Leandro 10 - sleba702,CA,Alameda,CISO,IPP Non-CHP,EB702,1.0,1.0,1.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.71422,-122.182
Addition,9209,Illinois Rural Electric Coop,69724.0,Pike County Solar,IL,Pike,MISO,Electric Utility,PIKE,1.0,1.0,1.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(T) Regulatory approvals received. Not under construction,39.6189,-90.8461
Addition,67745,"SV CSG Sun Trust Solar, LLC",69814.0,SV CSG Sun Trust Solar,IL,Kane,PJM,IPP Non-CHP,SUNSO,5.0,5.0,5.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,(T) Regulatory approvals received. Not under construction,42.0969,-88.3865
Addition,65654,Birch Creek Development,69977.0,Blue Branch Solar,IL,Johnson,MISO,IPP Non-CHP,BBPV,25.0,25.0,25.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.467778,-88.96889
Addition,65677,Dimension Energy LLC,70009.0,"Willis Solar 1, LLC - (IL)",IL,Macoupin,MISO,IPP Non-CHP,WILL1,5.0,5.0,5.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",39.118354,-89.84199
Addition,67844,WEC: City of Milwaukee - Airport Expansion,70048.0,City of Milwaukee- Airport Expansion,WI,Milwaukee,MISO,IPP Non-CHP,AIREX,4.6,4.6,4.6,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",42.930271,-87.88801
Addition,67865,"Murch Solar, LLC",70089.0,"Murch Solar, LLC",MI,Van Buren,PJM,IPP Non-CHP,MURCH,85.0,85.0,85.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",42.401,-86.03
Addition,67868,"Two Blues Solar, LLC",70092.0,"Two Blues Solar, LLC",IL,Perry,MISO,IPP Non-CHP,2BLUE,40.0,40.0,40.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(V) Under construction, more than 50 percent complete",38.1633,-89.37
Addition,67905,CVE US PA Latrobe 408 LLC,70167.0,Latrobe - PA 0408 (Soccerhound B),PA,Clearfield,PJM,IPP Non-CHP,408,1.0,1.0,1.0,Solar Photovoltaic,Solar,SUN,PV,1.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",40.25174,-79.35354
Addition,61716,Big Fork Solar,62184.0,Big Fork Solar,SC,Barnwell,SCEG,IPP Non-CHP,27,74.9,74.9,74.9,Batteries,Battery storage,MWH,BA,2.0,2027.0,(T) Regulatory approvals received. Not under construction,33.135275,-81.23911
Addition,64077,JVR Energy Park LLC,64428.0,JVR Energy Park LLC,CA,San Diego,CISO,IPP Non-CHP,JVR1A,90.0,90.0,90.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,(L) Regulatory approvals pending. Not under construction,32.625903,-116.1749
Addition,64077,JVR Energy Park LLC,64428.0,JVR Energy Park LLC,CA,San Diego,CISO,IPP Non-CHP,JVR1B,70.0,70.0,70.0,Batteries,Battery storage,MWH,BA,2.0,2027.0,"(P) Planned for installation, but regulatory approvals not initiated",32.625903,-116.1749
Addition,61222,174 Power Global Corp.,64744.0,Turkey Creek Solar Project,CO,Pueblo,WACM,IPP Non-CHP,TC001,200.0,200.0,200.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(P) Planned for installation, but regulatory approvals not initiated",38.382137,-104.9141
Addition,64377,"Novel Blilie Solar, LLC",64865.0,Novel Blilie Solar LLC,MN,Wilkin,MISO,IPP Non-CHP,BLILE,1.0,1.0,1.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",46.630077,-96.75811
Addition,65677,Dimension Energy LLC,67639.0,Leatherleaf,NY,Genesee,NYIS,IPP Non-CHP,LLEAF,5.0,5.0,5.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,(L) Regulatory approvals pending. Not under construction,43.048657,-78.03491
Addition,66542,"Piney Woods Solar, LLC",67995.0,Piney Woods Solar,TX,Walker,MISO,IPP Non-CHP,PWS,150.0,150.0,150.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(V) Under construction, more than 50 percent complete",30.718683,-95.66965
Addition,65869,Prologis Logistics Services Incorporated,68137.0,Glendale Heights 10-SLCHI910,IL,DuPage,PJM,IPP Non-CHP,CH910,1.3,1.3,1.3,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",41.929422,-88.07008
Addition,67110,"Tracy Renewable Energy, LLC",68855.0,Tracy Renewable Power Plant,CA,San Joaquin,CISO,IPP Non-CHP,TRP01,5.0,3.0,3.0,Other Waste Biomass,Other renewables,AB,ST,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.77158,-121.4251
Addition,61194,Generate Capital,69215.0,Sommer,IL,Massac,MISO,IPP Non-CHP,11216,2.0,2.0,2.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",37.205915,-88.8179
Addition,67538,"Beekman PV I, LLC",69589.0,Beekman Solar,LA,Morehouse,MISO,IPP Non-CHP,BEEK1,206.8,185.0,185.0,Solar Photovoltaic,Solar,SUN,PV,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",32.989386,-91.94288
Addition,67547,"Monarch Creek Wind, LLC",69606.0,"Monarch Creek Wind, LLC",TX,Throckmorton,ERCO,IPP Non-CHP,7496,287.6,287.6,287.6,Onshore Wind Turbine,Wind,WND,WT,2.0,2027.0,"(U) Under construction, less than or equal to 50 percent complete",33.183899,-99.42239
Addition,67632,FE Taft LLC,69723.0,Taft BESS,MA,Worcester,ISNE,IPP Non-CHP,BESS1,200.0,200.0,200.0,Batteries,Battery storage,MWH,BA,2.0,2027.0,"(V) Under construction, more than 50 percent complete",42.03383,-71.60374
Addition,7294,City of Glendale - (CA),69749.0,Scholl Canyon,CA,Los Angeles,LDWP,Electric Utility,U1,3.0,2.8,2.8,Landfill Gas,Other renewables,LFG,IC,2.0,2027.0,"(V) Under construction, more than 50 percent complete",34.15638,-118.1927
Addition,7294,City of Glendale - (CA),69749.0,Scholl Canyon,CA,Los Angeles,LDWP,Electric Utility,U2,3.0,2.8,2.8,Landfill Gas,Other renewables,LFG,IC,2.0,2027.0,"(V) Under construction, more than 50 percent complete",34.15638,-118.1927
Addition,7294,City of Glendale - (CA),69749.0,Scholl Canyon,CA,Los Angeles,LDWP,Electric Utility,U3,3.0,2.8,2.8,Landfill Gas,Other renewables,LFG,IC,2.0,2027.0,"(V) Under construction, more than 50 percent complete",34.15638,-118.1927
Addition,7294,City of Glendale - (CA),69749.0,Scholl Canyon,CA,Los Angeles,LDWP,Electric Utility,U4,3.0,2.8,2.8,Landfill Gas,Other renewables,LFG,IC,2.0,2027.0,"(V) Under construction, more than 50 percent complete",34.15638,-118.1927
