Pipeline Type,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Technology Group,Energy Source Code,Prime Mover Code,Expected Month,Expected Year,Status,Latitude,Longitude
Addition,66571,Clenera DevCo LLC,69057.0,CO Bar D Solar and BESS,AZ,Coconino,AZPS,IPP Non-CHP,CBDPV,394.0,394.0,394.0,Solar Photovoltaic,Solar,SUN,PV,5.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",35.636594,-111.8835
Addition,67603,NRG Greens Bayou 6 LLC,69691.0,Greens Bayou 6,TX,Harris,ERCO,IPP Non-CHP,06,447.0,411.0,432.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,5.0,2028.0,"(U) Under construction, less than or equal to 50 percent complete",29.821222,-95.21786
Addition,67813,"Oso Negro, LLC",69973.0,Oso Negro,NM,Bernalillo,PNM,IPP Non-CHP,OSON1,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,5.0,2028.0,(T) Regulatory approvals received. Not under construction,35.111657,-106.7205
Addition,13902,NorthWestern Energy (MT Hydro),2185.0,Hauser,MT,Lewis and Clark,NWMT,Electric Utility,HAU9,3.5,3.5,3.5,Conventional Hydroelectric,Hydro,WAT,HY,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",46.765941,-111.8873
Addition,61906,Rye Development,62388.0,Grays Landing L&D Hydroelectric Project,PA,Greene,PJM,IPP Non-CHP,NA1,6.0,4.5,5.5,Conventional Hydroelectric,Hydro,WAT,HY,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.823738,-79.92302
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA1,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA2,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,61906,Rye Development,62402.0,Arkabutla Lake Hydroelectric Project,MS,DeSoto,TVA,IPP Non-CHP,NA1,2.5,1.5,1.4,Conventional Hydroelectric,Hydro,WAT,HY,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",34.757926,-90.12569
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN1,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN10,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN11,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN12,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN13,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN14,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN15,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN16,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN17,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN18,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN2,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN3,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN4,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN5,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN6,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN7,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN8,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,65493,Navajo Transitional Energy Company,66478.0,NTEC Gas Plant,NM,San Juan,PNM,Electric Utility,GEN9,60.5,37.6,41.4,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.682944,-108.4502
Addition,66122,Alina Energy LLC,67250.0,Alina Energy LLC,TX,Wilson,ERCO,IPP Non-CHP,ALIBS,200.0,200.0,200.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",29.161128,-98.08988
Addition,66122,Alina Energy LLC,67250.0,Alina Energy LLC,TX,Wilson,ERCO,IPP Non-CHP,ALIPV,200.0,200.0,200.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",29.161128,-98.08988
Addition,64545,Vesper Energy Development LLC,67982.0,Athens Solar I (Hybrid),CA,Placer,CISO,IPP Non-CHP,ATHS1,250.0,250.0,250.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",35.754889,-121.4071
Addition,64545,Vesper Energy Development LLC,67982.0,Athens Solar I (Hybrid),CA,Placer,CISO,IPP Non-CHP,ATHSB,250.0,250.0,250.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",35.754889,-121.4071
Addition,64545,Vesper Energy Development LLC,67986.0,Meadow Springs Renewable Energy (Hybrid),IL,White,MISO,IPP Non-CHP,MSPRB,150.0,150.0,150.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.029,-88.284
Addition,64545,Vesper Energy Development LLC,67986.0,Meadow Springs Renewable Energy (Hybrid),IL,White,MISO,IPP Non-CHP,MSPRE,150.0,150.0,150.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.029,-88.284
Addition,64545,Vesper Energy Development LLC,68032.0,Skylight Renewable Energy,CA,Sutter,WALC,IPP Non-CHP,SKLRE,100.0,100.0,100.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.947494,-121.4792
Addition,64545,Vesper Energy Development LLC,68032.0,Skylight Renewable Energy,CA,Sutter,WALC,IPP Non-CHP,SKREB,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.947494,-121.4792
Addition,66624,"Heritage Wind, LLC",68191.0,Heritage Wind,NY,Orleans,NYIS,IPP Non-CHP,HRTG,126.0,126.0,126.0,Onshore Wind Turbine,Wind,WND,WT,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",43.170976,-78.17454
Addition,67582,"Intersect USA, LLC",68201.0,IP Roman Solar,TX,Deaf Smith,ERCO,IPP Non-CHP,ROMS,500.0,500.0,500.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,34.990891,-102.6076
Addition,66641,"Greenwood Solar I, LLC",68205.0,Greenwood Solar I,VA,Culpeper,PJM,IPP Non-CHP,GRNWD,100.0,100.0,100.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,(T) Regulatory approvals received. Not under construction,38.427261,-77.90787
Addition,66828,"Laurens Solar I, LLC",68480.0,Laurens Solar,GA,Laurens,SOCO,IPP Non-CHP,LS1,150.0,150.0,150.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,32.577504,-83.11216
Addition,66980,Dahlia Energy LLC,68604.0,Dahlia Energy,TX,La Salle,ERCO,IPP Non-CHP,DALBS,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",28.369598,-98.96762
Addition,66980,Dahlia Energy LLC,68604.0,Dahlia Energy,TX,La Salle,ERCO,IPP Non-CHP,DALPV,200.0,200.0,200.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",28.369598,-98.96762
Addition,61060,Cypress Creek Renewables,68813.0,Vitex Storage,NV,Clark,NEVP,IPP Non-CHP,VITEX,300.0,300.0,300.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.382286,-114.9102
Addition,64452,"EDF Renewables Development, Inc.",68883.0,Sawtooth Solar,AZ,Pinal,AZPS,IPP Non-CHP,STBA,250.0,250.0,250.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,32.728,-111.629
Addition,64452,"EDF Renewables Development, Inc.",68883.0,Sawtooth Solar,AZ,Pinal,AZPS,IPP Non-CHP,STPV,250.0,250.0,250.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,(L) Regulatory approvals pending. Not under construction,32.728,-111.629
Addition,65677,Dimension Energy LLC,70032.0,Liberty Keefer Mill Road Solar LLC,PA,Montour,PJM,IPP Non-CHP,KEEFE,3.0,3.0,3.0,Solar Photovoltaic,Solar,SUN,PV,6.0,2028.0,(T) Regulatory approvals received. Not under construction,41.030468,-76.68827
Addition,67920,"Romero Energy Center II, LLC",70194.0,"Romero Energy Center II, LLC",AZ,Maricopa,AZPS,IPP Non-CHP,REC02,225.0,225.0,225.0,Batteries,Battery storage,MWH,BA,6.0,2028.0,"(U) Under construction, less than or equal to 50 percent complete",33.509114,-113.008
Addition,58615,"Homer City Generation, L.P.",3122.0,Homer City Generating Station,PA,Indiana,PJM,IPP Non-CHP,CA5,268.0,268.0,268.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",40.512825,-79.19611
Addition,58615,"Homer City Generation, L.P.",3122.0,Homer City Generating Station,PA,Indiana,PJM,IPP Non-CHP,CA6,268.0,268.0,268.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CA,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",40.512825,-79.19611
Addition,58615,"Homer City Generation, L.P.",3122.0,Homer City Generating Station,PA,Indiana,PJM,IPP Non-CHP,CT5,360.0,360.0,360.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",40.512825,-79.19611
Addition,58615,"Homer City Generation, L.P.",3122.0,Homer City Generating Station,PA,Indiana,PJM,IPP Non-CHP,CT6,360.0,360.0,360.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",40.512825,-79.19611
Addition,61906,Rye Development,62388.0,Grays Landing L&D Hydroelectric Project,PA,Greene,PJM,IPP Non-CHP,NA2,6.0,4.5,5.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.823738,-79.92302
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA3,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA4,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,61906,Rye Development,62402.0,Arkabutla Lake Hydroelectric Project,MS,DeSoto,TVA,IPP Non-CHP,NA2,2.5,1.5,1.4,Conventional Hydroelectric,Hydro,WAT,HY,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",34.757926,-90.12569
Addition,62910,300MS 8me LLC,63113.0,Southern Bighorn Solar Hybrid,NV,Clark,NEVP,IPP Non-CHP,BESS,300.0,300.0,300.0,Batteries,Battery storage,MWH,BA,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.304793,-114.4728
Addition,62910,300MS 8me LLC,63113.0,Southern Bighorn Solar Hybrid,NV,Clark,NEVP,IPP Non-CHP,SBS,300.0,300.0,300.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.304793,-114.4728
Addition,63289,Key Capture Energy,63584.0,NY2 Battery,NY,Orange,NYIS,IPP Non-CHP,NY2,151.5,151.5,151.5,Batteries,Battery storage,MWH,BA,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,41.52667,-74.14226
Addition,64174,FPS Cedar Creek Solar LLC,64543.0,Cedar Creek Solar,DE,New Castle,PJM,IPP Non-CHP,1,114.0,114.0,114.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,39.37259,-75.56455
Addition,65084,Eldora Energy LLC,65847.0,Eldora Energy LLC,TX,Matagorda,ERCO,IPP Non-CHP,ELDBS,200.0,200.0,200.0,Batteries,Battery storage,MWH,BA,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.12169
Addition,65084,Eldora Energy LLC,65847.0,Eldora Energy LLC,TX,Matagorda,ERCO,IPP Non-CHP,ELDPV,200.0,200.0,200.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",28.865989,-96.12169
Addition,62842,"Lightsource Renewable Energy Asset Management, LLC",66132.0,Trinity River Solar 1,TX,Liberty,ERCO,IPP Non-CHP,TXTR1,150.0,150.0,150.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,30.010255,-94.48631
Addition,65690,Premium Energy Holdings,66684.0,Intermountain Pumped Storage Project,UT,Millard,LDWP,IPP Non-CHP,HL001,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.414705,-112.4404
Addition,65690,Premium Energy Holdings,66684.0,Intermountain Pumped Storage Project,UT,Millard,LDWP,IPP Non-CHP,HL002,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.414705,-112.4404
Addition,65690,Premium Energy Holdings,66684.0,Intermountain Pumped Storage Project,UT,Millard,LDWP,IPP Non-CHP,HL003,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.414705,-112.4404
Addition,65690,Premium Energy Holdings,66684.0,Intermountain Pumped Storage Project,UT,Millard,LDWP,IPP Non-CHP,HL004,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.414705,-112.4404
Addition,65690,Premium Energy Holdings,66686.0,Haiwee Pumped Storage Project,CA,Inyo,LDWP,IPP Non-CHP,HL001,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.233105,-117.9625
Addition,65690,Premium Energy Holdings,66686.0,Haiwee Pumped Storage Project,CA,Inyo,LDWP,IPP Non-CHP,HL002,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.233105,-117.9625
Addition,65690,Premium Energy Holdings,66686.0,Haiwee Pumped Storage Project,CA,Inyo,LDWP,IPP Non-CHP,HL003,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.233105,-117.9625
Addition,65690,Premium Energy Holdings,66686.0,Haiwee Pumped Storage Project,CA,Inyo,LDWP,IPP Non-CHP,HL004,250.0,250.0,250.0,Hydroelectric Pumped Storage,Battery storage,WAT,PS,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",36.233105,-117.9625
Addition,55937,Entergy Texas Inc.,68053.0,Legend Power Station,TX,Jefferson,ERCO,Electric Utility,LEG,754.0,723.0,754.0,Natural Gas Fired Combined Cycle,Natural gas,NG,CC,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,29.880219,-93.99573
Addition,66596,"SR Milan, LLC",68110.0,SR Milan,TN,Gibson,TVA,IPP Non-CHP,MILAN,2.8,2.8,2.8,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,(T) Regulatory approvals received. Not under construction,35.945285,-88.75989
Addition,66607,"Belltown Power Texas 2, LLC",68166.0,Dolomite Storage,TX,Ellis,ERCO,IPP Non-CHP,DOLBA,125.7,125.7,125.7,Batteries,Battery storage,MWH,BA,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,32.456144,-96.73774
Addition,66766,Sun Angel ESS LLC,68362.0,Sun Angel ESS,TX,Angelina,ERCO,IPP Non-CHP,SABS1,200.0,200.0,200.0,Batteries,Battery storage,MWH,BA,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.345947,-94.66785
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H01,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H02,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H03,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H04,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H05,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H06,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H07,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H08,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H09,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,3989,City of Colorado Springs - (CO),68705.0,Horizon,CO,El Paso,WACM,Electric Utility,H10,48.0,37.0,41.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",38.775,-104.6668
Addition,67181,"MPG Solar, LLC",68993.0,MPG Solar,PA,Centre,PJM,IPP Non-CHP,ENX40,162.0,162.0,162.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,(T) Regulatory approvals received. Not under construction,41.060649,-78.04193
Addition,55937,Entergy Texas Inc.,69077.0,Lone Star Power Station,TX,San Jacinto,MISO,Electric Utility,1A,467.3,432.0,467.3,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,30.414158,-95.01671
Addition,5109,DTE Electric Company,69467.0,Peatville Solar Park,MI,Sanilac,MISO,Electric Utility,PETSP,185.0,185.0,185.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,"(U) Under construction, less than or equal to 50 percent complete",43.64,-82.8
Addition,814,Entergy Arkansas LLC,69750.0,Ironwood Power Station,AR,Hot Spring,MISO,Electric Utility,1A,467.3,432.0,467.3,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,34.433826,-92.9042
Addition,67694,425LM 8ME LLC,69762.0,Southern Bighorn Solar 2,NV,Clark,NEVP,IPP Non-CHP,425LM,100.0,100.0,100.0,Solar Photovoltaic,Solar,SUN,PV,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.56117,-114.7413
Addition,67694,425LM 8ME LLC,69762.0,Southern Bighorn Solar 2,NV,Clark,NEVP,IPP Non-CHP,BESS2,100.0,100.0,100.0,Batteries,Battery storage,MWH,BA,7.0,2028.0,(L) Regulatory approvals pending. Not under construction,36.56117,-114.7413
Addition,61906,Rye Development,62386.0,Opekiska L&D Hydroelectric Project,WV,Monongalia,PJM,IPP Non-CHP,NA1,3.0,2.0,2.5,Conventional Hydroelectric,Hydro,WAT,HY,8.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.564917,-80.05114
Addition,61906,Rye Development,62387.0,Morgantown L&D Hydroelectric Project,WV,Monongalia,PJM,IPP Non-CHP,NA1,2.5,1.5,2.0,Conventional Hydroelectric,Hydro,WAT,HY,8.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",39.619589,-79.96811
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA5,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,8.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,61906,Rye Development,62391.0,Overton Hydroelectric Project,LA,Rapides,MISO,IPP Non-CHP,NA6,8.1,5.5,7.5,Conventional Hydroelectric,Hydro,WAT,HY,8.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",31.185978,-92.29309
Addition,63677,"Caden Energix New Kent, LLC",64036.0,"Caden Energix New Kent, LLC",VA,New Kent,PJM,IPP Non-CHP,ENX08,20.0,20.0,20.0,Solar Photovoltaic,Solar,SUN,PV,8.0,2028.0,(L) Regulatory approvals pending. Not under construction,37.49004,-77.0616
Addition,14127,Omaha Public Power District,64547.0,Turtle Creek,NE,Sarpy,SWPP,Electric Utility,3,264.0,221.0,221.0,Natural Gas Fired Combustion Turbine,Natural gas,NG,GT,8.0,2028.0,(T) Regulatory approvals received. Not under construction,41.092238,-96.16831
Addition,61060,Cypress Creek Renewables,66385.0,"Panther Branch Solar, LLC",NC,Duplin,DUK,IPP Non-CHP,GEN1,80.0,80.0,80.0,Solar Photovoltaic,Solar,SUN,PV,8.0,2028.0,(L) Regulatory approvals pending. Not under construction,35.145344,-78.15963
Addition,66607,"Belltown Power Texas 2, LLC",68172.0,Myers Solar and Storage,TX,Goliad,ERCO,IPP Non-CHP,MYEBT,75.7,75.7,75.7,Batteries,Battery storage,MWH,BA,8.0,2028.0,(L) Regulatory approvals pending. Not under construction,28.420043,-97.70934
Addition,66607,"Belltown Power Texas 2, LLC",68172.0,Myers Solar and Storage,TX,Goliad,ERCO,IPP Non-CHP,MYEPV,100.9,100.9,100.9,Solar Photovoltaic,Solar,SUN,PV,8.0,2028.0,(L) Regulatory approvals pending. Not under construction,28.420043,-97.70934
Addition,66695,Gigawatt Solar LLC,68305.0,Gigawatt Solar,TX,Parker,ERCO,IPP Non-CHP,GWT1,429.0,429.0,429.0,Solar Photovoltaic,Solar,SUN,PV,8.0,2028.0,"(P) Planned for installation, but regulatory approvals not initiated",32.547389,-97.59792
