Date,Series,Value,Series ID,Metric,Unit,Source
2020-03-01,Professional and business services,1095.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-04-01,Professional and business services,817.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-05-01,Professional and business services,1001.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-06-01,Professional and business services,1079.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-07-01,Professional and business services,1149.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-08-01,Professional and business services,1152.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-09-01,Professional and business services,1262.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-10-01,Professional and business services,1259.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-11-01,Professional and business services,1343.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2020-12-01,Professional and business services,1448.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-01-01,Professional and business services,1436.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-02-01,Professional and business services,1474.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-03-01,Professional and business services,1564.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-04-01,Professional and business services,1729.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-05-01,Professional and business services,1876.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-06-01,Professional and business services,1925.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-07-01,Professional and business services,2078.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-08-01,Professional and business services,2056.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-09-01,Professional and business services,1957.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-10-01,Professional and business services,2105.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-11-01,Professional and business services,2039.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2021-12-01,Professional and business services,2088.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-01-01,Professional and business services,2089.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-02-01,Professional and business services,2368.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-03-01,Professional and business services,2464.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-04-01,Professional and business services,2317.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-05-01,Professional and business services,2239.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-06-01,Professional and business services,2282.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-07-01,Professional and business services,2113.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-08-01,Professional and business services,1779.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-09-01,Professional and business services,2131.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-10-01,Professional and business services,1778.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-11-01,Professional and business services,2117.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2022-12-01,Professional and business services,2114.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-01-01,Professional and business services,2019.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-02-01,Professional and business services,1844.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-03-01,Professional and business services,1825.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-04-01,Professional and business services,1808.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-05-01,Professional and business services,1651.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-06-01,Professional and business services,1527.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-07-01,Professional and business services,1254.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-08-01,Professional and business services,1561.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-09-01,Professional and business services,1499.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-10-01,Professional and business services,1478.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-11-01,Professional and business services,1329.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2023-12-01,Professional and business services,1375.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-01-01,Professional and business services,1438.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-02-01,Professional and business services,1424.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-03-01,Professional and business services,1311.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-04-01,Professional and business services,1232.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-05-01,Professional and business services,1325.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-06-01,Professional and business services,1097.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-07-01,Professional and business services,1302.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-08-01,Professional and business services,1308.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-09-01,Professional and business services,1230.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-10-01,Professional and business services,1253.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-11-01,Professional and business services,1508.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2024-12-01,Professional and business services,1295.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-01-01,Professional and business services,1253.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-02-01,Professional and business services,1222.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-03-01,Professional and business services,1211.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-04-01,Professional and business services,1339.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-05-01,Professional and business services,1224.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-06-01,Professional and business services,1332.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-07-01,Professional and business services,1240.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-08-01,Professional and business services,1095.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-09-01,Professional and business services,1267.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-10-01,Professional and business services,1268.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-11-01,Professional and business services,1309.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2025-12-01,Professional and business services,1167.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-01-01,Professional and business services,1196.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-02-01,Professional and business services,1303.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-03-01,Professional and business services,1047.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-04-01,Professional and business services,1473.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-05-01,Professional and business services,1375.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
2026-06-01,Professional and business services,1304.0,JTS540099000000000JOL,Job openings,thousand openings,BLS Job Openings and Labor Turnover Survey
