Date,Series,Metric,Value,Unit,Series ID,sector_name,measure_text,Source
2025-10-01,Manufacturing — Unit labor costs,Index,137.656,index 2017=100,PRS30006113,Manufacturing,Unit labor costs,BLS Labor Productivity and Costs
2026-01-01,Manufacturing — Unit labor costs,Index,138.416,index 2017=100,PRS30006113,Manufacturing,Unit labor costs,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Real value-added output,Year-over-year change,1.2,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Real value-added output,Year-over-year change,-9.3,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Real value-added output,Year-over-year change,-1.7,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Real value-added output,Year-over-year change,-1.0,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Real value-added output,Year-over-year change,2.6,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Real value-added output,Year-over-year change,15.7,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Real value-added output,Year-over-year change,6.1,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Real value-added output,Year-over-year change,6.9,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Real value-added output,Year-over-year change,4.4,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Real value-added output,Year-over-year change,2.4,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Real value-added output,Year-over-year change,2.2,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Real value-added output,Year-over-year change,0.9,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Real value-added output,Year-over-year change,2.2,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Real value-added output,Year-over-year change,2.9,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Real value-added output,Year-over-year change,3.6,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Real value-added output,Year-over-year change,3.7,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Real value-added output,Year-over-year change,3.1,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Real value-added output,Year-over-year change,3.3,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Real value-added output,Year-over-year change,2.9,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Real value-added output,Year-over-year change,2.4,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Real value-added output,Year-over-year change,2.1,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Real value-added output,Year-over-year change,2.4,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Real value-added output,Year-over-year change,2.8,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Real value-added output,Year-over-year change,2.7,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Real value-added output,Year-over-year change,3.3,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2026-04-01,Nonfarm Business — Real value-added output,Year-over-year change,2.5,percent,PRS85006041,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Real value-added output,Index,106.172,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Real value-added output,Index,96.107,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Real value-added output,Index,105.656,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Real value-added output,Index,107.095,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Real value-added output,Index,108.985,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Real value-added output,Index,111.152,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Real value-added output,Index,112.129,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Real value-added output,Index,114.456,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Real value-added output,Index,113.815,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Real value-added output,Index,113.796,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Real value-added output,Index,114.617,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Real value-added output,Index,115.488,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Real value-added output,Index,116.306,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Real value-added output,Index,117.151,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Real value-added output,Index,118.721,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Real value-added output,Index,119.801,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Real value-added output,Index,119.862,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Real value-added output,Index,121.038,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Real value-added output,Index,122.19,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Real value-added output,Index,122.712,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Real value-added output,Index,122.436,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Real value-added output,Index,123.993,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Real value-added output,Index,125.633,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Real value-added output,Index,126.051,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Real value-added output,Index,126.356,index 2017=100,PRS85006043,Nonfarm Business,Real value-added output,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.3,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,6.6,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,7.1,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,5.2,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,6.4,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,1.7,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,-0.5,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,0.9,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,-1.1,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,-2.0,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,-1.4,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,-1.4,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,0.1,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,1.9,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,3.1,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,3.5,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,3.3,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,3.2,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.9,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.3,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.0,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.1,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.5,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.5,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.9,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2026-04-01,Nonfarm Business — Labor productivity (output per hour),Year-over-year change,2.2,percent,PRS85006091,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Labor productivity (output per hour),Index,104.679,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Labor productivity (output per hour),Index,109.772,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Labor productivity (output per hour),Index,111.491,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Labor productivity (output per hour),Index,110.599,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Labor productivity (output per hour),Index,111.394,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Labor productivity (output per hour),Index,111.626,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Labor productivity (output per hour),Index,110.948,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Labor productivity (output per hour),Index,111.578,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Labor productivity (output per hour),Index,110.176,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Labor productivity (output per hour),Index,109.36,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Labor productivity (output per hour),Index,109.423,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Labor productivity (output per hour),Index,110.047,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Labor productivity (output per hour),Index,110.298,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Labor productivity (output per hour),Index,111.404,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Labor productivity (output per hour),Index,112.786,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Labor productivity (output per hour),Index,113.881,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Labor productivity (output per hour),Index,113.947,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Labor productivity (output per hour),Index,114.99,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Labor productivity (output per hour),Index,116.035,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Labor productivity (output per hour),Index,116.445,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Labor productivity (output per hour),Index,116.187,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Labor productivity (output per hour),Index,117.385,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Labor productivity (output per hour),Index,118.884,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Labor productivity (output per hour),Index,119.35,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Labor productivity (output per hour),Index,119.437,index 2017=100,PRS85006093,Nonfarm Business,Labor productivity (output per hour),BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.2,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,10.3,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,8.6,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,9.5,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,7.0,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,2.7,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,5.7,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.5,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.9,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,3.4,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,3.9,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,2.5,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,2.8,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.4,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.1,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,5.3,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,6.0,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,5.5,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,5.2,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.9,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,5.1,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.1,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.5,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Hourly compensation,Year-over-year change,4.3,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Hourly compensation,Year-over-year change,3.3,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2026-04-01,Nonfarm Business — Hourly compensation,Year-over-year change,3.7,percent,PRS85006101,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Hourly compensation,Index,111.295,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Hourly compensation,Index,117.82,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Hourly compensation,Index,116.085,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Hourly compensation,Index,119.032,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Hourly compensation,Index,119.121,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Hourly compensation,Index,121.057,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Hourly compensation,Index,122.646,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Hourly compensation,Index,124.409,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Hourly compensation,Index,124.995,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Hourly compensation,Index,125.154,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Hourly compensation,Index,127.377,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Hourly compensation,Index,127.543,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Hourly compensation,Index,128.545,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Hourly compensation,Index,130.6,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Hourly compensation,Index,132.603,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Hourly compensation,Index,134.3,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Hourly compensation,Index,136.202,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Hourly compensation,Index,137.809,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Hourly compensation,Index,139.441,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Hourly compensation,Index,140.935,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Hourly compensation,Index,143.108,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-04-01,Nonfarm Business — Hourly compensation,Index,143.527,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-07-01,Nonfarm Business — Hourly compensation,Index,145.716,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2025-10-01,Nonfarm Business — Hourly compensation,Index,147.059,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2026-01-01,Nonfarm Business — Hourly compensation,Index,147.836,index 2017=100,PRS85006103,Nonfarm Business,Hourly compensation,BLS Labor Productivity and Costs
2020-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.9,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,3.4,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.4,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2020-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,4.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,0.6,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,6.2,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2021-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,3.6,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,6.1,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,5.5,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,5.3,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2022-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,3.9,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.7,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.4,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2023-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,1.8,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.6,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-04-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.2,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-07-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.2,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2024-10-01,Nonfarm Business — Unit labor costs,Year-over-year change,2.6,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
2025-01-01,Nonfarm Business — Unit labor costs,Year-over-year change,3.0,percent,PRS85006111,Nonfarm Business,Unit labor costs,BLS Labor Productivity and Costs
