Date,Value,Series ID,Series,Metric,Unit,Source
2023-04-01,396.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-05-01,395.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-06-01,395.1,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-07-01,393.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-08-01,393.5,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-09-01,393.3,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-10-01,392.6,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-11-01,393.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2023-12-01,396.0,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-01-01,397.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-02-01,396.7,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-03-01,394.9,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-04-01,394.2,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-05-01,394.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-06-01,395.0,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-07-01,395.1,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-08-01,394.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-09-01,394.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-10-01,393.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-11-01,391.3,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2024-12-01,388.3,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-01-01,387.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-02-01,385.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-03-01,385.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-04-01,384.0,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-05-01,382.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-06-01,380.5,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-07-01,378.3,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-08-01,375.6,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-09-01,372.7,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-10-01,369.5,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-11-01,370.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2025-12-01,370.1,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-01-01,369.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-02-01,368.8,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-03-01,368.7,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-04-01,369.4,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-05-01,369.0,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2026-06-01,368.6,CES3133440001,Semiconductor manufacturing,Employment,thousand jobs,BLS Current Employment Statistics
2020-01-01,48.91,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-02-01,48.82,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-03-01,48.93,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-04-01,48.87,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-05-01,49.13,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-06-01,49.1,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-07-01,49.31,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-08-01,49.49,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-09-01,49.64,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-10-01,49.93,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-11-01,50.11,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-12-01,50.32,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-01-01,50.5,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-02-01,50.63,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-03-01,50.66,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-04-01,50.99,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-05-01,51.23,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-06-01,51.48,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-07-01,52.25,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-08-01,52.0,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-09-01,52.0,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-10-01,52.88,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-11-01,53.05,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-12-01,53.43,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-01-01,53.97,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-02-01,54.66,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-03-01,54.79,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-04-01,55.38,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-05-01,55.49,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-06-01,55.87,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-07-01,55.89,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-08-01,55.81,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-09-01,56.06,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-10-01,56.03,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-11-01,56.03,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-12-01,55.75,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-01-01,56.2,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-02-01,56.0,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-03-01,56.12,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-04-01,56.05,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-05-01,56.06,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-06-01,55.95,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-07-01,56.55,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-08-01,56.34,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-09-01,56.2,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-10-01,56.5,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-11-01,56.2,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-12-01,56.61,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-01-01,57.11,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-02-01,57.08,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-03-01,57.45,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-04-01,58.01,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-05-01,58.01,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-06-01,58.62,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-07-01,59.06,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-08-01,59.45,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-09-01,59.76,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-10-01,59.9,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-11-01,60.42,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-12-01,60.64,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-01-01,60.59,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-02-01,60.95,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-03-01,61.29,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-04-01,61.21,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-05-01,61.58,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-06-01,61.86,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-07-01,61.78,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-08-01,62.19,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-09-01,63.07,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-10-01,63.05,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-11-01,62.87,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-12-01,63.05,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-01-01,62.86,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-02-01,63.34,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-03-01,63.12,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-04-01,62.75,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-05-01,63.25,CES6054150003,Computer systems design,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-01-01,43.26,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-02-01,43.32,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-03-01,43.46,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-04-01,43.53,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-05-01,43.65,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-06-01,43.74,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-07-01,43.18,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-08-01,43.27,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-09-01,44.11,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-10-01,44.04,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-11-01,44.41,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-12-01,44.53,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-01-01,46.23,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-02-01,45.88,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-03-01,45.77,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-04-01,46.15,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-05-01,46.62,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-06-01,46.43,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-07-01,48.35,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-08-01,48.61,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-09-01,48.1,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-10-01,49.06,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-11-01,49.41,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-12-01,50.23,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-01-01,50.73,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-02-01,51.08,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-03-01,51.84,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-04-01,51.59,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-05-01,50.68,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-06-01,50.83,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-07-01,51.64,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-08-01,52.26,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-09-01,52.81,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-10-01,52.18,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-11-01,52.18,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-12-01,52.03,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-01-01,51.43,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-02-01,51.65,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-03-01,52.18,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-04-01,52.77,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-05-01,53.09,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-06-01,53.39,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-07-01,53.35,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-08-01,53.39,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-09-01,53.24,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-10-01,53.53,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-11-01,53.95,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-12-01,54.07,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-01-01,53.89,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-02-01,54.8,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-03-01,55.18,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-04-01,55.46,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-05-01,55.72,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-06-01,55.8,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-07-01,56.24,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-08-01,55.98,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-09-01,56.12,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-10-01,56.38,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-11-01,56.25,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-12-01,56.31,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-01-01,56.84,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-02-01,56.82,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-03-01,56.45,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-04-01,56.33,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-05-01,56.43,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-06-01,56.82,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-07-01,56.96,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-08-01,57.29,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-09-01,57.15,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-10-01,57.26,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-11-01,57.49,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-12-01,58.0,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-01-01,58.4,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-02-01,58.62,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-03-01,59.16,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-04-01,59.17,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2026-05-01,59.67,CES5051800003,Computing infrastructure,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-01-01,36.19,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-02-01,35.99,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-03-01,35.75,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-04-01,35.66,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-05-01,35.16,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-06-01,35.28,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-07-01,35.42,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-08-01,35.42,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-09-01,35.59,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-10-01,33.65,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-11-01,33.49,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2020-12-01,33.14,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-01-01,33.6,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-02-01,33.92,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-03-01,33.02,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-04-01,33.47,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-05-01,33.91,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-06-01,34.09,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-07-01,34.48,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-08-01,34.81,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-09-01,35.17,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-10-01,34.82,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-11-01,34.87,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2021-12-01,35.88,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-01-01,35.36,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-02-01,35.57,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-03-01,36.12,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-04-01,36.34,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-05-01,37.23,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-06-01,37.13,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-07-01,36.82,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-08-01,37.34,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-09-01,37.56,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-10-01,37.88,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-11-01,38.33,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2022-12-01,38.11,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-01-01,38.71,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-02-01,38.79,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-03-01,39.41,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-04-01,39.06,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-05-01,39.16,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-06-01,39.7,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-07-01,40.43,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-08-01,40.09,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-09-01,39.61,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-10-01,39.67,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-11-01,40.03,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2023-12-01,40.11,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-01-01,41.14,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-02-01,40.26,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-03-01,40.8,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-04-01,41.93,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-05-01,41.87,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-06-01,41.81,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-07-01,42.85,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-08-01,42.58,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-09-01,42.88,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-10-01,44.0,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-11-01,43.61,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2024-12-01,43.59,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-01-01,43.58,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-02-01,43.48,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-03-01,43.35,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-04-01,43.24,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
2025-05-01,43.09,CES2023713003,Power & communication construction,Hourly earnings,dollars per hour,BLS Current Employment Statistics
