Date,Geography,Sector,Sales MWh,Revenue Thousand Dollars,Customers,Price Cents per kWh,Data Status
2024-11-01,VA,Commercial,6312761.3,522665.24,446175.0,8.28,Final
2024-11-01,VT,Commercial,144291.84,29159.82,64992.0,20.21,Final
2024-11-01,WA,Commercial,2698770.5,269773.68,407963.0,10.0,Final
2024-11-01,WI,Commercial,1772941.4,218329.7,369741.0,12.31,Final
2024-11-01,WV,Commercial,581339.76,73220.06,152300.0,12.6,Final
2024-11-01,WY,Commercial,427327.36,41286.36,59128.0,9.66,Final
2024-10-01,AK,Commercial,213006.59,46629.54,57231.0,21.89,Final
2024-10-01,AL,Commercial,1845355.8,253697.45,392476.0,13.75,Final
2024-10-01,AR,Commercial,984261.95,102657.08,208236.0,10.43,Final
2024-10-01,AZ,Commercial,3112052.9,380177.36,349535.0,12.22,Final
2024-10-01,CA,Commercial,10608964.0,2807601.5,1826652.0,26.46,Final
2024-10-01,CO,Commercial,1731186.9,199225.04,407472.0,11.51,Final
2024-10-01,CT,Commercial,922832.45,211392.06,156748.0,22.91,Final
2024-10-01,DC,Commercial,534120.33,90667.22,27576.0,16.98,Final
2024-10-01,DE,Commercial,322359.53,41307.61,60835.0,12.81,Final
2024-10-01,FL,Commercial,8259520.5,905230.6,1314341.0,10.96,Final
2024-10-01,GA,Commercial,4568068.9,485155.77,622037.0,10.62,Final
2024-10-01,HI,Commercial,255389.6,92672.24,59586.0,36.29,Final
2024-10-01,IA,Commercial,1062894.1,106122.53,252218.0,9.98,Final
2024-10-01,ID,Commercial,557286.19,52451.35,124520.0,9.41,Final
2024-10-01,IL,Commercial,3692371.5,453838.38,636338.0,12.29,Final
2024-10-01,IN,Commercial,1885638.6,237709.73,375576.0,12.61,Final
2024-10-01,KS,Commercial,1267459.0,138242.47,246246.0,10.91,Final
2024-10-01,KY,Commercial,1646257.8,188832.42,328519.0,11.47,Final
2024-10-01,LA,Commercial,2020842.5,210223.54,302278.0,10.4,Final
2024-10-01,MA,Commercial,1886352.0,387543.12,420293.0,20.54,Final
2024-10-01,MD,Commercial,2134283.9,280657.33,261621.0,13.15,Final
2024-10-01,ME,Commercial,341812.79,62802.31,113207.0,18.37,Final
2024-10-01,MI,Commercial,3018488.7,410793.66,566606.0,13.61,Final
2024-10-01,MN,Commercial,1832548.3,219569.27,309598.0,11.98,Final
2024-10-01,MO,Commercial,2377534.4,224737.22,404763.0,9.45,Final
2024-10-01,MS,Commercial,1208232.7,146385.55,247833.0,12.12,Final
2024-10-01,MT,Commercial,405708.53,49416.69,140354.0,12.18,Final
2024-10-01,NC,Commercial,3941303.0,430978.86,752390.0,10.93,Final
2024-10-01,ND,Commercial,947902.26,63639.18,77510.0,6.71,Final
2024-10-01,NE,Commercial,1079491.7,86731.16,162266.0,8.03,Final
2024-10-01,NH,Commercial,323360.89,64497.97,112558.0,19.95,Final
2024-10-01,NJ,Commercial,2954682.3,422783.19,538372.0,14.31,Final
2024-10-01,NM,Commercial,761384.68,77667.56,148157.0,10.2,Final
2024-10-01,NV,Commercial,1205678.2,117080.39,179799.0,9.71,Final
2024-10-01,NY,Commercial,5583606.0,1063505.3,1166506.0,19.05,Final
2024-10-01,OH,Commercial,4149875.6,447402.83,628310.0,10.78,Final
2024-10-01,OK,Commercial,2170861.8,210530.48,299740.0,9.7,Final
2024-10-01,OR,Commercial,2028105.5,206016.6,248238.0,10.16,Final
2024-10-01,PA,Commercial,3148326.8,345450.43,742231.0,10.97,Final
2024-10-01,RI,Commercial,296250.64,57765.32,67007.0,19.5,Final
2024-10-01,SC,Commercial,2158053.2,236518.72,415819.0,10.96,Final
2024-10-01,SD,Commercial,418294.91,44699.1,78832.0,10.69,Final
2024-10-01,TN,Commercial,2970639.5,354458.47,547203.0,11.93,Final
2024-10-01,TX,Commercial,14580688.0,1236218.6,1560092.0,8.48,Final
2024-10-01,UT,Commercial,1239361.2,114821.53,146756.0,9.26,Final
2024-10-01,VA,Commercial,6374007.7,560824.37,446740.0,8.8,Final
2024-10-01,VT,Commercial,156349.65,30591.16,64987.0,19.57,Final
2024-10-01,WA,Commercial,2795961.6,282268.97,407532.0,10.1,Final
2024-10-01,WI,Commercial,1893262.2,231160.92,369784.0,12.21,Final
2024-10-01,WV,Commercial,612562.34,71257.04,152311.0,11.63,Final
2024-10-01,WY,Commercial,413864.77,40757.54,59294.0,9.85,Final
2024-09-01,AK,Commercial,205965.54,44992.44,57165.0,21.84,Final
2024-09-01,AL,Commercial,2062275.1,279655.22,390212.0,13.56,Final
2024-09-01,AR,Commercial,1121552.5,113626.98,207100.0,10.13,Final
2024-09-01,AZ,Commercial,3458568.1,425782.17,348763.0,12.31,Final
2024-09-01,CA,Commercial,10173010.0,2964687.1,1747836.0,29.14,Final
2024-09-01,CO,Commercial,1864686.6,232847.93,406873.0,12.49,Final
2024-09-01,CT,Commercial,1000652.2,233950.27,156904.0,23.38,Final
2024-09-01,DC,Commercial,607506.2,100675.82,27545.0,16.57,Final
2024-09-01,DE,Commercial,367647.7,44656.44,60901.0,12.15,Final
2024-09-01,FL,Commercial,9350058.0,989173.81,1312723.0,10.58,Final
2024-09-01,GA,Commercial,4736279.5,495276.51,620765.0,10.46,Final
2024-09-01,HI,Commercial,255380.46,93108.91,59582.0,36.46,Final
2024-09-01,IA,Commercial,1087080.2,116030.57,251943.0,10.67,Final
2024-09-01,ID,Commercial,574737.25,54701.92,124339.0,9.52,Final
2024-09-01,IL,Commercial,3882367.7,476307.45,637241.0,12.27,Final
2024-09-01,IN,Commercial,2084947.2,261469.53,375744.0,12.54,Final
2024-09-01,KS,Commercial,1397504.0,165149.53,245917.0,11.82,Final
2024-09-01,KY,Commercial,1733994.1,194051.14,328305.0,11.19,Final
2024-09-01,LA,Commercial,2268515.8,238234.62,301673.0,10.5,Final
2024-09-01,MA,Commercial,1863556.7,384659.49,417657.0,20.64,Final
2024-09-01,MD,Commercial,2202051.4,290668.56,261471.0,13.2,Final
2024-09-01,ME,Commercial,366429.03,64765.12,109881.0,17.67,Final
2024-09-01,MI,Commercial,3185454.2,445080.48,565887.0,13.97,Final
2024-09-01,MN,Commercial,1927152.0,246722.75,308855.0,12.8,Final
2024-09-01,MO,Commercial,2489247.7,290753.98,404628.0,11.68,Final
2024-09-01,MS,Commercial,1361133.4,164407.72,247222.0,12.08,Final
2024-09-01,MT,Commercial,411657.21,50041.1,118159.0,12.16,Final
2024-09-01,NC,Commercial,4137669.2,450696.65,752465.0,10.89,Final
2024-09-01,ND,Commercial,928598.62,63377.95,77436.0,6.83,Final
2024-09-01,NE,Commercial,1148310.2,100830.98,162119.0,8.78,Final
2024-09-01,NH,Commercial,333594.19,66534.69,112863.0,19.94,Final
2024-09-01,NJ,Commercial,3201128.4,492768.1,536935.0,15.39,Final
2024-09-01,NM,Commercial,875369.21,95494.5,148284.0,10.91,Final
2024-09-01,NV,Commercial,1279275.2,129530.51,179365.0,10.13,Final
2024-09-01,NY,Commercial,6228342.4,1274247.4,1167742.0,20.46,Final
2024-09-01,OH,Commercial,4359595.3,457170.94,628436.0,10.49,Final
2024-09-01,OK,Commercial,2263327.8,228441.63,299236.0,10.09,Final
2024-09-01,OR,Commercial,2039970.3,206259.03,247586.0,10.11,Final
2024-09-01,PA,Commercial,3250967.8,358736.23,742624.0,11.03,Final
2024-09-01,RI,Commercial,312528.07,70071.54,66698.0,22.42,Final
2024-09-01,SC,Commercial,2248172.4,243673.59,414803.0,10.84,Final
2024-09-01,SD,Commercial,437050.23,46689.13,78827.0,10.68,Final
2024-09-01,TN,Commercial,3348974.4,408805.62,545687.0,12.21,Final
2024-09-01,TX,Commercial,15037476.0,1300438.5,1555983.0,8.65,Final
2024-09-01,UT,Commercial,1155316.6,131111.47,146588.0,11.35,Final
2024-09-01,VA,Commercial,6685918.6,569418.66,446708.0,8.52,Final
2024-09-01,VT,Commercial,159833.65,30700.97,64792.0,19.21,Final
2024-09-01,WA,Commercial,2743155.5,267559.85,404605.0,9.75,Final
2024-09-01,WI,Commercial,1986611.8,260191.4,370370.0,13.1,Final
2024-09-01,WV,Commercial,627819.92,76971.84,152138.0,12.26,Final
2024-09-01,WY,Commercial,419873.52,41092.98,59136.0,9.79,Final
2024-08-01,AK,Commercial,212117.95,47387.71,57157.0,22.34,Final
2024-08-01,AL,Commercial,2328272.6,313218.55,391541.0,13.45,Final
2024-08-01,AR,Commercial,1212081.9,122479.57,207203.0,10.1,Final
2024-08-01,AZ,Commercial,3911244.5,494673.01,349894.0,12.65,Final
2024-08-01,CA,Commercial,11045627.0,3202881.1,1797947.0,29.0,Final
2024-08-01,CO,Commercial,2094430.0,261091.37,406859.0,12.47,Final
2024-08-01,CT,Commercial,1085799.7,241789.16,156990.0,22.27,Final
2024-08-01,DC,Commercial,717947.71,118810.91,27566.0,16.55,Final
2024-08-01,DE,Commercial,416745.44,50304.19,60787.0,12.07,Final
2024-08-01,FL,Commercial,9663097.3,1010952.6,1311975.0,10.46,Final
2024-08-01,GA,Commercial,5508656.6,645496.24,620717.0,11.72,Final
2024-08-01,HI,Commercial,256945.6,95736.94,59377.0,37.26,Final
2024-08-01,IA,Commercial,1172925.9,132733.55,251780.0,11.32,Final
2024-08-01,ID,Commercial,630578.85,58209.31,124146.0,9.23,Final
2024-08-01,IL,Commercial,4351294.1,524246.17,636677.0,12.05,Final
2024-08-01,IN,Commercial,2409480.4,299255.92,375326.0,12.42,Final
2024-08-01,KS,Commercial,1589700.6,190863.63,245717.0,12.01,Final
2024-08-01,KY,Commercial,2006074.5,228026.57,327641.0,11.37,Final
2024-08-01,LA,Commercial,2372899.6,237218.49,302670.0,10.0,Final
2024-08-01,MA,Commercial,1980442.3,414449.96,420820.0,20.93,Final
2024-08-01,MD,Commercial,2689155.4,350782.18,261402.0,13.04,Final
2024-08-01,ME,Commercial,380634.63,64869.45,113295.0,17.04,Final
2024-08-01,MI,Commercial,3541267.2,494602.15,565143.0,13.97,Final
2024-08-01,MN,Commercial,2069646.3,268668.6,308862.0,12.98,Final
2024-08-01,MO,Commercial,2864447.5,342778.2,404084.0,11.97,Final
2024-08-01,MS,Commercial,1455055.1,173797.17,247625.0,11.94,Final
2024-08-01,MT,Commercial,427574.1,51628.77,118047.0,12.07,Final
2024-08-01,NC,Commercial,4942040.2,506737.56,752825.0,10.25,Final
2024-08-01,ND,Commercial,945141.83,67555.06,77009.0,7.15,Final
2024-08-01,NE,Commercial,1199487.0,106403.15,162081.0,8.87,Final
2024-08-01,NH,Commercial,370661.54,68943.68,112439.0,18.6,Final
2024-08-01,NJ,Commercial,3487717.1,549962.85,540174.0,15.77,Final
2024-08-01,NM,Commercial,1033518.3,113131.42,148465.0,10.95,Final
2024-08-01,NV,Commercial,1456263.1,142085.5,179547.0,9.76,Final
2024-08-01,NY,Commercial,6852865.6,1371391.7,1155824.0,20.01,Final
2024-08-01,OH,Commercial,4837712.1,509894.79,627978.0,10.54,Final
2024-08-01,OK,Commercial,2713149.3,258064.1,299281.0,9.51,Final
2024-08-01,OR,Commercial,2207283.0,222854.06,247846.0,10.1,Final
2024-08-01,PA,Commercial,3715758.1,405186.4,742100.0,10.9,Final
2024-08-01,RI,Commercial,365266.55,77412.92,67454.0,21.19,Final
2024-08-01,SC,Commercial,2584342.4,276666.66,415472.0,10.71,Final
2024-08-01,SD,Commercial,477285.98,51937.93,78473.0,10.88,Final
2024-08-01,TN,Commercial,3725755.4,447639.61,545086.0,12.01,Final
2024-08-01,TX,Commercial,15880238.0,1408152.4,1564540.0,8.87,Final
2024-08-01,UT,Commercial,1376770.5,142776.75,146380.0,10.37,Final
2024-08-01,VA,Commercial,7617184.4,614582.54,446459.0,8.07,Final
2024-08-01,VT,Commercial,179741.6,32762.62,64764.0,18.23,Final
2024-08-01,WA,Commercial,2910038.3,285418.74,405148.0,9.81,Final
2024-08-01,WI,Commercial,2193578.7,287267.22,369393.0,13.1,Final
2024-08-01,WV,Commercial,724007.15,82455.97,152033.0,11.39,Final
2024-08-01,WY,Commercial,442316.33,42027.79,58950.0,9.5,Final
2024-07-01,AK,Commercial,208972.16,44431.87,57127.0,21.26,Final
2024-07-01,AL,Commercial,2273766.8,307175.07,391207.0,13.51,Final
2024-07-01,AR,Commercial,1191341.1,120526.41,207906.0,10.12,Final
2024-07-01,AZ,Commercial,3908032.2,507446.27,347843.0,12.98,Final
2024-07-01,CA,Commercial,10996981.0,3327766.4,1804875.0,30.26,Final
2024-07-01,CO,Commercial,1940128.4,246259.87,406505.0,12.69,Final
2024-07-01,CT,Commercial,1189006.2,237452.98,156844.0,19.97,Final
2024-07-01,DC,Commercial,707418.92,121287.46,27578.0,17.15,Final
2024-07-01,DE,Commercial,421070.64,51306.74,60806.0,12.18,Final
2024-07-01,FL,Commercial,9712994.7,1019127.5,1310601.0,10.49,Final
2024-07-01,GA,Commercial,5472252.4,623975.62,620543.0,11.4,Final
2024-07-01,HI,Commercial,247643.4,91865.45,59513.0,37.1,Final
2024-07-01,IA,Commercial,1138540.5,131239.56,251859.0,11.53,Final
2024-07-01,ID,Commercial,657731.99,63765.01,124046.0,9.69,Final
2024-07-01,IL,Commercial,4340908.5,518602.65,638316.0,11.95,Final
2024-07-01,IN,Commercial,2199555.7,275029.85,375118.0,12.5,Final
2024-07-01,KS,Commercial,1555828.4,191524.62,245597.0,12.31,Final
2024-07-01,KY,Commercial,1973973.5,219396.87,327582.0,11.11,Final
2024-07-01,LA,Commercial,2342341.1,234967.05,303093.0,10.03,Final
2024-07-01,MA,Commercial,2057831.7,431955.3,439712.0,20.99,Final
2024-07-01,MD,Commercial,2791651.3,363967.28,261304.0,13.04,Final
2024-07-01,ME,Commercial,387241.76,66239.73,113292.0,17.11,Final
2024-07-01,MI,Commercial,3582021.4,516135.36,564735.0,14.41,Final
2024-07-01,MN,Commercial,2050020.6,269992.89,309030.0,13.17,Final
2024-07-01,MO,Commercial,2838467.6,336940.06,404403.0,11.87,Final
2024-07-01,MS,Commercial,1436044.7,170554.64,247507.0,11.88,Final
2024-07-01,MT,Commercial,446321.32,55283.86,117912.0,12.39,Final
2024-07-01,NC,Commercial,4816851.3,497124.01,752408.0,10.32,Final
2024-07-01,ND,Commercial,943163.82,70830.55,77238.0,7.51,Final
2024-07-01,NE,Commercial,1172945.8,104231.84,162075.0,8.89,Final
2024-07-01,NH,Commercial,413056.62,76942.19,112160.0,18.63,Final
2024-07-01,NJ,Commercial,3623251.1,568417.73,540909.0,15.69,Final
2024-07-01,NM,Commercial,905656.22,106761.84,147887.0,11.79,Final
2024-07-01,NV,Commercial,1498090.7,149361.45,178229.0,9.97,Final
2024-07-01,NY,Commercial,7017949.8,1433111.5,1162279.0,20.42,Final
2024-07-01,OH,Commercial,4705226.9,494566.73,627771.0,10.51,Final
2024-07-01,OK,Commercial,2608728.0,244177.82,299136.0,9.36,Final
2024-07-01,OR,Commercial,2219994.2,226009.71,248035.0,10.18,Final
2024-07-01,PA,Commercial,3941515.3,431570.85,742664.0,10.95,Final
2024-07-01,RI,Commercial,395083.64,79421.86,63960.0,20.1,Final
2024-07-01,SC,Commercial,2719597.5,290864.7,414399.0,10.7,Final
2024-07-01,SD,Commercial,451528.11,48932.91,78607.0,10.84,Final
2024-07-01,TN,Commercial,3456284.2,414342.59,542157.0,11.99,Final
2024-07-01,TX,Commercial,15344113.0,1360511.9,1560793.0,8.87,Final
2024-07-01,UT,Commercial,1317432.1,135228.08,146198.0,10.26,Final
2024-07-01,VA,Commercial,7491540.2,649520.34,446198.0,8.67,Final
2024-07-01,VT,Commercial,189412.3,34885.08,64798.0,18.42,Final
2024-07-01,WA,Commercial,2920553.4,282958.72,406343.0,9.69,Final
2024-07-01,WI,Commercial,2173567.2,288191.62,368827.0,13.26,Final
2024-07-01,WV,Commercial,714078.74,79736.11,151976.0,11.17,Final
2024-07-01,WY,Commercial,443296.6,42147.97,59165.0,9.51,Final
2024-06-01,AK,Commercial,202219.4,44245.82,56992.0,21.88,Final
2024-06-01,AL,Commercial,2094496.6,287747.14,388335.0,13.74,Final
2024-06-01,AR,Commercial,1098398.2,110520.75,206453.0,10.06,Final
2024-06-01,AZ,Commercial,3449760.6,442719.59,348378.0,12.83,Final
2024-06-01,CA,Commercial,9650746.3,2517135.0,1742961.0,26.08,Final
2024-06-01,CO,Commercial,1772133.4,228082.74,405634.0,12.87,Final
2024-06-01,CT,Commercial,1051030.1,201393.5,156879.0,19.16,Final
2024-06-01,DC,Commercial,642529.36,108893.4,27507.0,16.95,Final
2024-06-01,DE,Commercial,418095.11,49636.81,60738.0,11.87,Final
2024-06-01,FL,Commercial,9102745.5,962621.21,1307766.0,10.58,Final
2024-06-01,GA,Commercial,5032314.9,575552.84,618728.0,11.44,Final
2024-06-01,HI,Commercial,233867.15,88596.83,59624.0,37.88,Final
2024-06-01,IA,Commercial,1095963.8,123186.95,251303.0,11.24,Final
2024-06-01,ID,Commercial,571646.84,55112.27,123832.0,9.64,Final
2024-06-01,IL,Commercial,3970442.5,487021.86,639262.0,12.27,Final
2024-06-01,IN,Commercial,2107714.3,264819.29,380644.0,12.56,Final
2024-06-01,KS,Commercial,1483852.7,170993.23,244851.0,11.52,Final
2024-06-01,KY,Commercial,1837301.4,213271.31,327218.0,11.61,Final
2024-06-01,LA,Commercial,2217387.1,218535.84,301298.0,9.86,Final
2024-06-01,MA,Commercial,1950286.1,405940.56,434157.0,20.81,Final
2024-06-01,MD,Commercial,2521020.0,324481.04,261588.0,12.87,Final
2024-06-01,ME,Commercial,327282.14,56811.63,109032.0,17.36,Final
2024-06-01,MI,Commercial,3285369.4,479924.65,564500.0,14.61,Final
2024-06-01,MN,Commercial,1859115.7,246885.37,308013.0,13.28,Final
2024-06-01,MO,Commercial,2725879.0,318260.03,403477.0,11.68,Final
2024-06-01,MS,Commercial,1308288.6,160521.05,246328.0,12.27,Final
2024-06-01,MT,Commercial,391664.18,48974.42,117590.0,12.5,Final
2024-06-01,NC,Commercial,4580752.3,468563.41,750989.0,10.23,Final
2024-06-01,ND,Commercial,899287.78,65610.57,77125.0,7.3,Final
2024-06-01,NE,Commercial,1101570.5,99239.19,161486.0,9.01,Final
2024-06-01,NH,Commercial,360699.37,68302.32,112384.0,18.94,Final
2024-06-01,NJ,Commercial,3308236.6,508573.79,538154.0,15.37,Final
2024-06-01,NM,Commercial,861523.11,95538.34,147463.0,11.09,Final
2024-06-01,NV,Commercial,1341661.5,145141.97,177236.0,10.82,Final
2024-06-01,NY,Commercial,6134879.4,1191121.0,1160605.0,19.42,Final
2024-06-01,OH,Commercial,4474490.7,467898.13,627368.0,10.46,Final
2024-06-01,OK,Commercial,2337393.9,223440.85,298244.0,9.56,Final
2024-06-01,OR,Commercial,1978050.2,201852.73,247523.0,10.2,Final
2024-06-01,PA,Commercial,3126269.3,336067.65,741783.0,10.75,Final
2024-06-01,RI,Commercial,331944.68,64545.83,63387.0,19.44,Final
2024-06-01,SC,Commercial,2406552.3,256349.0,420771.0,10.65,Final
2024-06-01,SD,Commercial,416648.78,46103.13,78166.0,11.07,Final
2024-06-01,TN,Commercial,3224451.4,387832.19,542294.0,12.03,Final
2024-06-01,TX,Commercial,14278922.0,1255212.3,1551549.0,8.79,Final
2024-06-01,UT,Commercial,1312713.7,116929.41,145772.0,8.91,Final
2024-06-01,VA,Commercial,7184683.3,647658.58,445446.0,9.01,Final
2024-06-01,VT,Commercial,166662.51,31493.27,64243.0,18.9,Final
2024-06-01,WA,Commercial,2613138.7,252840.0,402693.0,9.68,Final
2024-06-01,WI,Commercial,2018100.7,260140.07,369092.0,12.89,Final
2024-06-01,WV,Commercial,664158.19,76820.06,151850.0,11.57,Final
2024-06-01,WY,Commercial,424711.69,39265.89,59063.0,9.25,Final
2024-05-01,AK,Commercial,207186.36,43831.54,57025.0,21.16,Final
2024-05-01,AL,Commercial,1979113.6,258888.21,390381.0,13.08,Final
2024-05-01,AR,Commercial,941038.77,95137.28,206230.0,10.11,Final
2024-05-01,AZ,Commercial,2997149.3,381425.83,347934.0,12.73,Final
2024-05-01,CA,Commercial,9027871.5,2148375.3,1799639.0,23.8,Final
2024-05-01,CO,Commercial,1632720.2,185824.12,405777.0,11.38,Final
2024-05-01,CT,Commercial,952886.96,183958.53,156883.0,19.31,Final
2024-05-01,DC,Commercial,559505.73,94767.22,27492.0,16.94,Final
2024-05-01,DE,Commercial,340792.28,39003.78,60701.0,11.45,Final
2024-05-01,FL,Commercial,9020524.7,946738.47,1307721.0,10.5,Final
2024-05-01,GA,Commercial,4615262.8,476227.3,618849.0,10.32,Final
2024-05-01,HI,Commercial,235106.91,92001.85,59610.0,39.13,Final
2024-05-01,IA,Commercial,1014230.0,101315.53,251826.0,9.99,Final
2024-05-01,ID,Commercial,537136.76,49225.96,123880.0,9.16,Final
2024-05-01,IL,Commercial,3281755.6,415243.76,638996.0,12.65,Final
2024-05-01,IN,Commercial,1753033.4,219755.7,368876.0,12.54,Final
2024-05-01,KS,Commercial,1308689.8,137497.62,244927.0,10.51,Final
2024-05-01,KY,Commercial,1639090.9,187125.95,327397.0,11.42,Final
2024-05-01,LA,Commercial,1927313.7,195477.54,301427.0,10.14,Final
2024-05-01,MA,Commercial,1889141.3,390344.18,445437.0,20.66,Final
2024-05-01,MD,Commercial,2285279.2,285160.24,261572.0,12.48,Final
2024-05-01,ME,Commercial,313694.19,57461.37,112320.0,18.32,Final
2024-05-01,MI,Commercial,3094050.1,448705.64,564680.0,14.5,Final
2024-05-01,MN,Commercial,1789904.5,218960.62,308854.0,12.23,Final
2024-05-01,MO,Commercial,2402857.0,226090.24,403981.0,9.41,Final
2024-05-01,MS,Commercial,1185090.5,144034.54,246830.0,12.15,Final
2024-05-01,MT,Commercial,397095.84,48843.65,117494.0,12.3,Final
2024-05-01,NC,Commercial,4165477.5,423623.38,751096.0,10.17,Final
2024-05-01,ND,Commercial,929162.4,66905.37,77203.0,7.2,Final
2024-05-01,NE,Commercial,1023085.8,81824.85,161855.0,8.0,Final
2024-05-01,NH,Commercial,312732.63,59990.53,112344.0,19.18,Final
2024-05-01,NJ,Commercial,2878014.7,424238.83,539811.0,14.74,Final
2024-05-01,NM,Commercial,787857.21,80806.64,148413.0,10.26,Final
2024-05-01,NV,Commercial,1180260.6,119604.67,176389.0,10.13,Final
2024-05-01,NY,Commercial,5220469.4,925806.79,1163452.0,17.73,Final
2024-05-01,OH,Commercial,4341380.1,453362.51,627652.0,10.44,Final
2024-05-01,OK,Commercial,2087390.0,168009.07,298355.0,8.05,Final
2024-05-01,OR,Commercial,1962882.6,199782.8,247797.0,10.18,Final
2024-05-01,PA,Commercial,3004295.8,334651.39,739019.0,11.14,Final
2024-05-01,RI,Commercial,304999.05,59760.83,62861.0,19.59,Final
2024-05-01,SC,Commercial,2281929.7,227319.59,407282.0,9.96,Final
2024-05-01,SD,Commercial,389771.5,40082.01,78395.0,10.28,Final
2024-05-01,TN,Commercial,2897079.0,331272.23,542924.0,11.43,Final
2024-05-01,TX,Commercial,13744044.0,1155559.6,1555757.0,8.41,Final
2024-05-01,UT,Commercial,1129794.8,99937.52,145653.0,8.85,Final
2024-05-01,VA,Commercial,6106144.9,554807.13,445520.0,9.09,Final
2024-05-01,VT,Commercial,156428.95,29364.73,64003.0,18.77,Final
2024-05-01,WA,Commercial,2682291.5,259170.12,408716.0,9.66,Final
2024-05-01,WI,Commercial,1866789.7,237645.67,369334.0,12.73,Final
2024-05-01,WV,Commercial,653989.05,77317.9,151943.0,11.82,Final
2024-05-01,WY,Commercial,429895.32,39131.88,58966.0,9.1,Final
2024-04-01,AK,Commercial,212592.78,45985.55,56833.0,21.63,Final
2024-04-01,AL,Commercial,1673088.6,230699.78,389995.0,13.79,Final
2024-04-01,AR,Commercial,837327.49,85670.95,206923.0,10.23,Final
2024-04-01,AZ,Commercial,2573520.2,310276.89,347269.0,12.06,Final
2024-04-01,CA,Commercial,8759448.4,2003677.5,1772847.0,22.87,Final
2024-04-01,CO,Commercial,1602419.4,183135.93,405297.0,11.43,Final
2024-04-01,CT,Commercial,830487.73,171035.91,156825.0,20.59,Final
2024-04-01,DC,Commercial,510597.15,87470.23,27480.0,17.13,Final
2024-04-01,DE,Commercial,293809.43,37234.65,60561.0,12.67,Final
2024-04-01,FL,Commercial,7602738.1,869442.15,1306160.0,11.44,Final
2024-04-01,GA,Commercial,4197120.7,437871.74,617767.0,10.43,Final
2024-04-01,HI,Commercial,218553.36,87741.49,59773.0,40.15,Final
2024-04-01,IA,Commercial,978575.8,90799.22,251333.0,9.28,Final
2024-04-01,ID,Commercial,530209.78,48857.29,123772.0,9.21,Final
2024-04-01,IL,Commercial,3275500.6,379834.59,643256.0,11.6,Final
2024-04-01,IN,Commercial,1983517.9,222279.76,374026.0,11.21,Final
2024-04-01,KS,Commercial,1156595.7,125386.32,244664.0,10.84,Final
2024-04-01,KY,Commercial,1518855.3,174091.26,326706.0,11.46,Final
2024-04-01,LA,Commercial,1703264.5,185362.47,300737.0,10.88,Final
2024-04-01,MA,Commercial,1881527.7,370375.2,446682.0,19.68,Final
2024-04-01,MD,Commercial,2017359.0,254047.68,261475.0,12.59,Final
2024-04-01,ME,Commercial,327760.43,58875.66,112041.0,17.96,Final
2024-04-01,MI,Commercial,2814608.8,400734.57,563660.0,14.24,Final
2024-04-01,MN,Commercial,1681865.1,198837.13,307769.0,11.82,Final
2024-04-01,MO,Commercial,2181051.0,207865.88,402948.0,9.53,Final
2024-04-01,MS,Commercial,1007292.4,128190.69,246737.0,12.73,Final
2024-04-01,MT,Commercial,397970.7,46831.33,117884.0,11.77,Final
2024-04-01,NC,Commercial,3699820.0,390025.86,750370.0,10.54,Final
2024-04-01,ND,Commercial,875637.08,62281.5,77077.0,7.11,Final
2024-04-01,NE,Commercial,948657.9,74198.81,161152.0,7.82,Final
2024-04-01,NH,Commercial,304306.19,58028.33,111947.0,19.07,Final
2024-04-01,NJ,Commercial,2743890.7,387505.56,541046.0,14.12,Final
2024-04-01,NM,Commercial,698849.65,69883.64,148700.0,10.0,Final
2024-04-01,NV,Commercial,1059645.2,108816.48,176010.0,10.27,Final
2024-04-01,NY,Commercial,5327747.1,926126.59,1161074.0,17.38,Final
2024-04-01,OH,Commercial,3860417.2,412835.77,627115.0,10.69,Final
2024-04-01,OK,Commercial,1805088.7,146629.53,297843.0,8.12,Final
2024-04-01,OR,Commercial,1926739.4,195762.03,247202.0,10.16,Final
2024-04-01,PA,Commercial,2794868.7,314560.0,739623.0,11.25,Final
2024-04-01,RI,Commercial,283391.76,53401.6,63454.0,18.84,Final
2024-04-01,SC,Commercial,2010678.1,205252.97,412441.0,10.21,Final
2024-04-01,SD,Commercial,397741.54,40435.21,77940.0,10.17,Final
2024-04-01,TN,Commercial,2640619.3,316295.11,540812.0,11.98,Final
2024-04-01,TX,Commercial,12161093.0,1011870.6,1555010.0,8.32,Final
2024-04-01,UT,Commercial,1034716.8,90620.59,145355.0,8.76,Final
2024-04-01,VA,Commercial,6057841.0,540730.58,445138.0,8.93,Final
2024-04-01,VT,Commercial,147150.89,27468.83,63894.0,18.67,Final
2024-04-01,WA,Commercial,2696409.1,259737.52,405924.0,9.63,Final
2024-04-01,WI,Commercial,1755252.4,217609.66,368189.0,12.4,Final
2024-04-01,WV,Commercial,542342.74,65670.32,151923.0,12.11,Final
2024-04-01,WY,Commercial,431929.38,38645.57,58827.0,8.95,Final
2024-03-01,AK,Commercial,214193.66,48698.71,56743.0,22.74,Final
2024-03-01,AL,Commercial,1631880.2,227407.6,387335.0,13.94,Final
2024-03-01,AR,Commercial,844370.53,90376.35,206314.0,10.7,Final
2024-03-01,AZ,Commercial,2449722.9,285868.79,347625.0,11.67,Final
2024-03-01,CA,Commercial,8741596.2,2077588.3,1774289.0,23.77,Final
