q_id,q_status,q_date,prop_date,ia_date,IA_phase_clean,county,state,region,project_name,utility,entity,developer,service,project_type,type_1,type_2,type_3,type_clean,Technology Group,mw_1,mw_2,mw_3,Generation MW,Storage MW,Queue MW,Queue Accounting,q_year,prop_year
25INR0550,active,2024-02-02 00:00:00,2027-09-30 00:00:00,,Facility Study,Brazoria,TX,ERCOT,Carolina Storage Friendswood,,ERCOT,"CSE Storage, LLC",,Generation,Battery,,,Battery,Battery storage,105.08,,,,105.08,105.08,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0552,active,2023-10-04 00:00:00,2028-05-15 00:00:00,,Facility Study,Cameron,TX,ERCOT,HarryoungBESS,,ERCOT,Gransolar Texas Four LLC,,Generation,Battery,Battery,,Solar+Battery,Solar,190.01,,,,190.01,190.01,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
25INR0554,active,2024-01-11 00:00:00,2027-10-01 00:00:00,2024-10-18 00:00:00,IA Executed,Brazoria,TX,ERCOT,Dan Kearney BESS,,ERCOT,Dan Kearney BESS LLC,,Generation,Battery,,,Battery,Battery storage,204.38,,,,204.38,204.38,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0555,active,2023-10-30 00:00:00,2027-02-01 00:00:00,,Facility Study,Brazoria,TX,ERCOT,Stargazer Solar,,ERCOT,Stargazer Solar LLC,,Generation,Solar,Battery,,Solar+Battery,Solar,157.7,,,157.7,,157.7,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
25INR0556,active,2023-10-30 00:00:00,2027-02-01 00:00:00,,Facility Study,Brazoria,TX,ERCOT,Stargazer BESS,,ERCOT,Stargazer Solar LLC,,Generation,Battery,Battery,,Solar+Battery,Solar,104.5,,,,104.5,104.5,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
25INR0557,active,2023-10-13 00:00:00,2027-03-31 00:00:00,2025-03-20 00:00:00,IA Executed,Upton,TX,ERCOT,McCamey's Castle Battery,,ERCOT,"Castle Storage, LLC",,Generation,Battery,,,Battery,Battery storage,409.6,,,,409.6,409.6,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
25INR0558,active,2023-12-04 00:00:00,2028-12-30 00:00:00,,Facility Study,Throckmorton,TX,ERCOT,Ayass BESS,,ERCOT,"Harvick BESS, LLC",,Generation,Battery,,,Battery,Battery storage,51.28,,,,51.28,51.28,Submitted components; hybrid-storage imputation excluded,2023.0,2028.0
25INR0566,active,2023-10-25 00:00:00,2027-12-31 00:00:00,,Facility Study,Brazoria,TX,ERCOT,Copano Bay Energy Storage,,ERCOT,"Copano Bay Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,201.04,,,,201.04,201.04,Submitted components; hybrid-storage imputation excluded,2023.0,2027.0
25INR0578,active,2024-01-11 00:00:00,2026-08-15 00:00:00,,IA Executed,Glasscock,TX,ERCOT,Forest Creek Wind Repower,,ERCOT,"Forest Creek Wind Farm, LLC",,Generation,Wind,,,Wind,Wind,125.1,,,125.1,,125.1,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0579,active,2024-02-27 00:00:00,2028-02-22 00:00:00,,Facility Study,Mclennan,TX,ERCOT,Albatross BESS 2,,ERCOT,"Albatross Solar, LLC",,Generation,Battery,,,Battery,Battery storage,159.6,,,,159.6,159.6,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0582,active,2024-02-27 00:00:00,2027-02-09 00:00:00,,Facility Study,Wharton,TX,ERCOT,Maleza Storage II,,ERCOT,"Brush Storage, LLC",,Generation,Battery,,,Battery,Battery storage,256.1,,,,256.1,256.1,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0583,active,2024-02-27 00:00:00,2027-09-15 00:00:00,,Facility Study,Archer,TX,ERCOT,Shannon Wind Repower,,ERCOT,"Shannon Wind, LLC",,Generation,Wind,,,Wind,Wind,18.52,,,18.52,,18.52,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0586,active,2024-05-20 00:00:00,2028-04-17 00:00:00,,Facility Study,Armstrong,TX,ERCOT,Zeus Armstrong Solar,,ERCOT,"Armstrong Solar, LLC",,Generation,Solar,Battery,,Solar+Battery,Solar,503.56,,,503.56,,503.56,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0587,active,2024-03-22 00:00:00,2028-04-17 00:00:00,,Facility Study,Armstrong,TX,ERCOT,Zeus Armstrong BESS,,ERCOT,"Armstrong BESS, LLC",,Generation,Battery,Battery,,Solar+Battery,Solar,1043.08,,,,1043.08,1043.08,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0588,active,2024-03-22 00:00:00,2029-04-17 00:00:00,,Facility Study,Mitchell,TX,ERCOT,Zeus Mitchell Solar,,ERCOT,"Mitchell Solar, LLC",,Generation,Solar,Battery,,Solar+Battery,Solar,804.71,,,804.71,,804.71,Submitted components; hybrid-storage imputation excluded,2024.0,2029.0
25INR0589,active,2024-05-20 00:00:00,2029-04-17 00:00:00,,Facility Study,Mitchell,TX,ERCOT,Zeus Mitchell BESS,,ERCOT,Mitchell BESS,,Generation,Battery,Battery,,Solar+Battery,Solar,1042.94,,,,1042.94,1042.94,Submitted components; hybrid-storage imputation excluded,2024.0,2029.0
25INR0590,active,2024-03-22 00:00:00,2027-03-01 00:00:00,,Facility Study,Rusk,TX,ERCOT,Zeus Rusk Solar,,ERCOT,"Rusk Solar, LLC",,Generation,Solar,Battery,,Solar+Battery,Solar,26.8,,,26.8,,26.8,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0591,active,2024-04-09 00:00:00,2027-03-01 00:00:00,,Facility Study,Rusk,TX,ERCOT,Zeus Rusk BESS,,ERCOT,"Rusk BESS, LLC",,Generation,Battery,Battery,,Solar+Battery,Solar,208.8,,,,208.8,208.8,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0592,active,2024-08-22 00:00:00,2025-12-03 00:00:00,,IA Executed,Dimmit,TX,ERCOT,Carrizo Springs BESS,,ERCOT,Regis Carrizo Springs LLC,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,2024.0,2025.0
25INR0593,active,,2026-04-30 00:00:00,2023-11-29 00:00:00,IA Executed,Maverick,TX,ERCOT,Escondido BESS,,ERCOT,Regis Escondido LLC,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0597,active,,2026-01-23 00:00:00,2023-11-07 00:00:00,IA Executed,Wilson,TX,ERCOT,Lyssy BESS,,ERCOT,Regis Lyssy LLC,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0606,active,2024-02-26 00:00:00,2027-09-30 00:00:00,,Facility Study,Ward,TX,ERCOT,Proteus Thornton Ranch Solar SLF,,ERCOT,"Thornton Ranch Solar, LLC",,Generation,Solar,Battery,,Solar+Battery,Solar,180.0,,,180.0,,180.0,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0608,active,2024-03-22 00:00:00,2028-09-30 00:00:00,,Facility Study,Glasscock,TX,ERCOT,Proteus London-Leigh Solar SLF,,ERCOT,"London Leigh Solar, LLC",,Generation,Solar,Battery,,Solar+Battery,Solar,600.0,,,600.0,,600.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0610,active,2024-02-26 00:00:00,2027-12-01 00:00:00,,Facility Study,Medina,TX,ERCOT,Adam Bryant BESS,,ERCOT,Adam Bryant BESS LLC,,Generation,Battery,,,Battery,Battery storage,99.52,,,,99.52,99.52,Submitted components; hybrid-storage imputation excluded,2024.0,2027.0
25INR0611,active,2024-02-02 00:00:00,2029-05-01 00:00:00,,Facility Study,Howard,TX,ERCOT,Carolina Storage Odessa,,ERCOT,"CSE Storage, LLC",,Generation,Battery,,,Battery,Battery storage,202.8,,,,202.8,202.8,Submitted components; hybrid-storage imputation excluded,2024.0,2029.0
25INR0621,active,2024-04-09 00:00:00,2026-12-01 00:00:00,,Facility Study,Live Oak,TX,ERCOT,Anagram Solar,,ERCOT,Anagram Solar,,Generation,Solar,,,Solar,Solar,130.56,,,130.56,,130.56,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0622,active,2024-02-26 00:00:00,2026-12-22 00:00:00,,Facility Study,Kinney,TX,ERCOT,Turkey Creek Solar SLF,,ERCOT,Greenray Solar Corporation,,Generation,Solar,Battery,,Solar+Battery,Solar,180.9,,,180.9,,180.9,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0628,active,2024-02-26 00:00:00,2028-08-01 00:00:00,,Facility Study,Archer,TX,ERCOT,Carolina Storage Wichita Falls,,ERCOT,"CSE Storage, LLC",,Generation,Battery,,,Battery,Battery storage,202.0,,,,202.0,202.0,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0629,active,2024-07-01 00:00:00,2028-10-03 00:00:00,,Facility Study,Howard,TX,ERCOT,Carolina Storage Midland,,ERCOT,"CSE Storage, LLC",,Generation,Battery,,,Battery,Battery storage,204.7,,,,204.7,204.7,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0632,active,2024-05-20 00:00:00,2028-04-19 00:00:00,,Facility Study,Fisher,TX,ERCOT,Jenna Eco-Electric Solar,,ERCOT,"Clean Energy Holdings, LLC",,Generation,Solar,,,Solar,Solar,576.3,,,576.3,,576.3,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0647,active,2024-04-03 00:00:00,2026-02-27 00:00:00,,IA Executed,Nueces,TX,ERCOT,Lantana BESS,,ERCOT,Aggreko MSR Grid PC2,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0648,active,,2026-01-03 00:00:00,2024-03-17 00:00:00,IA Executed,Cameron,TX,ERCOT,East Harrison BESS,,ERCOT,Aggreko MSR Grid PC5,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0649,active,,2026-02-26 00:00:00,2024-03-17 00:00:00,IA Executed,Cameron,TX,ERCOT,Olmito BESS,,ERCOT,Aggreko MSR Grid PC7,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0650,active,,2026-04-08 00:00:00,2025-02-26 00:00:00,IA Executed,Hays,TX,ERCOT,Buda BESS,,ERCOT,Buda Infra LLC,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0653,active,2024-07-22 00:00:00,2028-11-30 00:00:00,,Facility Study,Kimble,TX,ERCOT,Southfork Energy Storage,,ERCOT,"Southfork Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,306.4,,,,306.4,306.4,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0655,active,,2026-04-02 00:00:00,2025-01-02 00:00:00,IA Executed,Reeves,TX,ERCOT,Elm Street BESS,,ERCOT,Elm St Infra LLC,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0656,active,2024-06-03 00:00:00,2028-04-21 00:00:00,,Facility Study,Wise,TX,ERCOT,Gilleys Energy Storage,,ERCOT,"Gilleys Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,306.4,,,,306.4,306.4,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0657,active,2024-05-09 00:00:00,2028-04-21 00:00:00,2025-12-05 00:00:00,IA Executed,Jack,TX,ERCOT,O'Bannion Energy Storage,,ERCOT,"O'Bannion Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,306.4,,,,306.4,306.4,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0660,active,2024-05-09 00:00:00,2028-09-30 00:00:00,,Facility Study,Jack,TX,ERCOT,Wooderson Energy Storage,,ERCOT,"Wooderson Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,306.4,,,,306.4,306.4,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0661,active,2024-05-20 00:00:00,2028-09-25 00:00:00,2025-12-30 00:00:00,IA Executed,Erath,TX,ERCOT,McCrae Energy Storage,,ERCOT,"McCrae Energy Storage, LLC",,Generation,Battery,,,Battery,Battery storage,306.35,,,,306.35,306.35,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0665,active,,2025-12-12 00:00:00,2025-02-07 00:00:00,IA Executed,Guadalupe,TX,ERCOT,CPS Rio Nogales CT201 Rotor Replacement,,ERCOT,CPS Energy,,Generation,Gas,,,Gas,Natural gas,3.1,,,3.1,,3.1,Submitted components; hybrid-storage imputation excluded,,2025.0
25INR0666,active,2024-05-20 00:00:00,2028-01-15 00:00:00,,Facility Study,Lampasas,TX,ERCOT,GIBSON BRANCH BESS,,ERCOT,Gibson Branch BESS LLC,,Generation,Battery,,,Battery,Battery storage,142.9,,,,142.9,142.9,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0672,active,2024-06-03 00:00:00,2026-03-15 00:00:00,,IA Executed,Childress,TX,ERCOT,Fagus Solar Park 2 SLF,,ERCOT,"Excel Advantage Services, LLC dba Misae Solar Park II",,Generation,Solar,Battery,,Solar+Battery,Solar,166.57,,,166.57,,166.57,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0673,active,2024-09-04 00:00:00,2026-02-16 00:00:00,,Facility Study,Wharton,TX,ERCOT,PHOTON SOLAR 4 SLF,,ERCOT,"GulfStar Power, LLC",,Generation,Solar,,,Solar,Solar,105.98,,,105.98,,105.98,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0688,active,2024-08-27 00:00:00,2025-12-15 00:00:00,2025-04-30 00:00:00,IA Executed,Travis,TX,ERCOT,Giga Texas Data Center,,ERCOT,"Giga Texas Energy, LLC",,Generation,Battery,,,Battery,Battery storage,133.0,,,,133.0,133.0,Submitted components; hybrid-storage imputation excluded,2024.0,2025.0
25INR0693,active,2024-11-26 00:00:00,2028-02-16 00:00:00,,Facility Study,Houston,TX,ERCOT,Leon BESS,,ERCOT,Leon BESS,,Generation,Battery,Battery,,Solar+Battery,Solar,153.7,,,,153.7,153.7,Submitted components; hybrid-storage imputation excluded,2024.0,2028.0
25INR0696,active,,2026-01-30 00:00:00,2024-02-26 00:00:00,IA Executed,Jim Wells,TX,ERCOT,BESS Stadium,,ERCOT,Grenergy USA,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0697,active,,2026-02-16 00:00:00,2024-02-26 00:00:00,IA Executed,Cameron,TX,ERCOT,MESQUITE BESS,,ERCOT,Grenergy USA,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0701,active,2024-09-12 00:00:00,2026-01-30 00:00:00,,IA Executed,Taylor,TX,ERCOT,Abilene Elmcreek BESS,,ERCOT,DGSP2 LLC,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0702,active,2024-09-12 00:00:00,2026-01-15 00:00:00,,IA Executed,Taylor,TX,ERCOT,Abilene Industrial Park BESS,,ERCOT,Distributed Generation Solutions LLC,,Generation,Battery,,,Battery,Battery storage,9.9,,,,9.9,9.9,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0706,active,2024-10-10 00:00:00,2026-06-30 00:00:00,2025-08-19 00:00:00,IA Executed,Brazoria,TX,ERCOT,Bocanova Power II,,ERCOT,Bocanova Power II LLC,,Generation,Battery,,,Battery,Battery storage,150.46,,,,150.46,150.46,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0710,active,2024-10-01 00:00:00,2026-03-02 00:00:00,2025-03-03 00:00:00,IA Executed,Ward,TX,ERCOT,Cedarvale Gas,,ERCOT,RPC Merchant LLC,,Generation,Gas,,,Gas,Natural gas,9.9,,,9.9,,9.9,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0715,active,2024-10-17 00:00:00,2026-01-26 00:00:00,,IA Executed,Atascosa,TX,ERCOT,Poteet BESS,,ERCOT,"HEN INFRASTRUCTURE, LLC 1",,Generation,Battery,,,Battery,Battery storage,9.95,,,,9.95,9.95,Submitted components; hybrid-storage imputation excluded,2024.0,2026.0
25INR0717,active,2025-07-11 00:00:00,2026-01-01 00:00:00,2025-08-12 00:00:00,IA Executed,Bexar,TX,ERCOT,Beck_Road BESS1,,ERCOT,Bexar Corrilla LLC,,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,2025.0,2026.0
25INR0718,active,,2026-03-02 00:00:00,2025-03-03 00:00:00,IA Executed,Ward,TX,ERCOT,Pyote Gas,,ERCOT,RPC Merchant LLC,,Generation,Gas,,,Gas,Natural gas,9.9,,,9.9,,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0741,active,,2026-01-15 00:00:00,2025-10-21 00:00:00,IA Executed,Wharton,TX,ERCOT,Hollywood Solar Repower,,ERCOT,RED TAILED HAWK SOLAR LLC,,Generation,Solar,,,Solar,Solar,9.9,,,9.9,,9.9,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0742,active,,2025-12-15 00:00:00,2024-04-30 00:00:00,IA Executed,Harris,TX,ERCOT,Gears BESS2,,ERCOT,"ESTX-PLD-HOUSTON7, LLC",,Generation,Battery,,,Battery,Battery storage,9.95,,,,9.95,9.95,Submitted components; hybrid-storage imputation excluded,,2025.0
25INR0743,active,2025-02-06 00:00:00,2025-12-15 00:00:00,2025-05-23 00:00:00,IA Executed,Harris,TX,ERCOT,BERRY BESS1,,ERCOT,"ESTX-PLD-HOUSTON8, LLC",,Generation,Battery,,,Battery,Battery storage,9.95,,,,9.95,9.95,Submitted components; hybrid-storage imputation excluded,2025.0,2025.0
25INR0747,active,2025-03-06 00:00:00,2025-12-30 00:00:00,2025-03-13 00:00:00,IA Executed,Scurry,TX,ERCOT,Knapp BESS,,ERCOT,"Knapp ESS Assets, LLC",,Generation,Battery,,,Battery,Battery storage,9.95,,,,9.95,9.95,Submitted components; hybrid-storage imputation excluded,2025.0,2025.0
25INR0763,active,2025-04-25 00:00:00,2026-01-30 00:00:00,,IA Executed,Pecos,TX,ERCOT,Alamo Street BESS,,ERCOT,"Alamo Clean Energy Center, LLC",,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,2025.0,2026.0
25INR0764,active,,2026-01-30 00:00:00,2024-12-27 00:00:00,IA Executed,Pecos,TX,ERCOT,Downtown BESS,,ERCOT,"Fort Stockton Clean Energy Center, LLC",,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0765,active,,2026-01-24 00:00:00,2024-12-27 00:00:00,IA Executed,Reeves,TX,ERCOT,Elm Street BESS2,,ERCOT,"North Pecos Clean Energy Center, LLC",,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,,2026.0
25INR0766,active,2025-03-28 00:00:00,2026-01-31 00:00:00,,IA Executed,Cameron,TX,ERCOT,Mesquite BESS2,,ERCOT,"Mesquite Clean Energy Center, LLC",,Generation,Battery,,,Battery,Battery storage,9.99,,,,9.99,9.99,Submitted components; hybrid-storage imputation excluded,2025.0,2026.0
26INR0001,active,2019-09-27 00:00:00,2028-07-15 00:00:00,,Facility Study,Grimes,TX,ERCOT,Turin TxHSR TPSS HN-6,,ERCOT,"Texas Central Rail Holdings, LLC",,Generation,Other,,,Other,Other,50.0,,,50.0,,50.0,Submitted components; hybrid-storage imputation excluded,2019.0,2028.0
26INR0004,active,2022-03-14 00:00:00,2026-02-15 00:00:00,,Facility Study,Grimes,TX,ERCOT,GRIMES SOLAR,,ERCOT,CG Grimes County LLC,,Generation,Solar,,,Solar,Solar,153.45,,,153.45,,153.45,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
26INR0008,active,2022-05-16 00:00:00,2026-12-31 00:00:00,,Facility Study,Cameron,TX,ERCOT,Puerto Del Sol 1,,ERCOT,"PUERTO DEL SOL, LLC",,Generation,Solar,,,Solar,Solar,213.8,,,213.8,,213.8,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
26INR0019,active,2022-09-27 00:00:00,2027-12-01 00:00:00,,Facility Study,Victoria,TX,ERCOT,HyFuels Green Lake Solar,,ERCOT,HyFuels Green Lake Solar LLC,,Generation,Solar,,,Solar,Solar,347.0,,,347.0,,347.0,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
26INR0021,active,2022-09-27 00:00:00,2027-06-30 00:00:00,2024-07-24 00:00:00,IA Executed,Victoria,TX,ERCOT,Crossroads Wind,,ERCOT,HyFuels Green Lake Wind LLC,,Generation,Wind,,,Wind,Wind,276.8,,,276.8,,276.8,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
26INR0023,active,2022-09-15 00:00:00,2026-07-01 00:00:00,2024-05-21 00:00:00,IA Executed,Leon,TX,ERCOT,Leon Solar Park,,ERCOT,Misae Solar IV LLC,,Generation,Solar,Battery,,Solar+Battery,Solar,210.11,,,210.11,,210.11,Submitted components; hybrid-storage imputation excluded,2022.0,2026.0
26INR0024,active,2022-09-21 00:00:00,2027-12-01 00:00:00,,Facility Study,Webb,TX,ERCOT,Becerra Creek Storage 1,,ERCOT,"Bordas Renewable Energy, LLC",,Generation,Battery,,,Battery,Battery storage,125.62,,,,125.62,125.62,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
26INR0028,active,2022-10-18 00:00:00,2027-10-01 00:00:00,,Facility Study,Victoria,TX,ERCOT,HyFuels Calhoun Solar,,ERCOT,HyFuels Green Lake Solar LLC,,Generation,Solar,,,Solar,Solar,301.82,,,301.82,,301.82,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
26INR0033,active,2022-11-07 00:00:00,2027-09-24 00:00:00,2025-08-11 00:00:00,IA Executed,Freestone,TX,ERCOT,Fairway Storage,,ERCOT,Fairway Storage LLC,,Generation,Battery,,,Battery,Battery storage,120.3,,,,120.3,120.3,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
26INR0034,active,2022-11-07 00:00:00,2027-07-01 00:00:00,2024-06-27 00:00:00,IA Executed,Reeves,TX,ERCOT,Bracero Pecan Storage,,ERCOT,Bracero Pecan Storage LLC,,Generation,Battery,,,Battery,Battery storage,238.21,,,,238.21,238.21,Submitted components; hybrid-storage imputation excluded,2022.0,2027.0
