IXP Name,Location,State,State Assignment,Physical Locations,Reported Members,Observation Date,Source,Source URL,Evidence Class,Evidence Grade,Boundary
BGP.Exchange - New York,New York,NY,city_crosswalk,2,41,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Central X Exchange - CXIX - Great Lakes,NewYork,NY,city_crosswalk,2,40,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Megaport MegaIX New York,New York,NY,city_crosswalk,24,20,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
DACS-IX North Region,New York,NY,city_crosswalk,1,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ohio IX,Columbus,OH,city_crosswalk,16,52,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Columbus Internet Exchange - CMH-IX,Columbus,OH,city_crosswalk,1,7,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
North East Ohio Internet Exchange - NEO-IX,"Akron, Ohio",OH,source_location,3,7,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
MidWest-IX - Ohio - FD-IX - Ohio,"Cleveland, Ohio",OH,source_location,10,5,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Cleveland Internet Exchange - CL-IX,"Cleveland, OH",OH,source_location,1,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Internet Exchange Oklahoma City - iX-OKC,Oklahoma City,OK,city_crosswalk,1,16,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
"Northwest Access Exchange, Inc. - NWAX",Portland,OR,exchange_identity,12,94,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Central Oregon Internet Exchange,Bend,OR,city_crosswalk,2,14,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Willamette Internet Exchange,Eugene,OR,city_crosswalk,1,12,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Amateur IX,Ashland,OR,inferred_from_exchange_identity,1,6,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Southern Oregon Access Exchange - SOAX,Medford,OR,city_crosswalk,1,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Pittsburgh Internet Exchange - PIT-IX,Pittsburgh,PA,city_crosswalk,3,35,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Philadelphia Internet Exchange - PhillyIX,Philadelphia,PA,city_crosswalk,3,27,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
New York International Internet eXchange - Philadelphia - NYIIX Philadelphia,Philadelphia,PA,city_crosswalk,1,5,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Nashville Internet Exchange - NashIX,Nashville,TN,city_crosswalk,1,7,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Equinix Internet Exchange Dallas - Equinix Dallas,Dallas,TX,city_crosswalk,6,205,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
DE-CIX Dallas,Dallas,TX,city_crosswalk,18,161,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Houston Internet Exchange - HOUIX,Houston,TX,city_crosswalk,4,60,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Megaport MegaIX Dallas,Dallas,TX,city_crosswalk,29,29,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
BGP.Exchange - Dallas,Dallas,TX,city_crosswalk,1,20,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
MEX-IX McAllen,McAllen,TX,city_crosswalk,1,19,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Digital Realty Dallas Internet Exchange,Dallas,TX,city_crosswalk,2,11,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
MIDSOUTH U.S. Internet Exchange - MUS-IX,"Dallas, TX",TX,source_location,2,11,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
DE-CIX Houston,Houston,TX,city_crosswalk,2,10,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Dallas Internet Exange Point - DFW-IX,Dallas,TX,city_crosswalk,7,8,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
MEX-IX El Paso,El Paso,TX,city_crosswalk,1,7,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ninja-IX Dallas,Dallas,TX,city_crosswalk,2,7,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
FD-IX Houston - FD-IX - Houston,Houston,TX,city_crosswalk,7,6,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
San Antonio Internet Exchange - SAT-IX,"San Antonio, TX",TX,source_location,1,5,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
FD-IX - Amarillo,Amarillo,TX,city_crosswalk,1,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Fiber Data Internet Exchange - FD-IX - Austin,Austin,TX,city_crosswalk,4,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
BroadBand Internet eXchange Dallas - BBIX Dallas,Dallas,TX,city_crosswalk,1,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
CyrusOne Internet Exchange - CyrusOne IX Dallas,Dallas,TX,city_crosswalk,0,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ninja-IX Houston,Houston,TX,city_crosswalk,1,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ninja-IX Auburn,Auburn,UNKNOWN,ambiguous_location,1,6,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Salt Lake Internet Exchange - SLIX - Salt Lake City Internet Exchange,Salt Lake City,UT,city_crosswalk,5,35,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
GraniteIX - Salt Lake City,"Salt Lake City, UT",UT,source_location,9,21,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Southern Utah Peering Regional Network - SUPRnet,Saint George,UT,city_crosswalk,1,18,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Mountain West Internet Exchange,Salt Lake City,UT,city_crosswalk,9,11,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Equinix Internet Exchange Ashburn - Equinix Ashburn,Ashburn,VA,city_crosswalk,3,346,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
"LINX Northern Virginia, Ashburn, Reston and Manassas - LINX NoVA",Northern Virginia,VA,exchange_identity,12,56,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
NVIX,Ashburn,VA,city_crosswalk,1,56,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Megaport MegaIX Ashburn,Ashburn,VA,city_crosswalk,37,44,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Community IX - Northern Virginia - CIX-NoVA,"Ashburn, Reston, Washington DC",VA,exchange_identity,6,25,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
DE-CIX Richmond,Ashland,VA,exchange_identity,3,21,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Digital Realty Ashburn Internet Exchange,Ashburn,VA,city_crosswalk,2,10,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ninja-IX Richmond,Richmond,VA,city_crosswalk,1,8,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Miaowoo Internet Exchange Ashburn - Miaowoo Ashburn,Ashburn,VA,city_crosswalk,0,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Nell-IX NoVA,Reston,VA,exchange_identity,2,4,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Gig IX Ashburn,Ashburn,VA,city_crosswalk,0,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Ninja-IX Norfolk,Norfolk,VA,city_crosswalk,1,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Seattle Internet Exchange (MTU 1500) - SIX Seattle,Seattle,WA,city_crosswalk,15,369,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Seattle Internet Exchange (MTU 9000) - SIX Seattle (Jumbo),Seattle,WA,city_crosswalk,15,66,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Equinix Internet Exchange Seattle - Equinix Seattle,Seattle,WA,city_crosswalk,2,34,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Megaport MegaIX Seattle,Seattle,WA,city_crosswalk,8,16,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Moe Internet Exchange - Seattle - MoeIX SEA,Seattle,WA,city_crosswalk,0,16,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Spokane Internet Exchange - SpokaneIX,Spokane,WA,city_crosswalk,4,12,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
Madison Internet Exchange - MadIX,Madison,WI,city_crosswalk,2,17,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
The Milwaukee Internet Exchange - MKE-IX,Milwaukee,WI,city_crosswalk,1,9,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
West Virginia Internet Exchange,Charleston,WV,city_crosswalk,3,3,2026-08-19,Internet Society Pulse / PeeringDB,https://pulse.internetsociety.org/en/ixp-tracker/country/US/,operator_self_reported_registry,B,Active IXPs listing at least 3 members; memberships are not unique networks.
