Geography,Use Category,Total Withdrawal Mgal/d,Fresh Groundwater Mgal/d,Saline Groundwater Mgal/d,Fresh Surface Water Mgal/d,Saline Surface Water Mgal/d,Component Sum Mgal/d,Residual Mgal/d
WA,domestic_self_supply,109.6,109.6,0.0,0.0,0.0,109.6,0.0
WA,industrial_self_supply,412.45000000000005,83.5,0.0,328.95,0.0,412.45,5.684341886080802e-14
WA,irrigation,2523.1799999999994,719.5400000000001,0.0,1803.64,0.0,2523.1800000000003,-9.094947017729282e-13
WA,livestock,29.67,20.849999999999998,0.0,8.82,0.0,29.669999999999998,3.552713678800501e-15
WA,aquaculture,244.94,50.63000000000001,0.0,194.31,0.0,244.94,0.0
WA,mining,17.049999999999997,13.439999999999998,0.0,3.61,0.0,17.049999999999997,0.0
WA,thermoelectric_power,52.169999999999995,7.77,0.0,44.4,0.0,52.17,-7.105427357601002e-15
WI,public_supply,479.37999999999994,265.22,0.0,214.16000000000003,0.0,479.38000000000005,-1.1368683772161603e-13
WI,domestic_self_supply,76.45,76.45,0.0,0.0,0.0,76.45,0.0
WI,industrial_self_supply,382.37,46.769999999999996,0.0,335.6,0.0,382.37,0.0
WI,irrigation,459.73,286.95,0.0,172.78,0.0,459.73,0.0
WI,livestock,74.49,67.05,0.0,7.4399999999999995,0.0,74.49,0.0
WI,aquaculture,48.18,25.529999999999998,0.0,22.65,0.0,48.17999999999999,7.105427357601002e-15
WI,mining,29.26,0.42000000000000004,0.0,28.84,0.0,29.26,0.0
WI,thermoelectric_power,4205.89,3.21,0.0,4202.68,0.0,4205.89,0.0
WV,public_supply,184.96,37.67,0.0,147.29000000000002,0.0,184.96000000000004,-2.842170943040401e-14
WV,domestic_self_supply,31.319999999999997,31.319999999999997,0.0,0.0,0.0,31.319999999999997,0.0
WV,industrial_self_supply,427.28000000000003,25.67,3.05,398.56,0.0,427.28000000000003,0.0
WV,irrigation,4.15,0.4,0.0,3.75,0.0,4.15,0.0
WV,livestock,5.080000000000001,1.7000000000000002,0.0,3.3800000000000003,0.0,5.08,8.881784197001252e-16
WV,aquaculture,39.300000000000004,8.1,0.0,31.200000000000003,0.0,39.300000000000004,0.0
WV,mining,54.86000000000001,23.8,1.52,29.540000000000003,0.0,54.86,7.105427357601002e-15
WV,thermoelectric_power,1573.3299999999997,1.19,0.0,1572.1399999999999,0.0,1573.33,-2.2737367544323206e-13
WY,public_supply,101.35000000000001,54.51,0.0,46.839999999999996,0.0,101.35,1.4210854715202004e-14
WY,domestic_self_supply,8.93,8.93,0.0,0.0,0.0,8.93,0.0
WY,industrial_self_supply,8.040000000000001,5.83,0.0,2.21,0.0,8.04,1.7763568394002505e-15
WY,irrigation,7787.880000000002,536.93,0.0,7250.95,0.0,7787.88,1.8189894035458565e-12
WY,livestock,16.169999999999998,6.170000000000001,0.0,10.0,0.0,16.17,-3.552713678800501e-15
WY,aquaculture,28.839999999999996,4.92,,23.92,,,
WY,mining,141.23,33.11000000000001,96.75999999999999,11.36,0.0,141.23000000000002,-2.842170943040401e-14
WY,thermoelectric_power,51.81,1.31,0.0,50.5,0.0,51.81,0.0
